star,sample,lT,lL,tier,alpha0,nuchar,gamma,vsini,a0_ok,sys_nu,sys_a0,ev_tau,ev_logM,ev_logR,ev_phase,ev_Mini,ev_dist,ev_M,ev_R,f_rot,log_alpha0,log_nuchar,rotmod_candidate
HD 37481,Bowman2020_Galactic,4.34,2.78,A,26.284,1.23368,3.20558,74.0,True,0.0,0.0,0.5954796470377064,0.9541379175170233,0.7057471647606521,0.0,9.000000000000002,0.6466123758942515,8.997832774768598,5.078636911112172,0.28800261145781264,1.4196914585184777,0.09120252415696807,False
HD 37209,Bowman2020_Galactic,4.38,2.76,A,26.461,0.826,2.35097,50.0,True,0.0,0.0,0.2153089258405136,0.999023744017334,0.6310609134771409,0.0,10.000000000000004,0.6871149095991871,9.977546121905144,4.276228596712424,0.23111118353638455,1.4226062527870638,-0.0830199526796178,False
HD 26912,Bowman2020_Galactic,4.2,2.61,A,299.788,1.15152,3.05793,53.0,True,0.0,0.0,0.9828158772562232,0.7769166466473411,0.8184656138245314,0.0,5.99181637581631,0.010663414578570079,5.982967540285983,6.583633005860632,0.15911903142980532,2.476814244796164,0.06127148534341788,False
HD 37711,Bowman2020_Galactic,4.21,2.61,A,916.636,0.86817,3.34037,68.0,True,0.0,0.0,0.9347248166993628,0.7985493570714742,0.8096843517866301,0.0,6.294307848381883,0.17336224037919723,6.288533185179223,6.4518513359641725,0.2083226213392725,2.9621969097430765,-0.061395225476774194,False
HD 57539,Bowman2020_Galactic,4.13,2.54,A,154.777,2.60349,3.06784,162.0,True,0.0,0.0,1.0004666705504917,0.7361177789398596,0.9050402193124004,2.0,5.450656624420138,0.13803707284459263,5.446503398260009,8.036005388912123,0.3984617756836152,2.189706424594824,0.4155559138906588,False
HD 41753,Bowman2020_Galactic,4.23,2.61,A,302.331,1.27728,3.47522,25.0,True,0.0,0.0,0.8699836036905976,0.8193563482867627,0.777221658556668,0.0,6.6,0.007846101191107875,6.59714984051321,5.9871709492603875,0.08253349206443042,2.4804826805509017,0.10628611192697604,False
HD 224990,Bowman2020_Galactic,4.13,2.33,A,23.296,1.57162,2.09149,20.0,True,0.0,0.0,0.9771805042646201,0.676249475485519,0.7642216986865754,0.0,4.751686798318964,0.059125858978921,4.745144863911117,5.810609618774831,0.06803308546938462,1.3672813576329432,0.19634754688599573,False
HD 48434,Bowman2020_Galactic,4.48,3.93,A,1647.09,1.47146,2.00588,48.0,True,0.0,0.0,0.9684979306275829,1.4310940322866765,1.2452680863768848,0.0,29.001541814778815,0.042256660293365916,26.983236030543104,17.590091006025975,0.05393678075065022,3.2167173304602663,0.16774846078466799,False
HD 61068,Bowman2020_Galactic,4.39,3.08,A,198.12,1.36075,1.35714,12.0,True,0.0,0.0,0.7150018986929697,1.0369236698203836,0.8052112538579399,0.0,10.999999999999998,0.6094334980860701,10.887387233547425,6.3857403221133175,0.03714341776044943,2.2969283193104184,0.13377834298911134,False
HD 35468,Bowman2020_Galactic,4.29,2.99,A,86.576,0.80155,1.95155,53.0,True,0.0,0.0,0.9286252286936396,0.9510157359202099,0.9081110029621103,0.0,8.944627149809653,0.25521549422659134,8.933378517210762,8.093027254768039,0.12944245388085834,1.9373975165885065,-0.09606938154837891,False
