star,sample,lT,lL,tier,alpha0,nuchar,gamma,vsini,a0_ok,sys_nu,sys_a0,ev_tau,ev_logM,ev_logR,ev_phase,ev_Mini,ev_dist,ev_M,ev_R,f_rot,log_alpha0,log_nuchar,rotmod_candidate
HDE 303311,Shen2024_Galactic,4.603144372620182,3.89,A,776.64,0.17,1.21,61.0,True,0.0,0.0,0.5542434387149047,1.5681856928862354,1.0447289353463465,0.0,39.23310229066344,0.1202889061854883,36.99863423836736,11.084827404343859,0.10877091212432326,2.8902197546518407,-0.769551078621726,True
HD 193443,Shen2024_Galactic,4.518513939877887,3.95,A,324.91999999999996,3.3200000000000003,2.22,140.0,True,0.0,0.0,0.8503680024598091,1.507391308020295,1.215003204053793,0.0,35.15845075382513,0.20607564298564848,32.165574159810475,16.406018768699635,0.1686695562632644,2.5117764445623068,0.5211380837040364,False
HD 44811,Shen2024_Galactic,4.57287160220048,3.78,A,55.31,1.045,0.815,43.0,True,0.0,0.0,0.5825674795944296,1.4788612374827375,1.004832666313113,0.0,31.35319410540367,0.19093241972186584,30.120434848674876,10.111897677205203,0.08405192416910229,1.7428036584691655,0.01911629044707278,False
ALS 12370,Shen2024_Galactic,4.5910646070264995,3.63,A,228.08999999999995,5.26,2.38,,True,0.0,0.0,0.19103781987111862,1.473087614701339,0.8898188800096297,0.0,30.000000000000007,0.13192774384811373,29.7226559702652,7.759234547741376,,2.358106245206416,0.7209857441537391,False
BD +60 2635,Shen2024_Galactic,4.599883072073688,4.02,A,148.51999999999998,4.4350000000000005,2.045,73.0,True,0.0,0.0,0.6817068828145054,1.6379489938407563,1.1550138420012122,0.0,48.45932329726241,0.18360241314721543,43.44591956708626,14.28939501496177,0.10097663382490224,2.1717849405541214,0.6468936241677452,False
HD 193682,Shen2024_Galactic,4.6127838567197355,4.09,A,348.745,5.245,2.5549999999999997,90.0,True,0.0,0.0,0.6885523163732309,1.6908987596894665,1.1901964214054632,0.0,56.51804185625293,0.20181767443141488,49.07934517804519,15.495172714792652,0.11480424816476907,2.5425079897928344,0.7197454925295766,False
HD 36879,Shen2024_Galactic,4.567026366159061,3.89,A,1022.35,1.44,1.79,,True,0.0,0.0,0.7036249705310474,1.519012634805991,1.0936903111895038,0.0,35.36672206497437,0.16245128303365405,33.03791525238348,12.407672197660187,,3.0095996013238255,0.15836249209524964,False
HD 117490,Shen2024_Galactic,4.4996870826184034,3.65,A,84.56,6.5,2.66,,True,0.0,0.0,0.748481142521675,1.3328749207508912,1.010596715006004,0.0,22.0,0.324571949019718,21.52161810773181,10.246999499782419,,1.92716497429937,0.8129133566428556,False
HD 189957,Shen2024_Galactic,4.506505032404872,3.84,A,365.19,2.94,2.11,54.0,True,0.0,0.0,0.84208600846007,1.4355350946731407,1.1479915530478988,0.0,28.879730263716368,0.24581986171112336,27.260580186091136,14.060201770161857,0.07591263693584402,2.5625188767366316,0.46834733041215726,False
HD 93521,Shen2024_Galactic,4.501059262217751,3.61,A,383.56,6.12,2.48,,True,0.0,0.0,0.7197569966562841,1.3334263746285688,0.9931937738268585,0.0,22.0,0.08344422753190486,21.54896295868131,9.84450250511521,,2.58383330995571,0.7867514221455612,False
HD 24912,Shen2024_Galactic,4.555094448578319,3.94,A,434.76,3.13,2.47,,True,0.0,0.0,0.7635139882276918,1.5316750463948066,1.1481830183773447,0.0,37.012392289234135,0.19163189121966154,34.01535802141339,14.066401790602058,,2.6382495800821615,0.49554433754644844,False
HD 218195,Shen2024_Galactic,4.532754378992498,3.99,A,259.46,3.82,2.12,78.0,True,0.0,0.0,0.8318710615393433,1.5415428177513688,1.2228821001684005,0.0,38.575846613211986,0.10355241536077213,34.79708129279381,16.706370175704222,0.09228356710622354,2.4140704137518014,0.5820633629117087,False
AzV 16,Bowman2024_SMC,4.434568904034199,4.250158519295837,B,0.00243,0.33,,,False,0.2,0.15,0.9864001182307485,1.6426121994063163,1.6037221373695965,0.0,56.0722988024716,0.08237467566952143,43.91493046302686,40.153382636208796,,,-0.4814860601221125,False
AzV 18,Bowman2024_SMC,4.3747483460101035,4.199934476695152,A,0.00106,0.35,,,False,0.2,0.15,0.9997755991219003,1.5987375316626973,1.6751368531199202,0.0,48.02557971386321,0.1930723475776375,39.695157702179046,47.33003799657371,,,-0.4559319556497244,False
AzV 83,Bowman2024_SMC,4.576341350205793,3.626306493477907,A,0.000769,0.88,,,False,0.2,0.15,0.3240466049636633,1.440946746686632,0.9026539667848238,0.0,27.99999999999999,0.10556304336261228,27.602393741282423,7.991972241469974,,,-0.05551732784983137,False
Cl* NGC 346 MPG 12,Bowman2024_SMC,4.491361693834273,3.686265888265677,B,0.000426,0.96,,,False,0.2,0.15,0.8078568263049483,1.3616576956600497,1.069959767054718,0.0,23.742118595951908,0.37596222718187094,22.9962857046861,11.747887177298601,,,-0.017728766960431602,False
AzV 202,Bowman2024_SMC,4.419955748489758,3.65811300632105,B,1.68e-05,2.04,,,False,0.2,0.15,0.9760163522212512,1.2562934345634067,1.140662171837012,0.5171270658819429,18.669426297506057,0.03182522948878058,18.042363759570705,13.824905514821925,,,0.3096301674258988,False
Cl* NGC 346 ELS 46,Bowman2024_SMC,4.603144372620182,3.493518583135466,A,0.00287,2.1,,,False,0.2,0.15,0.0010856203568904337,1.4440881894501607,0.824523713679552,0.0,27.819911941073855,0.666268527405552,27.80277783971787,6.676113533949605,,,0.3222192947339193,False
Cl* NGC 346 ELS 25,Bowman2024_SMC,4.549003262025788,3.466954140757888,A,0.00302,0.73,,,False,0.2,0.15,0.2595622966519504,1.3400262925070692,0.8334445136003584,0.0,22.0,0.34925656803815003,21.878940766552617,6.8146650353442535,,,-0.1366771398795441,False
AzV 267,Bowman2024_SMC,4.549003262025788,3.896954140757888,A,0.00053,1.47,,,False,0.2,0.15,0.7629225035605325,1.505547522166045,1.1256338618290138,0.0,34.41393675232852,0.09562604715670096,32.029305523863236,13.354691554543917,,,0.1673173347481761,False
AzV 264,Bowman2024_SMC,4.328379603438738,4.39445950640969,A,0.00117,0.4,,,False,0.2,0.15,1.091665523376397,0.6787435743606097,1.408559674169954,4.3566007187288065,32.907464125942084,0.0901261483426066,4.772474036097944,25.618852553746603,,,-0.3979400086720376,False
AzV 251,Bowman2024_SMC,4.519827993775719,3.64310038521305,B,9.92e-05,2.69,,,False,0.2,0.15,0.6955410708992774,1.3689874209922932,0.9992147796012337,0.0,24.000000000000004,0.21981336117535358,23.387694970075206,9.98193596728961,,,0.42975228000240795,False
Cl* NGC 346 MPG 682,Bowman2024_SMC,4.541579243946581,3.6323055098757,B,0.00471,0.73,,,False,0.2,0.15,0.5625941410831858,1.380085601670604,0.9434972595787592,0.0,24.497682498848178,0.3229458837654907,23.993057878963548,8.780055468174297,,,-0.1366771398795441,False
AzV 372,Bowman2024_SMC,4.451786435524291,4.3180868347519,A,0.000546,0.48,,,False,0.2,0.15,1.0200167565395755,1.431150160303412,1.4980194684699597,0.7904099956343688,54.432177489727216,0.10117849219103985,26.986723556768904,31.47889423923414,,,-0.3187587626244128,False
AzV 429,Bowman2024_SMC,4.583198773968623,3.7496400070313327,B,0.000139,1.03,,,False,0.2,0.15,0.4896595245172493,1.4881960163895582,0.9750539491688232,0.0,31.788124992208886,0.16360880690210194,30.774855072286247,9.441781572214532,,,0.012837224705172217,False
AzV 468,Bowman2024_SMC,4.549003262025788,3.2269541407578877,A,4.66e-05,7.78,,,False,0.2,0.15,0.0020945648416210248,1.2765631181364632,0.7334801453663845,0.0,18.910047212973186,0.9467058287737562,18.904409582327393,5.413524983137798,,,0.890979596989689,False
AzV 479,Bowman2024_SMC,4.503790683057181,4.096103824883461,A,2.36e-05,1.05,,,False,0.2,0.15,0.8988872715305606,1.5990220329228648,1.3643737494402592,0.0,46.29267657654969,0.14975503170280327,39.721170057227184,23.140553861787907,,,0.021189299069938092,False
AzV 472,Bowman2024_SMC,4.278753600952829,4.105955496466053,A,0.000254,0.49,,,False,0.2,0.15,1.0003069462464609,1.4996106271111256,1.7698357363090997,2.0,35.235443065514055,0.2546883574938552,31.59443745780588,58.86209784711125,,,-0.3098039199714863,False
AzV 488,Bowman2024_SMC,4.401400540781544,4.3065432557809125,A,0.000175,0.56,,,False,0.2,0.15,1.0275312007367818,1.3673636345537985,1.5589662417226977,0.9791711445969612,50.86106931709503,0.1198969470745765,23.300413836235126,36.22148418896488,,,-0.25181197299379954,False
[M2002] SMC 81469,Bowman2024_SMC,4.498310553789601,3.504183307813141,A,4.21e-05,1.99,,,False,0.2,0.15,0.6378200845734956,1.291788792423982,0.9263909987307751,0.0,19.824889668003337,0.17861248308549307,19.57892273078912,8.440943605527771,,,0.29885307640970665,False
2dFS 3780,Bowman2024_SMC,4.505149978319906,3.4115410059343625,A,1.58e-05,1.39,,,False,0.2,0.15,0.4707152972263574,1.2757480030433064,0.8533727511476578,0.0,19.0,0.112265004174211,18.868961703872383,7.134651282764913,,,0.14301480025409505,False
2dFS 163,Bowman2024_SMC,4.513217600067939,3.612505965517676,B,0.0004,1.48,,,False,0.2,0.15,0.6873784535045475,1.3340241351069761,0.975789972405704,0.0,21.999999999999996,0.27510248397575165,21.57864325111517,9.457796656441593,,,0.17026171539495738,False
2dFS 3954,Bowman2024_SMC,4.600972895686748,3.674832675401731,A,4.29e-05,2.95,,,False,0.2,0.15,0.2088727237986321,1.5000189881706463,0.9081889375409432,0.0,32.0,0.025849193022016118,31.62415923911122,8.09447968691378,,,0.46982201597816303,False
AzV 461,Bowman2024_SMC,4.569373909615046,3.678807016710524,B,0.00576,0.36,,,False,0.2,0.15,0.4687251063695456,1.4372832121912742,0.9408505410450507,0.0,28.0,0.03441449451318403,27.370530319405244,8.726709939975839,,,-0.44369749923271273,False
AzV 456,Bowman2024_SMC,4.47567118832443,3.9836258459524574,A,2.95e-05,0.83,,,False,0.2,0.15,0.9831170598512868,1.460359646138218,1.2939874549233703,0.0,31.446483110398418,0.08337141119388387,28.864208044602304,19.678294459550237,,,-0.08092190762392612,False
[L72] LH 9-89,Bowman2024_LMC,4.426511261364575,3.8097803922140945,B,0.00989,0.8,,,False,0.2,0.15,0.9902726984990813,1.345061653582652,1.2480995080271013,0.8872229853518241,23.112777014648177,0.09215139067674939,22.134089086314145,17.705145822389408,,,-0.09691001300805639,False
[ELS2006] N11 051,Bowman2024_LMC,4.617000341120899,3.923864418566839,B,3.67e-05,2.5,,,False,0.2,0.15,0.5269936678527315,1.6164480202398601,1.0586585061828497,0.0,44.218462347259766,0.293347425038216,41.34738236050254,11.446125573851328,,,0.3979400086720376,False
Sk -66 18,Bowman2024_LMC,4.60422605308447,4.007845304992617,A,1.55e-05,2.87,,,False,0.2,0.15,0.6595694131074595,1.6375360739940206,1.1399263292179165,0.0,48.132098382165644,0.24430394162818808,43.40463155278939,13.80150125400723,,,0.4578818967339923,False
[ELS2006] N11 046,Bowman2024_LMC,4.525044807036846,3.8718657482995824,B,0.000443,1.17,,,False,0.2,0.15,0.8174933357491245,1.4674981172259975,1.1429877855455706,0.0,31.33880333798324,0.15983111196972355,29.34256783199447,13.899135395945601,,,0.06818586174616162,False
Sk -68 41,Bowman2024_LMC,4.389166084364533,4.047605430112868,A,0.000571,0.42,,,False,0.2,0.15,1.0000424886543395,1.4677258743047947,1.5065221383671759,1.6951986569166053,32.1128227132123,0.09632493593405672,29.357959992143584,32.10126437757549,,,-0.37675070960209955,False
Sk -68 52,Bowman2024_LMC,4.389166084364533,4.247605430112867,A,0.00118,0.32,,,False,0.2,0.15,0.9963183368849488,1.6359114306690854,1.6842905205125882,0.0,55.042918633514745,0.1413684871360432,43.242563384092456,48.33820514631192,,,-0.494850021680094,False
Sk -65 22,Bowman2024_LMC,4.525044807036846,4.291120320802119,A,0.000263,0.67,,,False,0.2,0.15,0.9588484293716959,1.4637188851523155,1.355191355428494,0.816425602180657,60.101801068413415,0.2255413092814812,29.088336471292585,22.65642357266787,,,-0.17392519729917355,False
W61 28-5,Bowman2024_LMC,4.643452676486188,4.164751798599489,A,0.000161,0.93,,,False,0.2,0.15,0.6587810380493504,1.7792182956330493,1.2111410382881715,0.0,71.60464798579679,0.1752250217768366,60.14759899743919,16.260767427606396,,,-0.03151705144606486,False
VFTS 72,Bowman2024_LMC,4.763427993562937,4.084653066906484,A,4.76e-05,1.04,,,False,0.2,0.15,0.0013845558476551514,2.145394688993516,1.2069489771005708,0.0,140.00000000000003,1.6898503095084967,139.76379644178613,16.104564202873537,,,0.01703333929878037,False
Sk -66 17,Bowman2024_LMC,4.469822015978163,4.0702291565673905,A,9.97e-05,1.06,,,False,0.2,0.15,0.9850776040711141,1.5158693467853066,1.3795197062929128,0.0,36.86823985618624,0.10931634183053912,32.7996603723337,23.961814750107767,,,0.02530586526477026,False
BI 237,Bowman2024_LMC,4.723455672035186,4.404763780795482,A,9.09e-06,1.04,,,False,0.2,0.15,1.1407099449130162,0.006942508760226966,0.28110536868133235,6.0,6.210229762348933,0.03990577303057299,1.016114172325896,1.9103166840576018,,,0.01703333929878037,False
VFTS 244,Bowman2024_LMC,4.603144372620182,4.303518583135466,A,0.000494,1.87,,,False,0.2,0.15,0.9951937559511792,0.9000829734302407,0.9183863090314306,2.799269362331526,41.96896259447617,0.23705766002372838,7.944800083191718,8.286789537059764,,,0.27184160653649897,False
VFTS 355,Bowman2024_LMC,4.627365856592733,4.210404519025669,A,3.99e-05,1.08,,,False,0.2,0.15,0.7062671638876807,1.7926609221069134,1.2696324172151725,0.0,75.59017467234167,0.07353575035851254,62.03844763766707,18.60511750328242,,,0.03342375548694973,False
Sk -68 135,Bowman2024_LMC,4.439332693830263,4.448271867975788,A,0.00299,0.24,,,False,0.2,0.15,1.0620593894664145,0.9294504218517542,1.3321938050588795,3.8483706789764898,43.461358655280165,0.04283217812892956,8.50061646391464,21.48789163041681,,,-0.619788758288394,False
Sk -71 35,Bowman2024_LMC,4.361727836017593,4.037852436725109,A,0.00585,0.35,,,False,0.2,0.15,1.0001443093441795,1.4569252746528103,1.5498723370190834,2.0,31.17720043607674,0.26961959257450113,28.636851976280596,35.470910543557785,,,-0.4559319556497244,False
Sk -66 100,Bowman2024_LMC,4.5910646070264995,4.055199520760735,A,1.6e-05,2.75,,,False,0.2,0.15,0.7195466155800124,1.6502750566219393,1.1927842022276687,0.0,50.678599259811726,0.11562500211799952,44.69665849138521,15.587777650172542,,,0.43933269383026263,False
BI 173,Bowman2024_LMC,4.523746466811565,4.175926959900996,A,1.34e-05,2.42,,,False,0.2,0.15,0.8767519968482737,1.6655667107731722,1.3989386025412156,0.0,56.89232919484274,0.20158972525454058,46.29847761256287,25.05754982208829,,,0.38381536598043126,False
RMC 109,Bowman2024_LMC,4.159867847092567,3.906332122928149,B,0.000841,0.27,,,False,0.2,0.15,1.0019009997260848,1.3534247312931038,1.8335009823475246,2.0,23.59803235417584,0.1397966526988752,22.564448912701273,68.15551163608998,,,-0.5686362358410126,False
Sk -71 41,Bowman2024_LMC,4.477121254719663,3.899426111533387,A,0.000143,0.77,,,False,0.2,0.15,0.9837091101392608,1.4016876043440172,1.2214757169961281,0.6636547931033474,26.752252418185602,0.04150698778316711,25.216662410870736,16.652357157204516,,,-0.11350927482751812,False
Sk -68 140,Bowman2024_LMC,4.371067862271736,4.0752125417416805,A,0.000872,0.48,,,False,0.2,0.15,1.0000890285086925,1.4776307336664076,1.5557282242447517,1.8376281394637253,33.02206708473231,0.06006371211161298,30.03521421002346,35.95242791954012,,,-0.3187587626244128,False
Sk -67 166,Bowman2024_LMC,4.6020599913279625,4.199181057966587,A,4.33e-05,1.39,,,False,0.2,0.15,0.7770190644775959,1.7400958327741212,1.2919938151816401,0.0,68.51322478611408,0.07534127788650968,54.966215063999456,19.588167776594155,,,0.14301480025409505,False
Sk -68 53,Ma2024_LMC_BSG,4.138933940256924,4.124322967542099,B,864.67,0.235,2.6,47.5,True,0.15,0.15,1.000627280137234,1.507600585758756,2.0645559525822703,2.0,36.11016265551166,0.18209391285171822,32.18107783543572,116.02616895089695,0.008091881753440985,2.936850391252164,-0.6289321377282637,False
Sk -66 125,Ma2024_LMC_BSG,4.171141151028382,3.6396999347061705,B,727.4,0.256,2.8,36.5,True,0.15,0.15,1.001908693312315,1.201600656924055,1.6023144576407797,2.0,16.464143709615758,0.28862716426336343,15.907453299472257,40.02344408117098,0.01802562274599436,2.861773296718693,-0.5917600346881504,False
Sk -67 283,Ma2024_LMC_BSG,4.17260293120986,3.778703372487027,B,1108.24,0.184,2.3,46.5,True,0.15,0.15,1.001910304550627,1.273035639110617,1.7030186272561247,2.0,19.545794444124443,0.20031867936527661,18.75148380339257,50.46829433758453,0.01821152005388432,3.0446338212125967,-0.7351821769904635,False
Sk -67 275,Ma2024_LMC_BSG,4.174931593528442,3.668329339890271,B,889.66,0.195,2.2,63.5,True,0.15,0.15,1.0018988505052455,1.2176061182460474,1.6193813374414072,2.0,17.107869361460953,0.012786654684950112,16.504642368691048,41.62759661371862,0.03015117619594835,2.9492240646946035,-0.7099653886374819,False
HD 269639,Ma2024_LMC_BSG,4.041392685158225,3.649346945389365,B,672.25,0.224,3.8,26.5,True,0.15,0.15,1.0024985814646654,1.1972179566184393,1.8631199919439536,2.0,16.292196942976638,0.2691970319276684,15.74772987518644,72.96590811269107,0.007178566910754546,2.827530810895339,-0.6497519816658371,False
Sk -70 31,Ma2024_LMC_BSG,4.0813473078041325,4.251052883921815,B,472.39,0.321,3.2,33.0,True,0.15,0.15,1.0135133897126278,1.5750827108991305,2.2744974638136037,2.2422899882104668,49.23409993714079,0.08731642374094405,37.59089889188082,188.14707188018158,0.0034667964791601498,2.6743006954808792,-0.4934949675951279,False
Sk -68 152,Ma2024_LMC_BSG,4.041392685158225,3.2816104151291308,B,358.37,0.298,5.1,34.0,True,0.15,0.15,1.0018810582869444,1.051160968933118,1.6077564251881504,2.0,11.543179069301967,0.39396691246798227,11.25021880058933,40.5281169049805,0.016581902706589505,2.5543316466938286,-0.5257837359237448,False
HD 269721,Ma2024_LMC_BSG,4.044539760392411,3.6397912867047055,B,896.16,0.2,3.9,40.0,True,0.15,0.15,1.0024558073258032,1.1939881961344259,1.851122924606885,2.0,16.163771386203177,0.1616014374774177,15.631051577955985,70.97786383801046,0.011139070111367196,2.9523855553246654,-0.6989700043360187,False
HD 269510,Ma2024_LMC_BSG,4.041392685158225,3.708068939564591,B,331.78,0.117,2.5,39.0,True,0.15,0.15,1.0025751060717867,1.2222820628388658,1.9069484842297768,2.0,17.312234095922285,0.1493120366477788,16.68330397459079,80.71392821568176,0.009550541444911818,2.5208502028112187,-0.9318141382538383,False
Sk -70 26,Ma2024_LMC_BSG,4.0655797147284485,4.0707936298790255,B,375.17,0.325,3.1,39.5,True,0.15,0.15,1.001882437006752,1.4615344620044648,2.162438530076092,2.5419868799001377,31.65069447842395,0.31263792220659065,28.942394707689296,145.3578631919084,0.0053711890226076945,2.57422810328016,-0.4881166390211256,False
Sk -67 171,Ma2024_LMC_BSG,4.082066934285113,3.760941092654736,A,662.57,0.345,4.4,,True,0.15,0.15,1.002392642348037,1.2535735250834887,1.8661533992809582,2.0,18.659987808411987,0.2462044877092175,17.92972072829964,73.47733552225003,,2.821231767903602,-0.4621809049267259,False
Sk -67 133,Ma2024_LMC_BSG,4.285557309007774,3.9309410926547375,A,1004.97,0.271,2.7,53.5,True,0.15,0.15,1.001365598069456,1.3793545621329073,1.6055556825875459,2.0,25.224768321409,0.19869232781346458,23.952704799006177,40.32326431574585,0.02622466627260371,3.002153097548626,-0.5670307091255943,False
Sk -67 72,Ma2024_LMC_BSG,4.096214585346405,3.733393397226574,B,721.37,0.301,3.4,46.5,True,0.15,0.15,1.0021767659262681,1.2424793489347432,1.8198220470678468,2.0,18.180539339223543,0.09739477997766376,17.4775015346309,66.04227831551081,0.013916908650899687,2.8581580771210024,-0.5214335044061567,False
29990592,Bowman2019b_LMC,4.315235409617727,4.210941092654736,A,7296.337,0.25057,2.07085,,True,0.0,0.05,0.999943955814908,1.6018147405004126,1.7992763150455715,0.0,48.639762930503515,0.1345518495678195,39.97741794078518,62.99068266206679,,3.863104884785876,-0.6010709270145653,False
30038422,Bowman2019b_LMC,4.47567118832443,3.9836258459524574,A,516.93,1.19703,2.83233,,True,0.0,0.05,0.9831170598512868,1.460359646138218,1.2939874549233703,0.0,31.446483110398418,0.08337141119388387,28.864208044602304,19.678294459550237,,2.7134317371519936,0.07810503484349608,False
30111936,Bowman2019b_LMC,4.416057729263038,4.110941092654737,A,1846.887,0.71534,1.94391,,True,0.0,0.05,0.9970557084844364,1.5310556169510063,1.5131059267157017,0.0,38.667282129395694,0.043883120360173465,33.96687687260231,32.591618398543396,,3.2664403243640443,-0.14548748962972852,False
30268695,Bowman2019b_LMC,4.3747483460101035,4.199934476695152,A,7326.272,0.27612,2.05088,,True,0.0,0.05,0.9997755991219003,1.5987375316626973,1.6751368531199202,0.0,48.02557971386321,0.1930723475776375,39.695157702179046,47.33003799657371,,3.8648830385308464,-0.5589021352837318,False
30275662,Bowman2019b_LMC,4.249565211825347,4.1509410926547385,A,9563.164,0.24518,2.09054,,True,0.0,0.05,1.000250523192421,1.5271085992996027,1.8601181795142716,2.0,38.22029625267113,0.09418657498752575,33.65957276870553,72.46331192446539,,3.980601603615215,-0.6105149592918536,False
30275795,Bowman2019b_LMC,4.36332987888716,4.070941092654736,A,1749.56,0.77955,2.23715,,True,0.0,0.05,1.0001338339505874,1.475952845952613,1.5694059835900744,2.0,32.86972010707754,0.11846115820318588,29.919397655017953,37.102740049585584,,3.242928840915578,-0.10815602412145928,False
30312676,Bowman2019b_LMC,4.280464546626918,4.230941092654738,A,5587.243,0.21815,2.62007,,True,0.0,0.05,1.0000147950869271,1.6123822845166227,1.88328054242449,1.277791601251816,50.715747754557384,0.13500354621493738,40.962106700883766,76.43293601223985,,3.747197560077569,-0.661244782677161,False
31105740,Bowman2019b_LMC,4.401400540781544,3.876543255780912,A,4956.689,0.45954,2.34914,,True,0.0,0.05,1.0007443659935182,1.354600754682449,1.3361618303143161,2.0,23.640396181968153,0.10634065587963629,22.625633850613475,21.685120027285425,,3.695191670605569,-0.3376766800924436,False
31181554,Bowman2019b_LMC,4.401400540781544,4.116543255780912,A,5016.775,0.4279,3.14147,,True,0.0,0.05,0.9996755786382645,1.5229617144539223,1.5418704098695024,0.0,37.72152669931308,0.053273406549876265,33.339702061075386,34.82333893685485,,3.7004246235612057,-0.36865771351606724,False
277298891,Bowman2019b_LMC,4.39137623916965,4.1509410926547385,A,6829.322,0.35756,1.9449,,True,0.0,0.05,0.9979088769511659,1.5597999008002714,1.59411556322822,0.0,42.344134302915386,0.2160487459121288,36.29108067463701,39.27494298285162,,3.834377590024944,-0.4466510713943655,False
373919576,Bowman2019b_LMC,4.523746466811565,4.175926959900996,A,523.524,1.72016,2.53623,,True,0.0,0.05,0.8767519968482737,1.6655667107731722,1.3989386025412156,0.0,56.89232919484274,0.20158972525454058,46.29847761256287,25.05754982208829,,2.718936595907218,0.23556884451530818,False
404768604,Bowman2019b_LMC,4.301029995663981,4.095061075310662,A,811.977,0.62054,4.67932,,True,0.0,0.05,1.0003616969211995,1.480072320569608,1.7006486806757044,2.0,33.261487297482475,0.13789968162845573,30.20454657518545,50.19363875015534,,2.9095437276222675,-0.2072302186465217,False
425083410,Bowman2019b_LMC,4.576341350205793,4.386306493477908,A,1010.087,1.75798,3.11601,,True,0.0,0.05,1.0485162783814976,1.1358780462181137,1.1333502516601917,1.9367170098661954,50.22928400250054,0.07995855016181919,13.673448090066632,13.594093468442503,,3.0043587816962116,0.2450139299305596,False
V1092 Cen,DornWallenstein2020_RSG,3.534,3.7831776626028506,B,,0.4594542237063953,1.755,,False,0.15,,1.1207433048175393,0.9089118692861631,2.8013998483848956,3.817680500012562,11.436023188519114,0.03358350519821879,8.107965074653748,632.9943715552898,,,-0.33775775170342404,False
HS Cas,DornWallenstein2020_RSG,3.535,4.117973642064431,B,,1.3476286459940334,1.784,,False,0.15,,1.1356817909815577,0.4267608960156066,2.7309095377639614,5.0,6.504067413955651,0.11880590737997619,2.671535170589463,538.1576742137717,,,0.12957023402837017,False
HD 143183,DornWallenstein2020_RSG,3.537,4.1615058361034745,B,,0.7440623800462616,1.601,,False,0.15,,1.1350371628586042,0.4142425300351716,2.735494027689312,5.000000000000001,6.534028448059227,0.04722197576600305,2.5956284759082218,543.8686525213028,,,-0.128390652929643,False
BD+35 4077,DornWallenstein2020_RSG,3.556,4.093825677345016,B,,0.2352970773091297,1.544,,False,0.15,,1.1105442763595414,1.0316956884651276,2.976488447786217,4.210263699725224,17.481426248986693,0.01983311327168461,10.75711195208253,947.3019859786775,,,-0.6283834672838192,False
AD Per,DornWallenstein2020_RSG,3.543,4.225166271943014,B,,2.6659119445878616,2.268,,False,0.15,,1.1352268195324677,0.4429518979520413,2.771596982585197,5.000000000000001,6.577972495082901,0.034657283448144116,2.77301295133825,591.012930324223,,,0.42584580051251586,False
KY Cyg,DornWallenstein2020_RSG,3.544,4.367001096766462,B,,0.249185757150298,1.359,,False,0.15,,1.1363200981965493,0.25857655548619096,2.747891470732669,5.066687496552786,6.577444316110722,0.06224849158050986,1.8137463667794267,559.61773673772,,,-0.6034767845161001,False
TYC 8626-2180-1,DornWallenstein2020_RSG,3.547,3.854572396586063,B,,0.4377198654892612,1.456,,False,0.15,,1.123778977592534,0.7867080514395234,2.7554170074007325,4.615083119232401,8.873375513013475,0.11553329073727525,6.119388858300146,569.39940291566,,,-0.35880374290804484,False
V589 Cas,DornWallenstein2020_RSG,3.547,4.032300138084999,B,,1.7393982851573262,2.142,,False,0.15,,1.1270215271458899,0.8175421303813758,2.8523797369054553,4.417283745427257,10.960106935164704,0.05734767842158034,6.569648447485403,711.8356540158369,,,0.2403990375754367,False
RS Per,DornWallenstein2020_RSG,3.55,4.166258184024043,B,,1.8527932839568724,1.654,,False,0.15,,1.1339195023706405,0.6338213834889657,2.82298749290854,5.0,6.704698348214695,0.09010183716628545,4.303495800367721,665.2539975139227,,,0.26782696781064264,False
V602 Car,DornWallenstein2020_RSG,3.55,3.9054339587450166,B,,1.1303618117322112,2.165,,False,0.15,,1.128042156444381,0.8005372339745778,2.7861718121359416,4.811790858688242,8.041524927413501,0.19149736953179186,6.317383386699691,611.1837687556658,,,0.05321747683579154,False
W Per,DornWallenstein2020_RSG,3.55,4.039770876610508,B,,5.117522285913034,2.45,,False,0.15,,1.1383850121171508,0.6715659467614117,2.7749266045813807,4.999999999999999,6.402874014659538,0.08046152951899903,4.694247101228647,595.561485610979,,,0.7090597426150475,False
V396 Cen,DornWallenstein2020_RSG,3.55,4.1847419589967885,B,,1.078285522302814,1.597,,False,0.15,,1.1338437185121182,0.613484585378182,2.8250694566033387,5.000000000000001,6.706733479186813,0.07052687512334799,4.106620637910495,668.4508141849657,,,0.03273377415486224,False
BI Cyg,DornWallenstein2020_RSG,3.553,4.286932348811588,B,,0.241729864963389,1.478,,False,0.15,,1.1415302800023068,0.2585969166355156,2.6956491580306867,5.119695887652936,6.151909982778417,0.10406681826831733,1.8138314031495908,496.1913145742001,,,-0.6166696905623286,False
BC Cyg,DornWallenstein2020_RSG,3.553,4.220396572717906,B,,0.3647832754799343,1.284,,False,0.15,,1.1335671471969542,0.5819715713283431,2.8275916233114367,5.000000000000002,6.719120170672636,0.17343879114400787,3.819192698019437,672.344138909808,,,-0.4379650813449352,False
SU Per,DornWallenstein2020_RSG,3.553,3.831041088608031,B,,2.986021446377023,2.099,,False,0.15,,1.0810512265851226,1.0443542562447583,2.8657888019894466,3.7045358486439373,14.878063011733857,0.08369036771537876,11.07526830955429,734.1567598796538,,,0.47509292261531266,False
