key,vmac,vsini,vmac_src,SpType,logTeff_sp,logL_sp,logg_sp,ev_tau,ev_logM,ev_logR,ev_phase,ev_Mini,ev_dist,ev_R,f_rot
HD166182,16.0,41.0,SimonDiaz2017,B2 IV,4.31,3.27,,0.9955494672485142,1.0556458417079417,1.0587414599906693,1.4433873663335803,11.655624448870602,0.52746608929353,11.448312086523234,0.07078712395007306
HD166546,69.0,42.0,SimonDiaz2017,O9.5 IV,4.49,3.86,,0.8817205672421063,1.4342471379078305,1.1917879174072215,0.0,28.91272070595999,0.25371554897124327,15.552059796220654,0.05337934541190136
HD167264,83.0,59.0,SimonDiaz2017,O9.7 Iab,4.48,4.02,,0.9742550354072832,1.490795582666909,1.3193559490067197,0.0,34.24590483902396,0.09230085920099855,20.862000381401295,0.055899501299429596
HD167633,111.0,139.0,SimonDiaz2017,O6.5 V((f)),4.58,4.01,,0.73839672367491,1.6113055436781885,1.1770420812060605,0.0,45.74349605742036,0.0649362637577693,15.032876209257735,0.1827614478079871
HD167659,98.0,59.0,SimonDiaz2017,O7 II-III(f),4.57,4.07,,0.7761640705090529,1.6312907112257489,1.2305015470315326,0.0,48.880053987569,0.06817807596878275,17.00206010057381,0.06859024203716847
HD167838,45.0,40.0,SimonDiaz2017,B5 Ia,4.18,3.82,,1.0018529330749173,1.2967702815743167,1.719851662542356,2.0,20.688139592623536,0.3429031940452363,52.46282378230712,0.015070241070655233
HD168075,94.0,81.0,SimonDiaz2017,O7 V(n)((f))z,4.57,3.84,,0.6640972979912567,1.5011268735874408,1.0575430435580568,0.0,33.5050279550664,0.15724071730697245,11.4167645222611,0.1402341692528339
HD169454,68.0,54.0,SimonDiaz2017,B1 Ia,4.26,4.24,,1.0000470103632795,1.621439129533933,1.9361661538318753,2.0,52.49375655104751,0.23886570573023752,86.33087721441778,0.012363444304777142
HD170740,19.0,42.0,SimonDiaz2017,B2 IV-V,4.28,2.75,,0.8265717501004326,0.8851545786278646,0.7811225921762668,0.0,7.679912434989248,0.21814811948738386,6.041191354057564,0.13741640068584
HD17081,24.0,18.0,SimonDiaz2017,B7 V,4.12,2.4,,0.9899169652216688,0.7062936567262695,0.8272812540739838,0.34036296959482254,5.089148670425625,0.2776341541860684,6.718638187601995,0.05295453048767135
HD171301,23.0,33.0,SimonDiaz2017,B8 IV,4.07,2.08,,0.9538937772371457,0.601806549512947,0.7273871482628202,0.0,4.0,0.4192546966939642,5.338105444920647,0.12219084337855401
HD171589,94.0,93.0,SimonDiaz2017,O7.5 II(f),4.56,4.1,,0.8071417418892658,1.6470224330332552,1.2772425265413316,0.0,51.81360629883837,0.23741885885783445,18.934006703497214,0.0970850352814646
HD172028,16.0,91.0,SimonDiaz2017,B2 V,4.36,2.81,,0.5324974195351179,0.9541573932462035,0.6836883802478788,0.0,9.0,0.3644095254007379,4.827123166983105,0.37261890292108146
HD173936,25.0,120.0,SimonDiaz2017,B7 III,4.08,1.99,,0.8830629575731629,0.6018473955304237,0.6736337213315196,0.0,4.0,0.5316331459005497,4.716650768955855,0.5028742472415637
HD174298,16.0,31.0,SimonDiaz2017,B1.5 IV,4.37,2.87,,0.5455073270826701,0.9968970814559338,0.7132083223437338,0.0,9.999999999999996,0.383270074518833,5.166641432577848,0.11859468946550301
HD175156,22.0,22.0,SimonDiaz2017,B5 II,4.15,3.24,,1.0014894955808484,1.0204302871126694,1.3544220660094024,2.0,10.741057596851359,0.32883114769739147,22.616326541758127,0.01922704246875746
HD175426,58.0,77.0,SimonDiaz2017,B2.5 V,4.24,2.63,,0.8599725067904838,0.8323266576774202,0.7756083721811339,0.0,6.8,0.09576238423726749,5.964971488774549,0.25514920750820186
HD175754,97.0,193.0,SimonDiaz2017,O8 II(n)((f))p,4.48,4.42,,1.0724814189503866,0.8283319688778726,1.186210561304534,4.110191720293359,39.92515763470779,0.06256593836580726,15.35361199713478,0.24846122291335046
HD17603,115.0,109.0,SimonDiaz2017,O7.5 Ib(f),4.53,4.21,,0.8746258110881661,1.6820417784907056,1.4106754439061973,0.0,60.505486295393716,0.12194362526116058,25.743965450059903,0.08368794907165983
HD176162,24.0,18.0,SimonDiaz2017,B5 IV,4.15,2.39,,0.9994357739723261,0.6854212931029111,0.7649918846404319,0.0,4.850282748447688,0.04349972283336509,5.8209234051366865,0.06112128711864546
HD176502,18.0,13.0,SimonDiaz2017,B4 IV,4.26,2.64,,0.8089121311386568,0.8449373576289804,0.7455315225792634,0.0,7.0,0.03406424189273413,5.56585031637882,0.04616615448299455
HD176853,45.0,153.0,SimonDiaz2017,B2 V,4.22,2.5,,0.8264695982387433,0.7849681303165812,0.7260942124763418,0.0,6.0981716597503475,0.3781866554734117,5.322237032266202,0.5682102831881662
HD177003,18.0,17.0,SimonDiaz2017,B2.5 IV,4.26,2.51,,0.7018329839528019,0.8136389866637722,0.6702297562501411,0.0,6.513523327500048,0.2894758660331118,4.679826542258051,0.07180108977665345
HD17743,22.0,48.0,SimonDiaz2017,B8 III,4.13,2.21,,0.8695165023975594,0.6625555438043853,0.6946437714083457,0.0,4.6,0.19115978283647866,4.950439660731089,0.19165022644390622
HD178065,4.0,17.0,SimonDiaz2017,B9 II,4.08,2.29,,0.9987396352571064,0.6451138045164033,0.8245970299524878,1.2686849286372852,4.420122977209499,0.0509681146689519,6.677240670259085,0.050322680025070614
HD178125,64.0,70.0,SimonDiaz2017,B8 III,4.13,1.93,,0.6359257591295686,0.6019388757352081,0.5295888307667294,0.0,4.0,0.13635391632449742,3.385235065186118,0.40871547359019456
HD178849,22.0,40.0,SimonDiaz2017,B3 V,4.22,2.55,,0.8596757965590496,0.7948630799229928,0.7541086037376791,0.0,6.238542404010119,0.17205124938070215,5.676865486647443,0.13927182236505478
HD179406,38.0,192.0,SimonDiaz2017,B3 V,4.19,2.94,,1.00087214526271,0.8909844126435009,1.0610155443326446,2.0,7.78671194513431,0.11974380536982131,11.508415793001392,0.3297596816246324
HD179761,21.0,19.0,SimonDiaz2017,B8 II-III,4.07,2.36,,1.0008240678776428,0.6653692674895063,0.8983891083780835,2.0,4.63130140119456,0.08441357402199912,7.913873580370686,0.04745438652364459
HD180163,34.0,21.0,SimonDiaz2017,B2.5 IV,4.22,3.15,,1.0009874272384043,0.981367371475398,1.1491084695935032,2.0,9.742661365379622,0.28549290644760084,14.096408270127695,0.029445755110833152
HD182255,25.0,30.0,SimonDiaz2017,B6 III,4.12,2.01,,0.7484982216049293,0.6019036931987869,0.5815190954203024,0.0,4.0,0.4508115227183428,3.815215689677119,0.15542254998568314
HD183143,55.0,37.0,SimonDiaz2017,B7 Ia,4.16,4.22,,1.0002356956045142,1.6015185857582048,2.113432612043176,2.0,48.605019122213236,0.03948482685938266,129.84720688243914,0.005632237797654771
HD183227,35.0,53.0,SimonDiaz2017,B7 III,4.11,2.6,,1.0010467684434827,0.7505556380429719,0.978588545555829,2.0,5.6350144133331765,0.12533832468837225,9.518939039590222,0.11005231810234793
HD18409,88.0,131.0,SimonDiaz2017,O9.7 Ib,4.51,3.99,,0.8714202804131984,1.527807748416766,1.2643199672548728,0.0,37.43995916241501,0.18735727163800464,18.37891914898023,0.14088449486087018
HD184930,32.0,63.0,SimonDiaz2017,B5 III,4.13,2.34,,0.9901694113323658,0.6788887267431606,0.7732454088638263,0.0,4.778646230587168,0.08207491331161719,5.932604664153662,0.20989737696792138
