star,sample,tier,logTeff,logLspec,alpha0,a0flag,nuchar,gamma,vsini,tau,logM,logR,frot,rotflag
BD +33 1025,Shen2024_Galactic,A,4.5843312243675305,3.72,375.775,1,0.39,1.44,10.0,0.4379558478932776,1.4716329166467352,0.9493315224274252,0.0222116258024115,0
HD 102415,Shen2024_Galactic,A,4.519827993775719,3.55,85.64,1,8.35,2.75,,0.5700289802516089,1.3360101825111264,0.9233823962292432,,0
HD 201345,Shen2024_Galactic,A,4.528916700277655,3.72,160.73,1,2.69,1.71,89.0,0.7122880138101882,1.4003694572507153,1.0250585889070485,0.166051685598662,0
HD 209339,Shen2024_Galactic,A,4.506505032404872,3.61,142.96,1,1.945,1.665,78.0,0.7040166840471801,1.3337219138653384,0.9843756501210388,0.1598198884970538,0
CYG OB2-9,Shen2024_Galactic,A,4.603144372620182,3.88,1115.51,1,1.7950000000000002,2.26,82.0,0.5430390091246144,1.565114395696512,1.0385275577400257,0.1483194701699015,0
CPD -26 2716,Shen2024_Galactic,A,4.556302500767287,4.11,2041.75,1,1.55,2.31,138.0,0.817392415820897,1.649834907433218,1.2914452994884158,0.1394266066475255,0
HD 193514,Shen2024_Galactic,A,4.555094448578319,4.03,2532.99,1,0.81,1.6,84.0,0.8036688967546797,1.5919352260472233,1.2254064382739331,0.0988063186511667,0
HD 69464,Shen2024_Galactic,A,4.553883026643875,4.23,1969.035,1,1.29,1.85,105.0,0.862070977026939,1.7029187747052732,1.3835221256447836,0.0858181294627979,0
HD 94963,Shen2024_Galactic,A,4.559906625036112,4.09,706.76,1,3.05,2.4749999999999996,92.0,0.8038748537621511,1.6411227239822257,1.2690321334779608,0.097874051117681,0
HD 192639,Shen2024_Galactic,A,4.540329474790874,4.12,4382.42,1,0.75,1.76,95.0,0.8442778275094078,1.645201883280846,1.325768005437607,0.0886885328645773,0
HD 191423,Shen2024_Galactic,A,4.509202522331103,3.72,381.45,1,5.93,2.58,,0.7708537697783022,1.3766342291776548,1.0499307815344752,,0
HD 71304,Shen2024_Galactic,A,4.505149978319906,4.11,1280.7,1,1.61,2.16,100.0,0.8934692542315226,1.6113272613123486,1.374405995815137,0.0834652839023715,0
HD 202124,Shen2024_Galactic,A,4.492760389026838,4.14,8513.49,1,0.3,1.455,114.0,0.9171024326500696,1.6183580975805691,1.4183633877003805,0.0859910663219489,0
HD 28446,Shen2024_Galactic,A,4.474216264076255,3.64,231.365,1,3.05,2.12,,0.8245355807054288,1.3313655120925405,1.0665934279422409,,0
HD 75222,Shen2024_Galactic,A,4.480006942957151,4.09,4666.81,1,0.76,2.0,65.0,0.9878161105527644,1.5239278159611351,1.373803106987297,0.0543278002188991,0
HD 195592,Shen2024_Galactic,A,4.447158031342219,4.27,11079.05,1,0.13,1.23,100.0,0.9881712049485548,1.643100071500375,1.5853478090489952,0.0513527921160926,1
HD 191781,Shen2024_Galactic,A,4.457881896733992,3.83,10366.15,1,0.27,1.48,48.0,0.969219959982425,1.366810454463674,1.2066631783493882,0.0589508307673119,0
HDE 338 931,Shen2024_Galactic,A,4.580924975675619,3.95,783.415,1,2.61,2.08,9.0,0.6941281827757214,1.5614992280791282,1.1143948974869788,0.0136697157133168,0
HD 190864,Shen2024_Galactic,A,4.574031267727719,4.05,247.29,1,4.58,2.38,90.0,0.7629864498360565,1.624852152149062,1.2112432159183144,0.109373261841844,0
HD 42088,Shen2024_Galactic,A,4.6020599913279625,3.81,303.85,1,0.265,1.135,76.0,0.4560035041268243,1.539534992287241,0.9927800422684524,0.1527374096019646,1
BD +60 134,Shen2024_Galactic,A,4.60959440922522,3.88,187.87,1,4.26,2.06,,0.5091907972927856,1.574976088939296,1.0303350479471092,,0
HDE 303311,Shen2024_Galactic,A,4.603144372620182,3.89,776.64,1,0.17,1.21,61.0,0.5542434387149047,1.5681856928862354,1.0447289353463465,0.1087709121243232,1
HD 193443,Shen2024_Galactic,A,4.518513939877887,3.95,324.91999999999996,1,3.3200000000000003,2.22,140.0,0.8503680024598091,1.507391308020295,1.215003204053793,0.1686695562632644,0
HD 44811,Shen2024_Galactic,A,4.57287160220048,3.78,55.31,1,1.045,0.815,43.0,0.5825674795944296,1.4788612374827377,1.004832666313113,0.0840519241691022,0
ALS 12370,Shen2024_Galactic,A,4.5910646070264995,3.63,228.08999999999995,1,5.26,2.38,,0.1910378198711186,1.473087614701339,0.8898188800096297,,0
BD +60 2635,Shen2024_Galactic,A,4.599883072073688,4.02,148.51999999999998,1,4.4350000000000005,2.045,73.0,0.6817068828145054,1.6379489938407563,1.1550138420012122,0.1009766338249022,0
HD 193682,Shen2024_Galactic,A,4.6127838567197355,4.09,348.745,1,5.245,2.5549999999999997,90.0,0.6885523163732309,1.6908987596894665,1.1901964214054632,0.114804248164769,0
HD 36879,Shen2024_Galactic,A,4.567026366159061,3.89,1022.35,1,1.44,1.79,,0.7036249705310474,1.519012634805991,1.0936903111895038,,0
HD 117490,Shen2024_Galactic,A,4.4996870826184034,3.65,84.56,1,6.5,2.66,,0.748481142521675,1.3328749207508912,1.010596715006004,,0
HD 189957,Shen2024_Galactic,A,4.506505032404872,3.84,365.19,1,2.94,2.11,54.0,0.84208600846007,1.4355350946731409,1.1479915530478988,0.075912636935844,0
HD 93521,Shen2024_Galactic,A,4.501059262217751,3.61,383.56,1,6.12,2.48,,0.7197569966562841,1.3334263746285688,0.9931937738268584,,0
HD 24912,Shen2024_Galactic,A,4.555094448578319,3.94,434.76,1,3.13,2.47,,0.7635139882276918,1.5316750463948066,1.1481830183773447,,0
HD 218195,Shen2024_Galactic,A,4.532754378992498,3.99,259.46,1,3.82,2.12,78.0,0.8318710615393433,1.5415428177513688,1.2228821001684005,0.0922835671062235,0
AzV 16,Bowman2024_SMC,B,4.434568904034199,4.250158519295837,0.00243,0,0.33,,,0.9864001182307484,1.6426121994063163,1.6037221373695965,,0
AzV 18,Bowman2024_SMC,A,4.3747483460101035,4.199934476695152,0.00106,0,0.35,,,0.9997755991219004,1.5987375316626973,1.6751368531199202,,0
AzV 83,Bowman2024_SMC,A,4.576341350205793,3.626306493477907,0.000769,0,0.88,,,0.3240466049636633,1.440946746686632,0.9026539667848238,,0
Cl* NGC 346 MPG 12,Bowman2024_SMC,B,4.491361693834273,3.686265888265677,0.000426,0,0.96,,,0.8078568263049483,1.3616576956600497,1.069959767054718,,0
AzV 202,Bowman2024_SMC,B,4.419955748489758,3.65811300632105,1.68e-05,0,2.04,,,0.9760163522212512,1.2562934345634067,1.140662171837012,,0
Cl* NGC 346 ELS 46,Bowman2024_SMC,A,4.603144372620182,3.493518583135466,0.00287,0,2.1,,,0.0010856203568904,1.4440881894501607,0.824523713679552,,0
Cl* NGC 346 ELS 25,Bowman2024_SMC,A,4.549003262025788,3.466954140757888,0.00302,0,0.73,,,0.2595622966519504,1.3400262925070692,0.8334445136003584,,0
AzV 267,Bowman2024_SMC,A,4.549003262025788,3.896954140757888,0.00053,0,1.47,,,0.7629225035605325,1.505547522166045,1.1256338618290138,,0
AzV 264,Bowman2024_SMC,A,4.328379603438738,4.39445950640969,0.00117,0,0.4,,,1.091665523376397,0.6787435743606097,1.408559674169954,,0
AzV 251,Bowman2024_SMC,B,4.519827993775719,3.64310038521305,9.92e-05,0,2.69,,,0.6955410708992774,1.3689874209922932,0.9992147796012336,,0
Cl* NGC 346 MPG 682,Bowman2024_SMC,B,4.541579243946581,3.6323055098757,0.00471,0,0.73,,,0.5625941410831858,1.380085601670604,0.9434972595787592,,0
AzV 372,Bowman2024_SMC,A,4.451786435524291,4.3180868347519,0.000546,0,0.48,,,1.0200167565395757,1.431150160303412,1.4980194684699597,,0
AzV 429,Bowman2024_SMC,B,4.583198773968623,3.7496400070313327,0.000139,0,1.03,,,0.4896595245172493,1.4881960163895582,0.9750539491688232,,0
AzV 468,Bowman2024_SMC,A,4.549003262025788,3.2269541407578877,4.66e-05,0,7.78,,,0.002094564841621,1.2765631181364632,0.7334801453663845,,0
AzV 479,Bowman2024_SMC,A,4.503790683057181,4.096103824883461,2.36e-05,0,1.05,,,0.8988872715305606,1.5990220329228648,1.3643737494402592,,0
AzV 472,Bowman2024_SMC,A,4.278753600952829,4.105955496466053,0.000254,0,0.49,,,1.0003069462464609,1.4996106271111256,1.7698357363090995,,0
AzV 488,Bowman2024_SMC,A,4.401400540781544,4.3065432557809125,0.000175,0,0.56,,,1.0275312007367818,1.3673636345537985,1.5589662417226977,,0
[M2002] SMC 81469,Bowman2024_SMC,A,4.498310553789601,3.504183307813141,4.21e-05,0,1.99,,,0.6378200845734956,1.291788792423982,0.9263909987307752,,0
2dFS 3780,Bowman2024_SMC,A,4.505149978319906,3.4115410059343625,1.58e-05,0,1.39,,,0.4707152972263574,1.2757480030433064,0.8533727511476578,,0
2dFS 163,Bowman2024_SMC,B,4.513217600067939,3.612505965517676,0.0004,0,1.48,,,0.6873784535045475,1.334024135106976,0.975789972405704,,0
2dFS 3954,Bowman2024_SMC,A,4.600972895686748,3.674832675401731,4.29e-05,0,2.95,,,0.2088727237986321,1.5000189881706465,0.9081889375409432,,0
AzV 461,Bowman2024_SMC,B,4.569373909615046,3.678807016710524,0.00576,0,0.36,,,0.4687251063695456,1.4372832121912742,0.9408505410450508,,0
AzV 456,Bowman2024_SMC,A,4.47567118832443,3.9836258459524574,2.95e-05,0,0.83,,,0.9831170598512868,1.460359646138218,1.2939874549233703,,0
[L72] LH 9-89,Bowman2024_LMC,B,4.426511261364575,3.8097803922140945,0.00989,0,0.8,,,0.9902726984990812,1.345061653582652,1.2480995080271011,,0
[ELS2006] N11 051,Bowman2024_LMC,B,4.617000341120899,3.923864418566839,3.67e-05,0,2.5,,,0.5269936678527315,1.61644802023986,1.0586585061828495,,0
Sk -66 18,Bowman2024_LMC,A,4.60422605308447,4.007845304992617,1.55e-05,0,2.87,,,0.6595694131074595,1.6375360739940206,1.1399263292179165,,0
[ELS2006] N11 046,Bowman2024_LMC,B,4.525044807036846,3.8718657482995824,0.000443,0,1.17,,,0.8174933357491245,1.4674981172259975,1.1429877855455706,,0
Sk -68 41,Bowman2024_LMC,A,4.389166084364533,4.047605430112868,0.000571,0,0.42,,,1.0000424886543395,1.4677258743047947,1.506522138367176,,0
Sk -68 52,Bowman2024_LMC,A,4.389166084364533,4.247605430112867,0.00118,0,0.32,,,0.9963183368849488,1.6359114306690854,1.6842905205125882,,0
Sk -65 22,Bowman2024_LMC,A,4.525044807036846,4.291120320802119,0.000263,0,0.67,,,0.958848429371696,1.4637188851523155,1.355191355428494,,0
W61 28-5,Bowman2024_LMC,A,4.643452676486188,4.164751798599489,0.000161,0,0.93,,,0.6587810380493504,1.7792182956330491,1.2111410382881715,,0
VFTS 72,Bowman2024_LMC,A,4.763427993562937,4.084653066906484,4.76e-05,0,1.04,,,0.0013845558476551,2.145394688993516,1.2069489771005708,,0
Sk -66 17,Bowman2024_LMC,A,4.469822015978163,4.0702291565673905,9.97e-05,0,1.06,,,0.985077604071114,1.5158693467853066,1.3795197062929128,,0
BI 237,Bowman2024_LMC,A,4.723455672035186,4.404763780795482,9.09e-06,0,1.04,,,1.1407099449130162,0.0069425087602269,0.2811053686813323,,0
VFTS 244,Bowman2024_LMC,A,4.603144372620182,4.303518583135466,0.000494,0,1.87,,,0.9951937559511792,0.9000829734302407,0.9183863090314306,,0
VFTS 355,Bowman2024_LMC,A,4.627365856592733,4.210404519025669,3.99e-05,0,1.08,,,0.7062671638876807,1.7926609221069134,1.2696324172151725,,0
Sk -68 135,Bowman2024_LMC,A,4.439332693830263,4.448271867975788,0.00299,0,0.24,,,1.0620593894664143,0.9294504218517542,1.3321938050588795,,0
Sk -71 35,Bowman2024_LMC,A,4.361727836017593,4.037852436725109,0.00585,0,0.35,,,1.0001443093441795,1.4569252746528103,1.5498723370190834,,0
Sk -66 100,Bowman2024_LMC,A,4.5910646070264995,4.055199520760735,1.6e-05,0,2.75,,,0.7195466155800124,1.6502750566219393,1.192784202227669,,0
BI 173,Bowman2024_LMC,A,4.523746466811565,4.175926959900996,1.34e-05,0,2.42,,,0.8767519968482737,1.6655667107731722,1.3989386025412156,,0
RMC 109,Bowman2024_LMC,B,4.159867847092567,3.906332122928149,0.000841,0,0.27,,,1.0019009997260848,1.3534247312931038,1.8335009823475248,,0
Sk -71 41,Bowman2024_LMC,A,4.477121254719663,3.899426111533387,0.000143,0,0.77,,,0.9837091101392608,1.4016876043440172,1.221475716996128,,0
Sk -68 140,Bowman2024_LMC,A,4.371067862271736,4.0752125417416805,0.000872,0,0.48,,,1.0000890285086923,1.4776307336664076,1.5557282242447517,,0
Sk -67 166,Bowman2024_LMC,A,4.6020599913279625,4.199181057966587,4.33e-05,0,1.39,,,0.7770190644775959,1.7400958327741212,1.29199381518164,,0
Sk -68 53,Ma2024_LMC_BSG,B,4.138933940256924,4.124322967542099,864.67,1,0.235,2.6,47.5,1.000627280137234,1.507600585758756,2.0645559525822703,0.0080918817534409,0
Sk -66 125,Ma2024_LMC_BSG,B,4.171141151028382,3.6396999347061705,727.4,1,0.256,2.8,36.5,1.001908693312315,1.201600656924055,1.6023144576407795,0.0180256227459943,0
Sk -67 283,Ma2024_LMC_BSG,B,4.17260293120986,3.778703372487027,1108.24,1,0.184,2.3,46.5,1.001910304550627,1.273035639110617,1.7030186272561247,0.0182115200538843,0
Sk -67 275,Ma2024_LMC_BSG,B,4.174931593528442,3.668329339890271,889.66,1,0.195,2.2,63.5,1.0018988505052455,1.2176061182460474,1.6193813374414072,0.0301511761959483,0
HD 269639,Ma2024_LMC_BSG,B,4.041392685158225,3.649346945389365,672.25,1,0.224,3.8,26.5,1.0024985814646654,1.197217956618439,1.8631199919439536,0.0071785669107545,0
Sk -70 31,Ma2024_LMC_BSG,B,4.0813473078041325,4.251052883921815,472.39,1,0.321,3.2,33.0,1.0135133897126278,1.5750827108991303,2.2744974638136037,0.0034667964791601,0
Sk -68 152,Ma2024_LMC_BSG,B,4.041392685158225,3.2816104151291308,358.37,1,0.298,5.1,34.0,1.0018810582869444,1.051160968933118,1.6077564251881504,0.0165819027065895,0
HD 269721,Ma2024_LMC_BSG,B,4.044539760392411,3.6397912867047055,896.16,1,0.2,3.9,40.0,1.0024558073258032,1.193988196134426,1.851122924606885,0.0111390701113671,0
HD 269510,Ma2024_LMC_BSG,B,4.041392685158225,3.708068939564591,331.78,1,0.117,2.5,39.0,1.002575106071787,1.2222820628388658,1.9069484842297768,0.0095505414449118,0
Sk -70 26,Ma2024_LMC_BSG,B,4.0655797147284485,4.0707936298790255,375.17,1,0.325,3.1,39.5,1.001882437006752,1.4615344620044648,2.162438530076092,0.0053711890226076,0
Sk -67 171,Ma2024_LMC_BSG,A,4.082066934285113,3.760941092654736,662.57,1,0.345,4.4,,1.002392642348037,1.2535735250834887,1.8661533992809585,,0
Sk -67 133,Ma2024_LMC_BSG,A,4.285557309007774,3.9309410926547375,1004.97,1,0.271,2.7,53.5,1.001365598069456,1.3793545621329073,1.605555682587546,0.0262246662726037,0
Sk -67 72,Ma2024_LMC_BSG,B,4.096214585346405,3.733393397226574,721.37,1,0.301,3.4,46.5,1.002176765926268,1.2424793489347432,1.8198220470678468,0.0139169086508996,0
29990592,Bowman2019b_LMC,A,4.315235409617727,4.210941092654736,7296.337,1,0.25057,2.07085,,0.999943955814908,1.6018147405004126,1.7992763150455715,,0
30038422,Bowman2019b_LMC,A,4.47567118832443,3.9836258459524574,516.93,1,1.19703,2.83233,,0.9831170598512868,1.460359646138218,1.2939874549233703,,0
30111936,Bowman2019b_LMC,A,4.416057729263038,4.110941092654737,1846.887,1,0.71534,1.94391,,0.9970557084844364,1.5310556169510063,1.5131059267157017,,0
30268695,Bowman2019b_LMC,A,4.3747483460101035,4.199934476695152,7326.272,1,0.27612,2.05088,,0.9997755991219004,1.5987375316626973,1.6751368531199202,,0
30275662,Bowman2019b_LMC,A,4.249565211825347,4.1509410926547385,9563.164,1,0.24518,2.09054,,1.000250523192421,1.5271085992996027,1.8601181795142716,,0
30275795,Bowman2019b_LMC,A,4.36332987888716,4.070941092654736,1749.56,1,0.77955,2.23715,,1.0001338339505874,1.475952845952613,1.5694059835900744,,0
30312676,Bowman2019b_LMC,A,4.280464546626918,4.230941092654738,5587.243,1,0.21815,2.62007,,1.0000147950869271,1.612382284516623,1.88328054242449,,0
31105740,Bowman2019b_LMC,A,4.401400540781544,3.876543255780912,4956.689,1,0.45954,2.34914,,1.0007443659935182,1.354600754682449,1.336161830314316,,0
31181554,Bowman2019b_LMC,A,4.401400540781544,4.116543255780912,5016.775,1,0.4279,3.14147,,0.9996755786382644,1.5229617144539225,1.5418704098695024,,0
277298891,Bowman2019b_LMC,A,4.39137623916965,4.1509410926547385,6829.322,1,0.35756,1.9449,,0.997908876951166,1.5597999008002714,1.59411556322822,,0
373919576,Bowman2019b_LMC,A,4.523746466811565,4.175926959900996,523.524,1,1.72016,2.53623,,0.8767519968482737,1.6655667107731722,1.3989386025412156,,0
404768604,Bowman2019b_LMC,A,4.301029995663981,4.095061075310662,811.977,1,0.62054,4.67932,,1.0003616969211997,1.480072320569608,1.7006486806757044,,0
425083410,Bowman2019b_LMC,A,4.576341350205793,4.386306493477908,1010.087,1,1.75798,3.11601,,1.0485162783814976,1.1358780462181135,1.1333502516601917,,0
V1092 Cen,DornWallenstein2020_RSG,B,3.534,3.7831776626028506,,0,0.4594542237063953,1.755,,1.1207433048175393,0.9089118692861632,2.8013998483848956,,0
HS Cas,DornWallenstein2020_RSG,B,3.535,4.117973642064431,,0,1.3476286459940334,1.784,,1.1356817909815575,0.4267608960156066,2.7309095377639614,,0
HD 143183,DornWallenstein2020_RSG,B,3.537,4.1615058361034745,,0,0.7440623800462616,1.601,,1.1350371628586042,0.4142425300351716,2.735494027689312,,0
BD+35 4077,DornWallenstein2020_RSG,B,3.556,4.093825677345016,,0,0.2352970773091297,1.544,,1.1105442763595414,1.0316956884651276,2.976488447786217,,0
AD Per,DornWallenstein2020_RSG,B,3.543,4.225166271943014,,0,2.6659119445878616,2.268,,1.1352268195324675,0.4429518979520413,2.771596982585197,,0
KY Cyg,DornWallenstein2020_RSG,B,3.544,4.367001096766462,,0,0.249185757150298,1.359,,1.136320098196549,0.2585765554861909,2.747891470732669,,0
TYC 8626-2180-1,DornWallenstein2020_RSG,B,3.547,3.854572396586063,,0,0.4377198654892612,1.456,,1.123778977592534,0.7867080514395234,2.7554170074007325,,0
V589 Cas,DornWallenstein2020_RSG,B,3.547,4.032300138084999,,0,1.7393982851573262,2.142,,1.12702152714589,0.8175421303813758,2.8523797369054553,,0
RS Per,DornWallenstein2020_RSG,B,3.55,4.166258184024043,,0,1.8527932839568724,1.654,,1.1339195023706403,0.6338213834889657,2.82298749290854,,0
V602 Car,DornWallenstein2020_RSG,B,3.55,3.9054339587450166,,0,1.1303618117322112,2.165,,1.128042156444381,0.8005372339745778,2.7861718121359416,,0
W Per,DornWallenstein2020_RSG,B,3.55,4.039770876610508,,0,5.117522285913034,2.45,,1.1383850121171508,0.6715659467614117,2.7749266045813807,,0
V396 Cen,DornWallenstein2020_RSG,B,3.55,4.1847419589967885,,0,1.078285522302814,1.597,,1.1338437185121182,0.613484585378182,2.8250694566033387,,0
BI Cyg,DornWallenstein2020_RSG,B,3.553,4.286932348811588,,0,0.241729864963389,1.478,,1.1415302800023068,0.2585969166355156,2.6956491580306867,,0
BC Cyg,DornWallenstein2020_RSG,B,3.553,4.220396572717906,,0,0.3647832754799343,1.284,,1.1335671471969542,0.5819715713283431,2.8275916233114367,,0
SU Per,DornWallenstein2020_RSG,B,3.553,3.831041088608031,,0,2.986021446377023,2.099,,1.0810512265851226,1.0443542562447583,2.865788801989446,,0
PZ Cas,DornWallenstein2020_RSG,B,3.556,4.259540256399662,,0,1.1384473754785074,1.596,,1.1343328519214662,0.3785843789929323,2.7475431204778955,,0
ST Cep,DornWallenstein2020_RSG,B,3.556,3.3582284255029364,,0,0.3309522626157108,1.557,,1.11772409270092,0.925660728941724,2.5534005577104275,,0
RW Cyg,DornWallenstein2020_RSG,B,3.556,4.03984565676201,,0,0.3661259330386366,1.406,,1.1421719306706348,0.6344152405846751,2.7483209929336394,,0
TZ Cas,DornWallenstein2020_RSG,B,3.556,3.85164015308412,,0,1.8879589927864215,1.886,,1.088895157347121,1.0026289184548487,2.8531572021608698,,0
BU Per,DornWallenstein2020_RSG,B,3.556,4.086918960681723,,0,3.176745371095716,2.371,,1.1134915394229508,0.9881582748492456,2.953006166227801,,0
V349 Car,DornWallenstein2020_RSG,B,3.559,4.5733767556332285,,0,0.413496864359302,1.562,,1.1389752565560811,0.2147806405805195,2.798238566220113,,0
V774 Cas,DornWallenstein2020_RSG,B,3.559,3.5784922957943635,,0,0.8725599950213561,1.721,,1.0166863068749945,1.1672203488883883,2.7813795439301767,,0
HD 95687,DornWallenstein2020_RSG,B,3.559,3.811724195303539,,0,0.1348199433222323,1.375,,1.044365136932602,1.2168366840478433,2.923622377330521,,0
V441 Per,DornWallenstein2020_RSG,B,3.559,4.575831385214336,,0,3.998867916881792,2.412,,1.139007357589806,0.2159852813584974,2.8004163791924643,,0
HD 303250,DornWallenstein2020_RSG,B,3.559,3.7995937094272505,,0,0.4548583683678061,1.798,,1.035878379245653,1.2461537811310008,2.9274579341563514,,0
RT Car,DornWallenstein2020_RSG,B,3.559,4.203098056887789,,0,0.3374786749192013,1.529,,1.1311103268375946,0.6468028149319671,2.841082013220315,,0
V772 Cen,DornWallenstein2020_RSG,B,3.56,3.5900615929393203,,0,0.5851284672496152,2.655,,1.014611276760485,1.1766787273231356,2.789962056376357,,0
HD 101007,DornWallenstein2020_RSG,B,3.562,3.4430417043650894,,0,0.2254319307250642,1.592,,1.0593217628722789,1.0692111927419052,2.657411185577235,,0
V648 Cas,DornWallenstein2020_RSG,B,3.562,3.766908938357326,,0,2.7824290750331353,1.956,,1.0337827837555589,1.24266848189124,2.908934595428049,,0
IX Car,DornWallenstein2020_RSG,B,3.562,3.949302781172759,,0,0.2003208849488928,1.549,,1.1324979208408676,0.7814362021045421,2.79331196979951,,0
W Cep,DornWallenstein2020_RSG,B,3.566,4.401217452179203,,0,0.4341378698633261,1.719,,1.1378438487647042,0.1262587726632492,2.650642439674945,,0
V910 Cen,DornWallenstein2020_RSG,B,3.568,4.367264226215484,,0,0.6781207630673002,1.896,,1.1451961132143111,0.0601785649378292,2.6050817971753073,,0
V528 Car,DornWallenstein2020_RSG,B,3.568,3.767684120120988,,0,0.3603236203121923,1.627,,1.0308917178315764,1.254531737574858,2.9014518491322554,,0
YZ Per,DornWallenstein2020_RSG,B,3.568,4.504642476361578,,0,3.4826026934769225,2.342,,1.1328443258701797,0.2851215617272455,2.785053780759411,,0
V362 Aur,DornWallenstein2020_RSG,B,3.568,4.5823449950714075,,0,0.3682437369085964,1.534,,1.1374720986574425,0.1585529765632931,2.762079715953362,,0
PR Per,DornWallenstein2020_RSG,B,3.57,3.7164813392162626,,0,1.7432085771291932,1.907,,1.018224356982072,1.238856251428705,2.861774768254092,,0
FZ Per,DornWallenstein2020_RSG,B,3.571,3.678843351215028,,0,3.633674499814962,2.383,,1.0104810370556665,1.229153420463114,2.830038611638072,,0
V809 Cas,DornWallenstein2020_RSG,B,3.574,3.704245832102098,,0,1.5947389087364263,1.638,,1.013582955762693,1.2372924906040783,2.8430373770745963,,0
V439 Per,DornWallenstein2020_RSG,B,3.58,3.878478649182477,,0,1.9969252583675705,2.038,,1.0421943693853246,1.2922307947126597,2.9484801797606255,,0
V605 Cas,DornWallenstein2020_RSG,B,3.585,3.776795642347256,,0,1.0415899417008858,1.811,,1.030082956315994,1.2568862328301595,2.872013189323389,,0
41 Gem,DornWallenstein2020_RSG,B,3.597,3.89877093863894,,0,0.4657739042783007,2.104,,1.0434298102096438,1.3001825558552251,2.9311406331664425,,0
RW Cep,DornWallenstein2020_RSG,B,3.597,4.346206523387185,,0,0.5862060519038502,1.842,,1.1642755768096569,-0.0251078283821219,2.4958172285944893,,0
HD 155603,DornWallenstein2020_RSG,B,3.601,3.746338306043661,,0,2.326826653390283,1.999,,1.0191910098824537,1.2438322372858155,2.8163835495130227,,0
NR Vul,DornWallenstein2020_RSG,B,3.602,4.285556898629517,,0,0.3454633016971898,1.384,,1.143316567765496,0.1822895064335787,2.5561100410402315,,0
QY Pup,DornWallenstein2020_RSG,B,3.608,4.534145744043654,,0,0.0924889255531702,1.326,,1.133564929443832,0.1248245630355866,2.642819074063873,,0
HD 17958,DornWallenstein2020_RSG,B,3.623,4.485215102807361,,0,0.3821247133058712,1.527,,1.1292449053932994,0.1092685679755857,2.5768961836592754,,0
HD 33299,DornWallenstein2020_RSG,B,3.633,3.1162442647357027,,0,0.5418962992573896,1.687,,1.0499505983864206,1.0222524287107884,2.3269945451235965,,0
AZ Cas,DornWallenstein2020_RSG,B,3.656,4.40520309458854,,0,1.948040919117446,3.035,,1.1467111266501784,0.0034526580144857,2.4188660486646976,,0
SK -67 57,DornWallenstein2020_YSG,B,3.656,4.552556938131689,,0,0.6769670059204396,2.415,,1.1316202659144732,0.0766660872899445,2.524025163864583,,0
HV 883,DornWallenstein2020_YSG,B,3.68,3.7305163338478793,,0,0.2712251927264746,1.4,,1.0094011439351538,1.2290436126936437,2.641173329920651,,0
HD 269953,DornWallenstein2020_YSG,B,3.692,4.275312835217662,,0,0.3706449536373902,1.527,,1.0991841331635066,1.2963999242069169,2.927171098622658,,0
HD 269110,DornWallenstein2020_YSG,B,3.75,4.023035477688536,,0,0.4984495555649714,1.945,,1.0208707353769064,1.393567160655781,2.737838824877185,,0
HD 268687,DornWallenstein2020_YSG,B,3.784,3.969722799998151,,0,0.4912189601601708,1.974,,1.028614997373548,1.3472735451492643,2.6158226962346114,,0
HD 269840,DornWallenstein2020_YSG,B,3.791,4.067571498975102,,0,1.2671571902220968,2.303,,1.018054019313614,1.4135595779838386,2.676318518890519,,0
HD 269902,DornWallenstein2020_YSG,B,3.793,4.075459223858629,,0,0.506057052756424,1.739,,1.0163373817645716,1.4196027684850183,2.6789868459170236,,0
HD 269331,DornWallenstein2020_YSG,B,3.81,4.047445402155871,,0,0.3089787285806549,1.734,,1.0154415489761932,1.4148036736634977,2.6372745944307296,,0
RMC 137,DornWallenstein2020_YSG,B,3.847,4.175565860987891,,0,0.4385641859793203,1.897,,1.0198840554894708,1.4747435423977844,2.650598140082105,,0
CPD-69 430,DornWallenstein2020_YSG,B,3.857,3.960540785394222,,0,0.2425772642766275,1.736,,1.0198239593405296,1.3557742766498653,2.4687197709500666,,0
W61 27-27,DornWallenstein2020_YSG,B,3.861,4.447239444490235,,0,0.2484466798187564,1.688,,1.1423593359402415,-0.0014774936943927,2.021649800688385,,0
HD 269392,DornWallenstein2020_YSG,B,3.865,3.730085719224057,,0,0.184313773123214,1.579,,1.006451469248026,1.2262003629724247,2.271349116194971,,0
HD 269128,DornWallenstein2020_YSG,B,3.872,3.9480397882978417,,0,0.5089700770447565,1.294,,1.020216615929768,1.3489335753135554,2.429463871564557,,0
HD 269700,DornWallenstein2020_YSG,B,3.882,3.897343578611777,,0,0.0619472766199187,1.283,,1.0246300530515846,1.31178975688552,2.3651813668368225,,0
HD 270151,DornWallenstein2020_YSG,B,3.897,3.63197527981171,,0,0.1424332764380663,1.445,,1.00373086443805,1.1946596600305883,2.146224142858874,,0
CPD-69 491,DornWallenstein2020_YSG,B,3.914,3.6525693182306704,,0,0.2179607547136337,1.578,,1.00334823243713,1.1935328433580032,2.1182367612990007,,0
HD 270754,DornWallenstein2020_YSG,B,3.915,3.798981372547276,,0,0.1545944080542936,1.381,,1.01510538929661,1.2589098084252155,2.222777080819334,,0
