model_number,Minit,M,Xc,logTeff,logL,logLspec,tau_Fe,beta_Fe,kap_Fe,T_Fe,r_Fe_R,Gamma_Fe,Y_Fe,tau_ratio,v_c,mach_max,tau_crit,t_th_zone,t_th_above,t_th_peak,t_th_top,nu_turn,FeCZ_ncells,tau_top,tau_bot,nu_th_zone,nu_th_above,nu_th_peak,nu_th_top
749,5,4.99995,0.738935,4.27776,2.77468,2.07389,9676.31,0.935163,7.58487,176744,0.978319,0.0691342,0.209662,0,,,,,,,,,,,,,,,
771,5,4.99962,0.6886,4.26729,2.80247,2.10171,10694.5,0.932798,7.38503,177063,0.976404,0.0717651,0.189589,0,,,,,,,,,,,,,,,
783,5,4.99929,0.638679,4.26303,2.8323,2.13157,11057.7,0.930212,7.17699,176868,0.975073,0.0747078,0.183705,0,,,,,,,,,,,,,,,
794,5,4.99895,0.588015,4.25901,2.86189,2.16119,11682.2,0.927427,6.97713,177744,0.973542,0.0777534,0.173669,0,,,,,,,,,,,,,,,
805,5,4.99859,0.534804,4.25432,2.89188,2.19122,12081.2,0.924623,6.78074,177409,0.972011,0.0809737,0.168266,0,,,,,,,,,,,,,,,
815,5,4.99824,0.484987,4.24924,2.91892,2.21828,12752,0.921909,6.60899,177846,0.970314,0.0839978,0.159376,0,,,,,,,,,,,,,,,
825,5,4.99789,0.434192,4.24328,2.94533,2.24472,13499.3,0.919169,6.44571,178174,0.968446,0.087065,0.150187,0,,,,,,,,,,,,,,,
834,5,4.99757,0.387901,4.23706,2.96829,2.26771,14430.1,0.916676,6.30734,178676,0.966498,0.0898266,0.140607,0,,,,,,,,,,,,,,,
844,5,4.99722,0.336243,4.22917,2.99263,2.29208,15325.2,0.914047,6.16414,178461,0.964285,0.0928544,0.132064,0,,,,,,,,,,,,,,,
854,5,4.99687,0.284769,4.22025,3.01551,2.315,16659.5,0.911462,6.03281,178517,0.961675,0.0957999,0.122134,0,,,,,,,,,,,,,,,
863,5,4.99658,0.238924,4.21137,3.03465,2.33416,18088.9,0.909203,5.92525,178781,0.959082,0.0983365,0.1124,0,,,,,,,,,,,,,,,
873,5,4.99627,0.188806,4.20065,3.05429,2.35382,19952.8,0.906843,5.81704,178922,0.955924,0.101012,0.102148,0,,,,,,,,,,,,,,,
884,5,4.99595,0.134259,4.18804,3.07424,2.3738,22383.8,0.904336,5.70916,179308,0.952091,0.103807,0.0907938,0,,,,,,,,,,,,,,,
894,5,4.99567,0.0838259,4.17643,3.09191,2.3915,24926.3,0.902091,5.61554,179463,0.948301,0.106351,0.0819158,0,,,,,,,,,,,,,,,
902,5,4.99544,0.0375628,4.16966,3.10983,2.40944,26333.6,0.899802,5.52226,179376,0.945559,0.108994,0.0775838,0,,,,,,,,,,,,,,,
939,5,4.99525,0.000984356,4.2076,3.16515,2.46477,18873.8,0.892248,5.24487,179795,0.951012,0.117585,0.107637,0,,,,,,,,,,,,,,,
1276,5,4.99523,1.03493e-21,4.15755,3.19891,2.49853,29477.8,0.887316,5.08306,180205,0.935749,0.12317,0.0694004,0,,,,,,,,,,,,,,,
1307,5,4.99521,0,4.10709,3.21451,2.51414,45523.3,0.884985,5.01007,180258,0.918014,0.125844,0.0452471,0,,,,,,,,,,,,,,,
1334,5,4.9952,1.8653e-42,4.05535,3.20912,2.50874,70159.9,0.885862,5.03515,179936,0.898174,0.124912,0.029585,0,,,,,,,,,,,,,,,
1358,5,4.99518,0,4.00489,3.19348,2.49311,107516,0.888134,5.10861,180081,0.876273,0.122255,0.0194596,0,,,,,,,,,,,,,,,
1381,5,4.99515,0,3.95303,3.17007,2.46971,164143,0.891569,5.22078,179708,0.851949,0.118384,0.0128876,0,,,,,,,,,,,,,,,
1403,5,4.99512,0,3.90173,3.14148,2.44111,251880,0.895488,5.36138,179908,0.826445,0.113826,0.00849592,0,,,,,,,,,,,,,,,
1426,5,4.9951,0,3.85076,3.10935,2.40898,382244,0.899808,5.52432,179637,0.800205,0.108921,0.00570595,0,,,,,,,,,,,,,,,
1453,5,4.99509,0,3.8001,3.07514,2.37477,567144,0.904259,5.7034,178969,0.772728,0.103934,0.00390217,0,,,,,,,,,,,,,,,
1483,5,4.99508,0,3.74866,3.03812,2.33776,857681,0.908774,5.90394,178635,0.744216,0.0988007,0.00264143,0,,,,,,,,,,,,,,,
1521,5,4.99506,0,3.69836,2.98562,2.28526,900104,0.945091,6.92606,100139,0.873885,0.102698,0.0163053,69.8907,1.27817,0.0264401,12878.7,2.95725e+07,6.92829e+07,3.97104e+07,3.97104e+07,0.00778518,33,900104,1.05095e+06,0.000464993,0.000198476,0.000346282,0.000346282
1607,5,4.99503,6.43673e-38,3.64825,2.9962,2.29584,3.83906e+08,0.996995,122.19,100172,0.823998,1.85667,0.0115661,399237,0.936875,0.0196327,961.6,8.1281e+10,8.25487e+10,1.2677e+09,1.2677e+09,0.00411079,394,3.83906e+08,1.13334e+09,1.69178e-07,1.6658e-07,1.08472e-05,1.08472e-05
2160,5,4.96326,0,3.69949,3.28149,2.5839,1.15785e+06,0.873289,4.72236,180523,0.64238,0.139288,0.0021591,0,,,,,,,,,,,,,,,
2192,5,4.96158,0,3.75104,3.3106,2.61316,741418,0.868364,4.59861,180736,0.670578,0.145089,0.00316841,0,,,,,,,,,,,,,,,
2264,5,4.95753,0,3.80321,3.36265,2.66556,491361,0.858962,4.38288,180931,0.701297,0.156018,0.00466115,0,,,,,,,,,,,,,,,
2318,5,4.95563,0,3.75216,3.33855,2.64164,727345,0.86318,4.4794,181316,0.662287,0.150906,0.00323483,0,,,,,,,,,,,,,,,
2342,5,4.9552,0,3.7019,3.31958,2.6227,1.08068e+06,0.866667,4.55616,180555,0.6295,0.146944,0.00229702,0,,,,,,,,,,,,,,,
2395,5,4.95469,0,3.65171,3.24049,2.54366,1.85701e+07,0.982054,19.9084,100094,0.795515,0.535193,0.0128899,5991.79,1.73596,0.0363476,3099.27,8.98012e+09,9.30721e+09,3.27091e+08,3.27091e+08,0.00477117,299,1.85701e+07,5.70487e+07,1.53127e-06,1.47746e-06,4.20402e-05,4.20402e-05
757,5.2,5.19994,0.738973,4.28725,2.83274,2.11492,8942.05,0.93165,7.29221,177132,0.978606,0.0730515,0.226429,0,,,,,,,,,,,,,,,
780,5.2,5.19955,0.688539,4.27678,2.86075,2.14296,9885.04,0.929145,7.09951,177305,0.976705,0.0758643,0.205507,0,,,,,,,,,,,,,,,
793,5.2,5.19915,0.638465,4.27258,2.89076,2.173,10234.8,0.926362,6.89912,177384,0.975376,0.0790035,0.197842,0,,,,,,,,,,,,,,,
805,5.2,5.19874,0.587235,4.26856,2.92074,2.20302,10668.4,0.923442,6.70521,177674,0.973937,0.0822783,0.189821,0,,,,,,,,,,,,,,,
816,5.2,5.19833,0.537547,4.26424,2.94884,2.23116,11187.4,0.92059,6.52897,177986,0.972414,0.0854771,0.181555,0,,,,,,,,,,,,,,,
827,5.2,5.1979,0.486063,4.25909,2.9769,2.25925,11726.6,0.91765,6.3579,178136,0.970746,0.0888007,0.173069,0,,,,,,,,,,,,,,,
837,5.2,5.1975,0.43788,4.25352,3.00209,2.28448,12452.6,0.914865,6.20851,178619,0.968951,0.0919002,0.163035,0,,,,,,,,,,,,,,,
847,5.2,5.19709,0.388699,4.24702,3.02664,2.30906,13152,0.912131,6.06658,178565,0.967042,0.0950282,0.154366,0,,,,,,,,,,,,,,,
857,5.2,5.19668,0.338804,4.2395,3.05031,2.33277,14189.2,0.909331,5.933,179008,0.964779,0.0981504,0.14311,0,,,,,,,,,,,,,,,
867,5.2,5.19628,0.28882,4.23097,3.07278,2.35526,15215.4,0.906673,5.80916,178889,0.962383,0.101211,0.133359,0,,,,,,,,,,,,,,,
877,5.2,5.19589,0.238989,4.22144,3.09381,2.37633,16669.7,0.904045,5.69574,179177,0.959583,0.104167,0.121978,0,,,,,,,,,,,,,,,
888,5.2,5.19549,0.184743,4.20989,3.11524,2.39779,18522.4,0.901281,5.58257,179503,0.956191,0.10727,0.109549,0,,,,,,,,,,,,,,,
898,5.2,5.19514,0.135669,4.1986,3.1334,2.41598,20386.5,0.898952,5.48862,179347,0.952853,0.109975,0.0998123,0,,,,,,,,,,,,,,,
908,5.2,5.19481,0.0856526,4.18713,3.15116,2.43377,22464,0.896565,5.39823,179466,0.949254,0.112687,0.0902128,0,,,,,,,,,,,,,,,
917,5.2,5.19449,0.0334877,4.18004,3.17184,2.45448,24133,0.893653,5.29519,179930,0.946107,0.115935,0.0840899,0,,,,,,,,,,,,,,,
949,5.2,5.19429,0.000993382,4.21749,3.22402,2.50667,17463.4,0.886087,5.04482,180323,0.951508,0.124557,0.116241,0,,,,,,,,,,,,,,,
1286,5.2,5.19426,1.06968e-22,4.16733,3.25752,2.54018,27160.8,0.880943,4.89081,180526,0.936435,0.13044,0.0752268,0,,,,,,,,,,,,,,,
1317,5.2,5.19424,0,4.11681,3.27413,2.55679,41781.8,0.878353,4.81634,180418,0.918819,0.133461,0.0491974,0,,,,,,,,,,,,,,,
1344,5.2,5.19422,0,4.06503,3.2696,2.55226,64811.6,0.879078,4.83648,180385,0.898871,0.13263,0.0319349,0,,,,,,,,,,,,,,,
1368,5.2,5.19421,1.65584e-41,4.01458,3.2549,2.53756,99455.7,0.881332,4.90257,180598,0.876871,0.129967,0.0209727,0,,,,,,,,,,,,,,,
1391,5.2,5.19418,0,3.96261,3.23252,2.51518,152906,0.884765,5.00507,180532,0.852011,0.126021,0.0137873,0,,,,,,,,,,,,,,,
1413,5.2,5.19415,0,3.91081,3.20484,2.48751,229903,0.889042,5.13508,179618,0.826522,0.121312,0.0093023,0,,,,,,,,,,,,,,,
1435,5.2,5.19413,0,3.86032,3.1742,2.45687,346476,0.89342,5.28318,179402,0.800343,0.11631,0.00626519,0,,,,,,,,,,,,,,,
1461,5.2,5.19411,0,3.80988,3.14144,2.42411,523523,0.897819,5.4466,179593,0.771614,0.111195,0.00421577,0,,,,,,,,,,,,,,,
1490,5.2,5.1941,0,3.75859,3.10608,2.38875,789904,0.902413,5.62875,179447,0.741713,0.105929,0.00285527,0,,,,,,,,,,,,,,,
1524,5.2,5.19408,0,3.70748,3.06316,2.34583,1.32482e+06,0.907742,5.85849,178978,0.729238,0.0998795,0.00186653,0,,,,,,,,,,,,,,,
1598,5.2,5.19406,0,3.65696,2.98604,2.26871,1.99236e+08,0.996057,92.0219,100275,0.838879,1.31312,0.0120269,175893,1.0436,0.0218316,1132.71,6.04322e+10,6.12494e+10,8.17242e+08,8.17242e+08,0.00511646,375,1.99236e+08,6.14654e+08,2.27544e-07,2.24508e-07,1.68261e-05,1.68261e-05
2174,5.2,5.15665,0,3.70734,3.34676,2.63257,1.03211e+06,0.864918,4.51448,180673,0.633654,0.148945,0.00237614,0,,,,,,,,,,,,,,,
2211,5.2,5.15396,0,3.75775,3.37493,2.66097,693305,0.859695,4.39987,181235,0.666097,0.154973,0.00337343,0,,,,,,,,,,,,,,,
2339,5.2,5.14855,0,3.80875,3.42017,2.70666,465568,0.851057,4.22008,181153,0.698273,0.165132,0.00492007,0,,,,,,,,,,,,,,,
2373,5.2,5.14749,0,3.75744,3.39883,2.68542,677617,0.855229,4.30212,180825,0.658791,0.160306,0.00347406,0,,,,,,,,,,,,,,,
2399,5.2,5.14702,0,3.70566,3.38052,2.66714,1.01581e+06,0.858558,4.37283,180879,0.620775,0.156228,0.00242513,0,,,,,,,,,,,,,,,
2443,5.2,5.14652,0,3.65548,3.32037,2.60703,6.23001e+06,0.966426,10.9125,100227,0.793973,0.339458,0.0133128,1277.9,2.06456,0.0430709,4875.19,3.72305e+09,3.92516e+09,2.02104e+08,2.02104e+08,0.00501798,268,6.23001e+06,1.86457e+07,3.69347e-06,3.5033e-06,6.80391e-05,6.80391e-05
764,5.4,5.39993,0.738953,4.29627,2.88833,2.15412,8326.29,0.928097,7.02431,177585,0.978852,0.0770146,0.2431,0,,,,,,,,,,,,,,,
788,5.4,5.39946,0.688231,4.28581,2.91668,2.18251,9136.1,0.925445,6.83709,177525,0.977005,0.0800266,0.221955,0,,,,,,,,,,,,,,,
802,5.4,5.39899,0.638007,4.28166,2.94686,2.21273,9505.54,0.922482,6.64384,177699,0.975656,0.0833672,0.213278,0,,,,,,,,,,,,,,,
815,5.4,5.3985,0.586316,4.27766,2.97717,2.24308,9918.72,0.91936,6.45577,178026,0.974212,0.0868711,0.204473,0,,,,,,,,,,,,,,,
827,5.4,5.398,0.535642,4.2733,3.00586,2.27181,10449.7,0.916231,6.283,178705,0.972645,0.0903291,0.193697,0,,,,,,,,,,,,,,,
838,5.4,5.39752,0.487266,4.26849,3.03229,2.29828,10835.2,0.913344,6.12835,178563,0.971148,0.093642,0.186553,0,,,,,,,,,,,,,,,
849,5.4,5.39702,0.437238,4.26277,3.05854,2.32456,11424,0.910355,5.97885,178561,0.969377,0.0970578,0.177635,0,,,,,,,,,,,,,,,
860,5.4,5.39652,0.386015,4.25603,3.08416,2.35022,12249.9,0.907233,5.83663,179177,0.967301,0.100516,0.165068,0,,,,,,,,,,,,,,,
870,5.4,5.39605,0.338587,4.24891,3.10673,2.37284,12963.5,0.904495,5.71428,179064,0.9653,0.103669,0.15568,0,,,,,,,,,,,,,,,
881,5.4,5.39555,0.285878,4.23996,3.13052,2.39666,14230,0.901411,5.58845,179586,0.962614,0.107104,0.142282,0,,,,,,,,,,,,,,,
891,5.4,5.3951,0.237593,4.23074,3.15101,2.41719,15314.2,0.898813,5.48243,179244,0.960059,0.110157,0.132533,0,,,,,,,,,,,,,,,
902,5.4,5.39463,0.184604,4.21953,3.17213,2.43834,17118.9,0.89588,5.3754,179845,0.956684,0.113398,0.118568,0,,,,,,,,,,,,,,,
912,5.4,5.39422,0.136459,4.20852,3.19016,2.45641,18642.9,0.893458,5.28568,179560,0.953536,0.116243,0.10862,0,,,,,,,,,,,,,,,
922,5.4,5.39383,0.0872891,4.19726,3.20788,2.47416,20745,0.890925,5.19931,179783,0.949888,0.119113,0.0981244,0,,,,,,,,,,,,,,,
931,5.4,5.39345,0.0366491,4.18977,3.22778,2.49409,22281.1,0.887978,5.10402,180149,0.946773,0.12242,0.0913473,0,,,,,,,,,,,,,,,
959,5.4,5.39319,0.000975757,4.22714,3.28068,2.54702,15951.3,0.879964,4.86001,180142,0.952167,0.131675,0.127441,0,,,,,,,,,,,,,,,
1297,5.4,5.39315,1.198e-23,4.17669,3.31351,2.57985,24670.5,0.874709,4.71491,180076,0.937357,0.137775,0.0827629,0,,,,,,,,,,,,,,,
1328,5.4,5.39313,0,4.12645,3.33111,2.59745,38143.5,0.871722,4.63909,180311,0.919817,0.141167,0.0537924,0,,,,,,,,,,,,,,,
1355,5.4,5.39311,0,4.07507,3.32765,2.59399,59427.9,0.87228,4.65397,180408,0.899938,0.140496,0.0349261,0,,,,,,,,,,,,,,,
1379,5.4,5.3931,1.23838e-41,4.02497,3.31409,2.58043,90397.2,0.874492,4.71236,180546,0.878274,0.137887,0.0230369,0,,,,,,,,,,,,,,,
1402,5.4,5.39306,0,3.97334,3.293,2.55934,139553,0.877903,4.80496,180590,0.853245,0.133932,0.0151546,0,,,,,,,,,,,,,,,
1424,5.4,5.39303,0,3.92146,3.26652,2.53286,210271,0.882184,4.92381,180029,0.827129,0.129126,0.0101415,0,,,,,,,,,,,,,,,
1446,5.4,5.39301,0,3.87009,3.23655,2.5029,318855,0.88675,5.06217,179794,0.80009,0.123905,0.00679252,0,,,,,,,,,,,,,,,
1471,5.4,5.39299,0,3.81968,3.20498,2.47133,480211,0.89129,5.21242,179877,0.771201,0.118639,0.00458585,0,,,,,,,,,,,,,,,
1499,5.4,5.39297,0,3.76947,3.17173,2.43808,717036,0.895896,5.37561,179788,0.741039,0.113335,0.00313503,0,,,,,,,,,,,,,,,
1530,5.4,5.39296,0,3.71898,3.13445,2.4008,1.08711e+06,0.900875,5.56438,179263,0.715934,0.107669,0.00213766,0,,,,,,,,,,,,,,,
1588,5.4,5.39293,0,3.66895,3.03032,2.29668,3.61948e+07,0.990724,38.278,100447,0.850087,0.5825,0.0129682,18524.1,1.42317,0.0296691,1953.93,1.25571e+10,1.28708e+10,3.1368e+08,3.1368e+08,0.00709708,275,3.61948e+07,1.10271e+08,1.09508e-06,1.06839e-06,4.38376e-05,4.38376e-05
1699,5.4,5.39275,0,3.61881,3.33776,2.60413,2.96811e+08,0.994706,67.8438,100061,0.748871,2.09662,0.010726,206495,1.10424,0.0231048,1437.38,7.61072e+10,7.80133e+10,1.90611e+09,1.90611e+09,0.00211417,439,2.96811e+08,8.76755e+08,1.80679e-07,1.76265e-07,7.21415e-06,7.21415e-06
2157,5.4,5.35091,0,3.66885,3.37899,2.64875,1.01058e+06,0.91418,4.64614,100066,0.802318,0.159107,0.0148485,85.0822,2.16609,0.0446132,11877.7,1.26782e+08,2.17702e+08,9.09202e+07,9.09202e+07,0.00503144,59,1.01058e+06,1.3147e+06,0.000108462,6.31642e-05,0.000151242,0.000151242
2195,5.4,5.34873,0,3.71966,3.41147,2.6814,902354,0.855926,4.31606,180847,0.631589,0.159343,0.00266729,0,,,,,,,,,,,,,,,
2249,5.4,5.34512,0,3.77103,3.44329,2.71351,611495,0.849747,4.19253,180950,0.666526,0.166663,0.00383413,0,,,,,,,,,,,,,,,
2349,5.4,5.34008,0,3.71972,3.43765,2.70828,890375,0.850583,4.21089,181277,0.621979,0.16539,0.00272253,0,,,,,,,,,,,,,,,
2379,5.4,5.33945,0,3.66948,3.4099,2.68058,1.9755e+06,0.856674,4.32635,180083,0.629243,0.159421,0.00172514,4.59761e-103,1e-104,2.04749e-106,4.29681e+108,1.8097e+07,1.03314e+08,7.25502e+08,8.52166e+07,1.82808e-107,13,730429,767260,0.000759848,0.000133099,1.89538e-05,0.000161365
771,5.6,5.59992,0.738944,4.30489,2.94163,2.19162,7739.24,0.924529,6.77815,177872,0.979112,0.0810187,0.261149,0,,,,,,,,,,,,,,,
796,5.6,5.59937,0.688609,4.29451,2.9699,2.21994,8494.19,0.921746,6.59859,177818,0.977287,0.0841871,0.238547,0,,,,,,,,,,,,,,,
812,5.6,5.59879,0.635727,4.29021,3.00174,2.25182,8896.03,0.918402,6.40258,178366,0.975852,0.0879082,0.226793,0,,,,,,,,,,,,,,,
825,5.6,5.59825,0.587993,4.28657,3.02978,2.27991,9207.78,0.915388,6.23524,178439,0.974562,0.0913304,0.219485,0,,,,,,,,,,,,,,,
838,5.6,5.59766,0.537254,4.28226,3.05861,2.30879,9577.96,0.912181,6.06812,178433,0.973098,0.0949925,0.211614,0,,,,,,,,,,,,,,,
850,5.6,5.59708,0.488043,4.27744,3.08558,2.3358,10082.7,0.908989,5.91615,178915,0.971491,0.098557,0.200646,0,,,,,,,,,,,,,,,
862,5.6,5.59648,0.436718,4.27162,3.11258,2.36284,10674.5,0.90569,5.76804,179273,0.969668,0.102264,0.189185,0,,,,,,,,,,,,,,,
873,5.6,5.59591,0.388173,4.26529,3.13696,2.38727,11376.4,0.902609,5.63773,179567,0.967738,0.105736,0.177865,0,,,,,,,,,,,,,,,
884,5.6,5.59533,0.338226,4.25787,3.16087,2.41122,12108.3,0.899555,5.51307,179459,0.965625,0.109261,0.167289,0,,,,,,,,,,,,,,,
895,5.6,5.59475,0.287323,4.2493,3.18398,2.43438,13117.7,0.896435,5.39528,179736,0.963143,0.112784,0.154308,0,,,,,,,,,,,,,,,
906,5.6,5.59418,0.235806,4.23953,3.206,2.45644,14351.3,0.893336,5.28546,180153,0.960326,0.116246,0.140388,0,,,,,,,,,,,,,,,
916,5.6,5.59369,0.188743,4.22964,3.22496,2.47544,15548.7,0.890769,5.19313,179658,0.957551,0.119321,0.130524,0,,,,,,,,,,,,,,,
927,5.6,5.59316,0.136726,4.21785,3.24472,2.49524,17384.3,0.887854,5.09861,179945,0.953971,0.122615,0.117122,0,,,,,,,,,,,,,,,
937,5.6,5.5927,0.0883589,4.20681,3.26236,2.51292,19191.4,0.885167,5.01571,180260,0.950476,0.125632,0.105741,0,,,,,,,,,,,,,,,
947,5.6,5.5922,0.032161,4.19919,3.28499,2.53558,20526.7,0.881683,4.9116,180406,0.947245,0.129615,0.0988904,0,,,,,,,,,,,,,,,
981,5.6,5.59193,0.000988832,4.23597,3.33475,2.58537,14907.3,0.873614,4.69103,180810,0.952527,0.138831,0.135849,0,,,,,,,,,,,,,,,
1321,5.6,5.59189,9.08149e-25,4.18549,3.36711,2.61773,22968.2,0.868201,4.55339,180537,0.937889,0.145183,0.0886185,0,,,,,,,,,,,,,,,
1352,5.6,5.59186,0,4.13537,3.38559,2.63621,35607.6,0.864914,4.4768,180713,0.920357,0.148947,0.0577499,0,,,,,,,,,,,,,,,
1379,5.6,5.59184,0,4.08413,3.38298,2.6336,55726.1,0.865225,4.48745,181262,0.90041,0.148406,0.0371245,0,,,,,,,,,,,,,,,
1404,5.6,5.59182,0,4.032,3.36963,2.62026,85155,0.867751,4.54285,180586,0.878085,0.145693,0.0245625,0,,,,,,,,,,,,,,,
1427,5.6,5.59179,0,3.98036,3.34932,2.59995,129737,0.871317,4.6284,180249,0.853218,0.141656,0.0163056,0,,,,,,,,,,,,,,,
1449,5.6,5.59176,0,3.92817,3.32366,2.57429,198398,0.875541,4.73901,180355,0.825991,0.136718,0.01073,0,,,,,,,,,,,,,,,
1471,5.6,5.59173,0,3.87605,3.29431,2.54494,304696,0.88025,4.86912,180275,0.797648,0.131293,0.00713344,0,,,,,,,,,,,,,,,
1495,5.6,5.59171,0,3.8258,3.26387,2.5145,450732,0.885012,5.00778,179808,0.769178,0.125892,0.0048857,0,,,,,,,,,,,,,,,
1523,5.6,5.59169,0,3.77496,3.23131,2.48195,681566,0.889692,5.16069,180203,0.737427,0.120369,0.00329538,0,,,,,,,,,,,,,,,
1553,5.6,5.59168,0,3.7248,3.19593,2.44656,1.02023e+06,0.894739,5.3321,179624,0.709478,0.114639,0.00227582,0,,,,,,,,,,,,,,,
1602,5.6,5.59165,0,3.67459,3.10999,2.36063,8.8746e+06,0.979994,17.8802,100153,0.851772,0.315296,0.0137812,2684.43,1.81418,0.0377961,3305.95,3.41414e+09,3.57086e+09,1.56718e+08,1.56718e+08,0.0081346,209,8.8746e+06,2.54569e+07,4.02766e-06,3.85089e-06,8.77437e-05,8.77437e-05
1699,5.6,5.59159,0,3.62433,3.31814,2.56879,2.55604e+08,0.99458,66.225,100177,0.765337,1.88686,0.0107486,175144,1.1133,0.023277,1459.39,7.5439e+10,7.70951e+10,1.65607e+09,1.65607e+09,0.00235209,428,2.55604e+08,7.66972e+08,1.82279e-07,1.78364e-07,8.30337e-06,8.30337e-06
2186,5.6,5.54318,0,3.67445,3.44178,2.6962,1.60616e+06,0.852881,4.25503,181095,0.617477,0.162537,0.00182881,0,,,,,,,,,,,,,,,
2221,5.6,5.5409,0,3.72477,3.46771,2.72231,856112,0.847828,4.15713,181194,0.6261,0.168637,0.00282047,0,,,,,,,,,,,,,,,
2283,5.6,5.53672,0,3.77479,3.50046,2.75539,584917,0.841034,4.03478,181398,0.660956,0.176627,0.00399148,0,,,,,,,,,,,,,,,
2340,5.6,5.53283,0,3.72337,3.48894,2.74417,849125,0.843301,4.07464,181345,0.617568,0.173825,0.00285119,0,,,,,,,,,,,,,,,
2376,5.6,5.53234,0,3.77423,3.53059,2.78586,571977,0.834553,3.9241,181197,0.651127,0.184267,0.00411218,0,,,,,,,,,,,,,,,
2439,5.6,5.53029,0,3.72216,3.49414,2.74958,854169,0.842121,4.05445,181486,0.614544,0.17513,0.00283749,0,,,,,,,,,,,,,,,
2467,5.6,5.52972,0,3.67185,3.46923,2.72471,1.61088e+06,0.847253,4.14484,180970,0.605855,0.169069,0.00186048,0,,,,,,,,,,,,,,,
2556,5.6,5.52861,0,3.62167,3.42007,2.67563,1.08036e+08,0.990545,37.6243,100504,0.743879,1.37066,0.0109774,51386.1,1.34822,0.0282138,2102.44,5.1072e+10,5.22659e+10,1.19398e+09,1.19398e+09,0.00230779,438,1.08036e+08,3.39731e+08,2.69247e-07,2.63097e-07,1.1517e-05,1.1517e-05
778,5.8,5.79991,0.738935,4.31314,2.9928,2.22756,7209.39,0.920953,6.55118,178009,0.979361,0.0850615,0.280649,0,,,,,,,,,,,,,,,
805,5.8,5.79924,0.686812,4.30263,3.02232,2.25712,8000.69,0.917818,6.37063,178563,0.977448,0.0885433,0.252191,0,,,,,,,,,,,,,,,
821,5.8,5.79861,0.638193,4.29874,3.05166,2.28651,8257.15,0.914673,6.19662,178394,0.976207,0.0921545,0.244973,0,,,,,,,,,,,,,,,
836,5.8,5.79794,0.587647,4.29493,3.08142,2.31633,8635.29,0.91125,6.02526,178911,0.974801,0.0959746,0.234145,0,,,,,,,,,,,,,,,
850,5.8,5.79725,0.537081,4.29068,3.1102,2.34516,8983.75,0.907844,5.86439,179147,0.97335,0.0998234,0.224491,0,,,,,,,,,,,,,,,
863,5.8,5.79657,0.487157,4.28583,3.13761,2.37262,9475.4,0.904444,5.71549,179545,0.971721,0.103638,0.213253,0,,,,,,,,,,,,,,,
875,5.8,5.7959,0.438955,4.28042,3.16305,2.3981,9808.18,0.901333,5.58093,178985,0.970166,0.107315,0.206422,0,,,,,,,,,,,,,,,
887,5.8,5.79521,0.388856,4.27396,3.18833,2.42344,10515.3,0.897912,5.45056,179652,0.968167,0.111105,0.192059,0,,,,,,,,,,,,,,,
899,5.8,5.7945,0.336962,4.26629,3.21327,2.44843,11245.2,0.894551,5.32519,179609,0.965971,0.114978,0.179976,0,,,,,,,,,,,,,,,
910,5.8,5.79385,0.28815,4.25812,3.23555,2.47076,12173.7,0.891361,5.21575,180009,0.963587,0.118557,0.166075,0,,,,,,,,,,,,,,,
921,5.8,5.7932,0.238343,4.24876,3.25702,2.49228,13118.5,0.888331,5.11254,179724,0.96101,0.122116,0.154281,0,,,,,,,,,,,,,,,
932,5.8,5.79257,0.188096,4.23829,3.27746,2.51277,14481.8,0.885226,5.01641,180094,0.95794,0.125606,0.13969,0,,,,,,,,,,,,,,,
943,5.8,5.79196,0.137259,4.22681,3.29698,2.53233,15946.3,0.882289,4.92636,179949,0.954605,0.129035,0.127015,0,,,,,,,,,,,,,,,
954,5.8,5.79138,0.0848261,4.21493,3.31634,2.55174,17970.6,0.879081,4.83878,180727,0.950692,0.132532,0.112577,0,,,,,,,,,,,,,,,
963,5.8,5.79085,0.0351222,4.20795,3.33635,2.57179,18985,0.875908,4.7501,180541,0.947875,0.136252,0.106692,0,,,,,,,,,,,,,,,
981,5.8,5.79049,0.000899857,4.24552,3.38776,2.62322,13797.5,0.867088,4.53048,181134,0.953065,0.146291,0.146982,0,,,,,,,,,,,,,,,
1303,5.8,5.79045,1.34231e-25,4.1943,3.41797,2.65344,21233.1,0.861892,4.40656,180455,0.938637,0.152541,0.0961592,0,,,,,,,,,,,,,,,
1334,5.8,5.79042,0,4.14427,3.43769,2.67316,32829.9,0.85818,4.3277,180710,0.921226,0.156771,0.0625657,0,,,,,,,,,,,,,,,
1361,5.8,5.79039,0,4.09313,3.43613,2.6716,51066.3,0.858382,4.33389,181010,0.901503,0.156432,0.0404883,0,,,,,,,,,,,,,,,
1386,5.8,5.79038,0,4.04107,3.42381,2.65928,78625.4,0.860747,4.38303,180712,0.87903,0.153783,0.0265604,0,,,,,,,,,,,,,,,
1409,5.8,5.79035,3.49648e-41,3.98954,3.40455,2.64002,120936,0.864186,4.46112,180879,0.853779,0.149733,0.0174438,0,,,,,,,,,,,,,,,
1431,5.8,5.79031,0,3.93739,3.37997,2.61545,185128,0.868515,4.56291,180832,0.826068,0.144723,0.0115401,0,,,,,,,,,,,,,,,
1452,5.8,5.79028,0,3.88695,3.3527,2.58818,276607,0.873245,4.67872,180392,0.798645,0.139366,0.00784413,0,,,,,,,,,,,,,,,
