model_number,Minit,M,Xc,logTeff,logL,logLspec,tau_Fe,beta_Fe,kap_Fe,T_Fe,r_Fe_R,Gamma_Fe,Y_Fe,tau_ratio,v_c,mach_max,tau_crit,t_th_zone,t_th_above,t_th_peak,t_th_top,nu_turn,FeCZ_ncells,tau_top,tau_bot,nu_th_zone,nu_th_above,nu_th_peak,nu_th_top
1115,17,16.9894,0.650563,4.5442,4.4927,3.2607,747.356,0.748512,1.8889,171579,0.984507,0.264706,2.73879,0,,,,,,,,,,,,,,,
1181,17,16.9845,0.600946,4.54163,4.52275,3.29088,769.061,0.738179,1.83684,171893,0.983533,0.275929,2.65793,0,,,,,,,,,,,,,,,
1242,17,16.9795,0.550932,4.53828,4.55214,3.3204,785.762,0.727862,1.78728,171558,0.982509,0.287371,2.60531,0,,,,,,,,,,,,,,,
1297,17,16.9743,0.500684,4.5341,4.58081,3.3492,827.929,0.717042,1.7403,172251,0.981233,0.299,2.46817,0,,,,,,,,,,,,,,,
1347,17,16.969,0.450158,4.52898,4.60884,3.37737,871.945,0.70617,1.69553,172547,0.979831,0.31083,2.34311,0,,,,,,,,,,,,,,,
1391,17,16.9638,0.4,4.52291,4.63575,3.40441,919.818,0.695436,1.65367,172565,0.978296,0.32263,2.22176,0,,,,,,,,,,,,,,,
1429,17,16.9586,0.350108,4.51581,4.66164,3.43043,981.159,0.684711,1.61438,172630,0.976543,0.334412,2.08503,0,,,,,,,,,,,,,,,
1462,17,16.9536,0.300446,4.50756,4.68663,3.45555,1072.18,0.673718,1.57734,173315,0.974435,0.346199,1.90642,0,,,,,,,,,,,,,,,
1491,17,16.9486,0.249892,4.49782,4.71119,3.48023,1172.36,0.662772,1.54183,173461,0.972047,0.358195,1.74477,0,,,,,,,,,,,,,,,
1515,17,16.9441,0.200367,4.48684,4.73445,3.50362,1281,0.652301,1.50899,173090,0.969412,0.369957,1.6009,0,,,,,,,,,,,,,,,
1536,17,16.9398,0.149711,4.47402,4.75759,3.52686,1426.76,0.641396,1.47703,173057,0.966206,0.382031,1.43334,0,,,,,,,,,,,,,,,
1554,17,16.936,0.0999969,4.46012,4.77964,3.54901,1627.61,0.630555,1.44729,173286,0.962384,0.393928,1.26357,0,,,,,,,,,,,,,,,
1570,17,16.9326,0.0491518,4.44628,4.80201,3.57147,1850.84,0.619148,1.41776,173637,0.958135,0.406371,1.11207,0.00102931,0.0634969,0.000884296,1.79814e+06,5205.02,12570.5,13929,7365.5,0.00610717,35,1101.33,1676.7,2.64187,1.09391,0.987217,1.86694
1588,17,16.9295,0.000945583,4.47038,4.83806,3.6076,1470.75,0.600554,1.37154,173316,0.960173,0.427224,1.39405,0.00207389,0.16886,0.00226794,709172,6624.82,11054.5,10021,4429.68,0.0180542,64,755.079,1565.53,2.07568,1.24393,1.37222,3.10428
1649,17,16.9292,0,4.41957,4.89341,3.66295,2314.47,0.569627,1.30355,173864,0.943873,0.461241,0.890762,0.0113817,0.634488,0.00832146,203349,27484.4,38180.5,29852.7,10696.1,0.0365957,83,998.26,2759.8,0.50032,0.360157,0.460628,1.28561
1678,17,16.9291,0,4.36945,4.90572,3.67527,3573.1,0.562528,1.28885,173848,0.927772,0.469161,0.581272,0.0301095,1.10517,0.0143971,118670,72480.6,98246.7,74285.8,25766.1,0.0399166,78,1495.36,4374.6,0.18972,0.139964,0.185109,0.533685
1725,17,16.9285,0,4.31797,4.91876,3.68832,5537.31,0.555029,1.27352,173691,0.906795,0.477726,0.3803,0.076022,1.83144,0.0237417,72838.2,192679,255021,186719,62341.6,0.0413051,85,2234.18,6963.81,0.0713673,0.053921,0.0736454,0.220575
1790,17,16.8738,0,4.2677,4.97984,3.75081,8278.68,0.516963,1.20282,174023,0.869304,0.521025,0.258194,0.217418,3.80307,0.0475521,38077.3,669931,819716,527433,149784,0.0472853,115,2897.93,11536.5,0.020526,0.0167753,0.0260715,0.0918052
1830,17,16.8036,0,4.21701,5.00482,3.7776,12552.2,0.50055,1.17564,174883,0.829411,0.541655,0.173929,0.405526,4.8374,0.0599273,30952.9,1.78669e+06,2.13805e+06,1.32002e+06,351353,0.0375236,119,4111.37,18034.2,0.00769633,0.00643157,0.0104173,0.0391372
1853,17,16.7736,0,4.16665,5.01575,3.7893,18504.3,0.494835,1.16627,175039,0.787429,0.552011,0.12087,0.635649,5.20234,0.0644372,29110.9,4.33666e+06,5.12621e+06,2.96435e+06,789554,0.0270704,123,5956.64,28008.9,0.00317087,0.00268249,0.00463878,0.0174162
1872,17,16.7584,0,4.11659,5.02148,3.79543,27026.8,0.492543,1.16323,175752,0.74085,0.558398,0.0845408,0.927207,5.21918,0.0647558,29148.6,9.51357e+06,1.12323e+07,6.33561e+06,1.71878e+06,0.0189085,125,8652.47,42207.3,0.00144541,0.00122423,0.00217043,0.00800045
1889,17,16.7508,0,4.06553,5.02426,3.7984,38367,0.492826,1.16347,175526,0.689894,0.562352,0.0612705,1.27514,5.05332,0.0628869,30088.5,1.91676e+07,2.28103e+07,1.28e+07,3.64272e+06,0.0131244,124,12485.9,61487.5,0.000717408,0.000602841,0.0010743,0.00377493
1904,17,16.7446,0,4.01212,5.02382,3.79812,55103,0.494624,1.16674,175825,0.631971,0.563568,0.0443043,1.73728,4.77672,0.0597781,31718,3.77918e+07,4.55221e+07,2.57745e+07,7.73034e+06,0.00906089,128,18270.9,88771.2,0.000363862,0.000302073,0.000533512,0.00177883
1926,17,16.7333,0,3.95869,5.02065,3.79525,76258,0.497722,1.17196,175893,0.572888,0.562357,0.0329044,2.25149,4.44579,0.0557938,33870.1,6.96574e+07,8.52067e+07,4.84233e+07,1.55492e+07,0.00635004,135,26106.4,125039,0.000197409,0.000161384,0.000283975,0.000884353
1941,17,16.7263,0,3.90561,5.01519,3.78997,104330,0.501904,1.17901,175913,0.514769,0.558914,0.0249804,2.86874,4.10597,0.0517078,36367.9,1.19939e+08,1.50241e+08,8.78483e+07,3.03019e+07,0.00454283,131,36994,169134,0.00011465,9.15264e-05,0.000156531,0.0004538
973,18,17.9984,0.75081,4.56253,4.49667,3.23961,622.311,0.755625,1.92616,170855,0.986741,0.257132,3.28985,0,,,,,,,,,,,,,,,
1068,18,17.9926,0.700544,4.55561,4.52842,3.2715,678.385,0.744801,1.8701,171901,0.985493,0.268668,3.01052,0,,,,,,,,,,,,,,,
1154,18,17.9867,0.65052,4.55366,4.5595,3.30273,692.871,0.733908,1.81676,172296,0.984606,0.280462,2.93192,0,,,,,,,,,,,,,,,
1233,18,17.9805,0.600815,4.55104,4.58945,3.33283,706.088,0.72312,1.76683,172203,0.983666,0.292328,2.87456,0,,,,,,,,,,,,,,,
1306,18,17.9741,0.550621,4.54763,4.61878,3.36231,735.38,0.712007,1.71931,172457,0.982535,0.30445,2.77349,0,,,,,,,,,,,,,,,
1373,18,17.9675,0.500586,4.54339,4.64714,3.39083,755.413,0.701074,1.67452,172034,0.98138,0.316646,2.70334,0,,,,,,,,,,,,,,,
1433,18,17.9609,0.450981,4.53829,4.67449,3.41834,799.756,0.68975,1.6325,172569,0.979958,0.328886,2.55073,0,,,,,,,,,,,,,,,
1487,18,17.9541,0.400037,4.53202,4.70163,3.44565,850.626,0.678183,1.59184,172841,0.978337,0.341506,2.39866,0,,,,,,,,,,,,,,,
1533,18,17.9475,0.350229,4.5248,4.72728,3.47146,903.845,0.667017,1.55437,172713,0.976584,0.353886,2.25984,0,,,,,,,,,,,,,,,
1573,18,17.941,0.299888,4.51625,4.75243,3.49676,985.13,0.655415,1.51853,173170,0.97444,0.366469,2.07308,0,,,,,,,,,,,,,,,
1606,18,17.9348,0.250405,4.5065,4.77631,3.52079,1074.89,0.644216,1.48531,173191,0.972064,0.378844,1.9032,0,,,,,,,,,,,,,,,
1634,18,17.9288,0.200618,4.4952,4.79956,3.54419,1190.18,0.632908,1.45371,173303,0.969256,0.391306,1.7201,0,,,,,,,,,,,,,,,
1658,18,17.9233,0.150157,4.48209,4.82247,3.56723,1339.13,0.621419,1.42329,173406,0.965886,0.403991,1.53108,0.000436221,0.0369711,0.000517401,3.06985e+06,2488.2,6382.17,7233.37,3893.97,0.00493879,36,809.241,1199.96,5.52648,2.15459,1.90105,3.53135
1679,18,17.9182,0.0985267,4.46719,4.84524,3.59013,1532.17,0.609612,1.39371,173552,0.961812,0.417013,1.34089,0.00145467,0.111116,0.00153037,1.05328e+06,5395.11,10183.6,10183.6,4788.46,0.0121334,54,828.01,1517.93,2.54879,1.35031,1.35031,2.87169
1696,18,17.9139,0.0495387,4.45328,4.86667,3.61166,1738.7,0.598108,1.36646,173790,0.957536,0.429638,1.18293,0.00303556,0.21035,0.00286004,572778,9457.11,15438.8,14049.8,5981.72,0.0190106,66,865.63,1854.82,1.45404,0.890676,0.978732,2.29884
1714,18,17.9099,0.000723919,4.4788,4.90399,3.64907,1366.04,0.577845,1.32029,173355,0.959663,0.452475,1.50654,0.00344946,0.319581,0.00417755,396014,8716.97,12440.3,9969.67,3723.34,0.0323188,87,611.11,1596.74,1.5775,1.10536,1.37928,3.69319
1766,18,17.9095,0,4.42749,4.9554,3.70049,2171.94,0.547372,1.25915,174165,0.943173,0.485756,0.952128,0.0145543,0.909301,0.0116562,149229,32433.8,41701.4,30030.1,9267.64,0.0497087,98,830.047,2749.64,0.423971,0.329749,0.457906,1.48376
1795,18,17.9095,0,4.37617,4.96557,3.71067,3359.62,0.541343,1.24734,173983,0.92691,0.492608,0.617423,0.0370042,1.5145,0.0192932,90790.3,83868.4,106994,75008.4,23126.1,0.0516776,105,1277.85,4382.51,0.163959,0.128521,0.183326,0.59461
1841,18,17.9089,0,4.32551,4.97555,3.72066,5204.43,0.535263,1.23601,174055,0.906383,0.499491,0.404164,0.0877499,2.3491,0.0297855,59309.8,215664,270972,185716,55307.5,0.0507744,100,1913.79,6863.96,0.0637611,0.0507469,0.074043,0.248628
1865,18,17.9081,0,4.27535,5.00277,3.7479,7873.8,0.518574,1.20589,174191,0.877231,0.518873,0.270888,0.197668,3.62328,0.0453364,39833.5,583599,715383,470222,131784,0.0478911,99,2733.12,10827.3,0.0235624,0.0192219,0.0292436,0.104345
1979,18,17.7378,0,4.22457,5.06485,3.81413,11613.8,0.476874,1.13671,174675,0.826677,0.569676,0.188718,0.413127,5.57876,0.0675904,28111.9,2.00581e+06,2.32788e+06,1.32392e+06,322066,0.0409536,139,3532.61,17852.3,0.00685557,0.00590709,0.0103866,0.0426962
2002,18,17.7074,0,4.17241,5.0723,3.82233,17500.4,0.473458,1.13189,175182,0.78361,0.578072,0.128229,0.646519,5.8316,0.0708072,27068.6,4.7793e+06,5.53062e+06,3.04387e+06,751320,0.0286274,139,5283.38,27743.8,0.0028772,0.00248634,0.00451761,0.0183024
2021,18,17.6951,0,4.12038,5.07541,3.82574,25992.9,0.473372,1.13237,175777,0.73574,0.582874,0.0887112,0.946109,5.74659,0.0700583,27473.5,1.07067e+07,1.23815e+07,6.63266e+06,1.67476e+06,0.0195904,136,7809.67,42585.5,0.00128433,0.00111061,0.00207322,0.00821071
2043,18,17.691,0,4.06948,5.07396,3.82438,37369.4,0.476277,1.13732,176170,0.685888,0.583599,0.0632332,1.29948,5.45977,0.0666525,28757.3,2.11729e+07,2.47178e+07,1.33591e+07,3.54495e+06,0.0134934,133,11418.7,61491.5,0.000649462,0.000556318,0.00102933,0.00387903
2061,18,17.6892,0,4.01903,5.06805,3.81852,52184.5,0.48192,1.1462,176039,0.635099,0.58027,0.0464982,1.70899,5.08647,0.0626885,30535.2,3.90947e+07,4.63263e+07,2.51728e+07,7.23162e+06,0.00945387,132,16658.4,87345.8,0.000351735,0.000296829,0.000546264,0.00190151
978,19,18.9981,0.750899,4.57139,4.55918,3.27865,583.203,0.742436,1.85774,171693,0.986825,0.271322,3.49118,0,,,,,,,,,,,,,,,
1091,19,18.991,0.700651,4.5644,4.59079,3.31042,627.52,0.731256,1.80389,172088,0.985622,0.283454,3.24766,0,,,,,,,,,,,,,,,
1193,19,18.9836,0.650939,4.56245,4.62152,3.34132,631.146,0.720208,1.75298,171594,0.984802,0.295767,3.23665,0,,,,,,,,,,,,,,,
1291,19,18.9759,0.600767,4.55977,4.65157,3.37155,657.548,0.708472,1.70467,172421,0.983751,0.308348,3.09679,0,,,,,,,,,,,,,,,
1381,19,18.968,0.550774,4.55631,4.68059,3.40075,683.593,0.69681,1.65925,172810,0.982622,0.321007,2.97629,0,,,,,,,,,,,,,,,
1460,19,18.9598,0.500849,4.55202,4.70869,3.42904,708.883,0.685232,1.61644,172763,0.981406,0.333772,2.8714,0,,,,,,,,,,,,,,,
1531,19,18.9515,0.450323,4.54672,4.73634,3.45687,743.421,0.673357,1.57542,172819,0.979996,0.346834,2.73863,0,,,,,,,,,,,,,,,
1593,19,18.9431,0.40058,4.54049,4.76263,3.48335,786.139,0.661721,1.53742,172704,0.978417,0.359747,2.60195,0,,,,,,,,,,,,,,,
1648,19,18.9348,0.350204,4.53304,4.78836,3.50928,845.622,0.649709,1.50113,173014,0.976543,0.372866,2.41926,0,,,,,,,,,,,,,,,
1695,19,18.9267,0.300617,4.52445,4.81296,3.53407,915.426,0.637816,1.46728,173305,0.974432,0.385863,2.22796,0,,,,,,,,,,,,,,,
1735,19,18.9187,0.250099,4.51427,4.83718,3.55847,996.326,0.625997,1.43477,173057,0.971992,0.399116,2.05199,0.000112285,0.0126362,0.000178109,8.87319e+06,926.406,3235.38,3921.26,2308.98,0.0023091,24,648.438,842.784,14.8434,4.25019,3.50678,5.95545
1768,19,18.9111,0.199618,4.50252,4.86059,3.58205,1117.08,0.613881,1.40408,173392,0.968984,0.412375,1.83681,0.000611399,0.0633551,0.000880703,1.82709e+06,2530.35,5124.72,5283.61,2594.36,0.00969081,49,626.188,1077.6,5.43442,2.68327,2.60258,5.30033
1795,19,18.9042,0.149646,4.48916,4.88311,3.60473,1257.2,0.601952,1.37517,173534,0.965539,0.425534,1.62977,0.00140661,0.133513,0.00182774,893782,4586.97,7762.79,7218.1,3175.82,0.0169128,61,643.714,1315.78,2.99784,1.7714,1.90507,4.3299
1818,19,18.8978,0.0989314,4.47406,4.90534,3.62711,1445.85,0.589715,1.34722,173843,0.961338,0.43893,1.41914,0.00275301,0.234203,0.00315881,525187,7816.18,11946.3,10254.5,4130.08,0.0241868,74,688.509,1611.5,1.7593,1.15107,1.34097,3.32947
1837,19,18.8923,0.048919,4.45929,4.92709,3.64898,1644.58,0.577575,1.32042,173849,0.956816,0.452423,1.2502,0.0048205,0.371201,0.0049293,341162,12481.7,17774.1,14328.2,5292.44,0.0314557,86,729.075,1924.99,1.1017,0.773653,0.959713,2.59823
1857,19,18.8873,0.000914926,4.48203,4.9618,3.68381,1337.77,0.557357,1.2787,174074,0.958446,0.474708,1.52737,0.00488673,0.484742,0.00621383,273756,11063.6,14587.1,10777.8,3523.54,0.0448978,103,537.379,1673.91,1.24291,0.94268,1.27587,3.90261
2014,19,18.8868,0,4.43048,5.01531,3.73734,2066.98,0.525089,1.21669,173592,0.941446,0.510938,0.997017,0.0182988,1.26043,0.0157841,112958,39538.3,48494.8,31838.7,8956.45,0.0628548,111,732.656,2795.31,0.347789,0.283556,0.431895,1.53532
2050,19,18.8867,0,4.3804,5.02986,3.75188,3225.31,0.515433,1.20032,174164,0.923997,0.521226,0.642981,0.0471353,2.12299,0.0262533,68426.7,103505,125478,81256.5,21973.7,0.0655638,107,1103.65,4410.77,0.132854,0.109589,0.169229,0.625794
2092,19,18.8858,0,4.32924,5.05097,3.77301,4980.92,0.501822,1.17708,174316,0.9003,0.53662,0.421133,0.112019,3.35882,0.0412569,44465,279460,333976,210069,54516.1,0.0631963,115,1639.06,7037.11,0.0492056,0.0411736,0.0654594,0.252237
2145,19,18.815,0,4.27897,5.09484,3.81852,7452.14,0.472374,1.12921,174350,0.863923,0.571663,0.287589,0.247047,5.24379,0.0627328,30164.9,850155,983463,566428,133307,0.0571517,136,2242.24,11210.1,0.0161747,0.0139822,0.0242767,0.103152
2186,19,18.7169,0,4.22779,5.11627,3.84221,11425.4,0.457425,1.10755,175558,0.822323,0.592144,0.192054,0.434451,6.18514,0.0736014,26298.5,2.27425e+06,2.59271e+06,1.43083e+06,318458,0.042287,148,3233.26,17914.9,0.00604638,0.00530372,0.0096105,0.04318
2210,19,18.6726,0,4.17641,5.12581,3.85278,16781.7,0.4532,1.10096,175332,0.778765,0.603121,0.134182,0.658649,6.43382,0.0766022,25478.9,5.39337e+06,6.13003e+06,3.19609e+06,736662,0.0295816,145,4781.14,27615.7,0.00254961,0.00224322,0.00430244,0.0186666
2229,19,18.652,0,4.12626,5.13041,3.85786,24299.2,0.45232,1.1001,175797,0.731569,0.609741,0.0946744,0.937925,6.3376,0.0757522,25907.3,1.16508e+07,1.32484e+07,6.70755e+06,1.59764e+06,0.0204689,141,6935.71,41897.6,0.00118026,0.00103794,0.00205008,0.00860706
2246,19,18.6419,0,4.07475,5.13265,3.86034,35345.2,0.453028,1.10177,176486,0.677709,0.614156,0.0674454,1.30853,6.0707,0.0728932,27011.4,2.37962e+07,2.72027e+07,1.38718e+07,3.40643e+06,0.0141001,142,10052.2,61536.5,0.000577864,0.000505501,0.000991288,0.00403678
2260,19,18.6369,0,4.02465,5.13193,3.85974,48956.8,0.455683,1.10578,176508,0.623537,0.615538,0.0501986,1.71829,5.72739,0.0691607,28491.6,4.43985e+07,5.12706e+07,2.61359e+07,6.87209e+06,0.00997499,144,14336.1,86604.2,0.000309717,0.000268204,0.000526135,0.00200099
2282,19,18.6253,0,3.97422,5.12868,3.85676,66741.6,0.4595,1.11148,176410,0.567134,0.614489,0.0382305,2.20136,5.34455,0.0647787,30318.3,7.75627e+07,9.09403e+07,4.72479e+07,1.33777e+07,0.00718074,149,20230,116858,0.000177289,0.000151209,0.000291039,0.00102791
2298,19,18.6169,0,3.92191,5.12253,3.8508,90993.3,0.464481,1.11946,176877,0.509227,0.610473,0.0289415,2.79533,4.93195,0.059966,32551.9,1.30538e+08,1.56192e+08,8.41978e+07,2.56534e+07,0.00518491,154,28506.7,158334,0.000105341,8.80392e-05,0.000163318,0.000536029
984,20,19.9977,0.750746,4.5794,4.61789,3.31509,548.296,0.729515,1.79608,172298,0.986894,0.285278,3.69883,0,,,,,,,,,,,,,,,
1117,20,19.9891,0.700747,4.57258,4.64919,3.34657,584.985,0.71803,1.74453,172235,0.985729,0.297922,3.48764,0,,,,,,,,,,,,,,,
1240,20,19.9802,0.650925,4.57059,4.6798,3.37738,596.729,0.706198,1.69551,172454,0.984842,0.310835,3.41096,0,,,,,,,,,,,,,,,
1353,20,19.9708,0.600744,4.56787,4.70965,3.40744,609.603,0.694264,1.64903,172418,0.983871,0.323976,3.33614,0,,,,,,,,,,,,,,,
1463,20,19.9611,0.550786,4.56436,4.73844,3.43643,632.895,0.682143,1.60544,172725,0.982741,0.33719,3.21159,0,,,,,,,,,,,,,,,
1563,20,19.9511,0.500822,4.55998,4.76633,3.46454,661.502,0.670016,1.56433,172821,0.981473,0.350527,3.08499,0,,,,,,,,,,,,,,,
1652,20,19.941,0.450908,4.55466,4.79342,3.49185,698.681,0.657657,1.52543,173174,0.98002,0.363992,2.91917,0,,,,,,,,,,,,,,,
1730,20,19.9307,0.400975,4.5483,4.81959,3.51824,737.18,0.645489,1.48881,173057,0.978426,0.377511,2.77037,0,,,,,,,,,,,,,,,
1798,20,19.9204,0.350665,4.54073,4.84509,3.54397,794.76,0.632956,1.454,173420,0.976509,0.391187,2.5696,0,,,,,,,,,,,,,,,
1855,20,19.9103,0.300352,4.53183,4.86986,3.56896,856.837,0.620518,1.42102,173443,0.974361,0.404958,2.37635,0.00020624,0.0273834,0.000383814,4.15455e+06,1065.35,2653.21,2987.95,1587.86,0.00565099,38,512.807,773.161,12.9074,5.18277,4.60215,8.66009
1901,20,19.9004,0.249783,4.5214,4.89391,3.59323,941.537,0.608009,1.38974,173521,0.971791,0.418805,2.16587,0.000610096,0.0761478,0.00105227,1.54326e+06,2152.95,3978.89,3904.02,1825.94,0.0132918,55,507.346,941.537,6.38704,3.45599,3.52226,7.53092
1938,20,19.8912,0.200116,4.50956,4.91679,3.61631,1043.76,0.595824,1.36063,173431,0.96884,0.432413,1.95844,0.00122372,0.14206,0.00193347,852940,3673.13,5879.02,5194.58,2205.89,0.0207977,66,519.447,1134.69,3.74367,2.33899,2.64718,6.23377
1969,20,19.8824,0.149272,4.49561,4.93953,3.63924,1191.09,0.583028,1.33229,173837,0.965133,0.446364,1.71742,0.00224513,0.235626,0.00315902,530522,5941.98,8747.88,7277.33,2805.9,0.0283091,81,547.77,1357.68,2.31421,1.57192,1.88957,4.90074
1994,20,19.8747,0.0994286,4.48032,4.96126,3.66114,1356.03,0.57082,1.30572,173630,0.960959,0.460091,1.51284,0.00384536,0.36486,0.00481907,352642,9559.91,13218.1,10232.1,3658.23,0.0357966,97,585.911,1633.99,1.4384,1.04031,1.3439,3.75892
2015,20,19.8676,0.0483985,4.46464,4.98326,3.6833,1567.51,0.557719,1.27933,174001,0.956028,0.474381,1.31034,0.00644371,0.54506,0.00709054,243262,14895.4,19722.1,14738.3,4826.7,0.0433271,96,630.359,1940.19,0.923169,0.697237,0.933013,2.84894
2035,20,19.8615,0.000771623,4.48816,5.01814,3.71831,1271.83,0.536509,1.23849,174174,0.957681,0.4978,1.61446,0.00605955,0.662025,0.00829526,209888,12783,15966.5,11063.7,3183.52,0.0577405,115,461.039,1665.76,1.07573,0.861241,1.24289,4.31943
2104,20,19.8609,0,4.43764,5.07345,3.77363,1961.47,0.501342,1.17593,174059,0.94008,0.536857,1.05516,0.0213782,1.62934,0.0198878,91751.1,44835.2,53011.1,32925.2,8175.97,0.0762341,122,630.147,2778.52,0.306701,0.259398,0.417643,1.68188
2141,20,19.8608,0,4.38758,5.08434,3.78452,3027.29,0.494103,1.16394,174143,0.923004,0.544886,0.688755,0.0519457,2.60243,0.0314712,58277.9,113456,133601,81814.3,20145.5,0.0765211,119,962.435,4337.53,0.121201,0.102926,0.168076,0.682582
2181,20,19.8601,0,4.33722,5.10168,3.80188,4572.9,0.482962,1.14534,173838,0.90045,0.558038,0.458724,0.114678,3.88716,0.0468445,39875.9,300042,348866,202117,48824.4,0.0710544,119,1421.57,6777.4,0.0458302,0.0394162,0.0680349,0.281642
2251,20,19.7434,0,4.28663,5.15248,3.85524,6939.87,0.446777,1.09051,174538,0.860515,0.600785,0.30954,0.254147,6.07372,0.0709456,27306.5,955912,1.07974e+06,579028,123827,0.0621585,150,1937.06,10974,0.0143852,0.0127355,0.0237484,0.11105
2287,20,19.6413,0,4.23614,5.16853,3.87354,10376.4,0.436184,1.07536,174787,0.821144,0.61794,0.212159,0.422637,6.88462,0.0801736,24551.5,2.4067e+06,2.69609e+06,1.38328e+06,289398,0.0454262,160,2794.25,17050.6,0.00571364,0.00510034,0.00994089,0.0475158
2310,20,19.596,0,4.18609,5.17579,3.8818,15438.6,0.43293,1.07154,175596,0.778219,0.627565,0.145907,0.640878,7.05709,0.0823436,24089.7,5.55781e+06,6.21534e+06,3.08788e+06,657537,0.0316929,157,4125.48,26480.6,0.00247417,0.00221243,0.00445322,0.0209129
2330,20,19.5751,0,4.13333,5.17914,3.88562,23128.4,0.433302,1.07267,176241,0.728219,0.63377,0.100818,0.937715,6.88807,0.08081,24664.6,1.24184e+07,1.39102e+07,6.80544e+06,1.49181e+06,0.0214784,158,6152.12,40463.3,0.00110731,0.000988553,0.00202059,0.00921768
2352,20,19.5682,0,4.08188,5.17829,3.88492,33019.2,0.436694,1.07769,176412,0.67722,0.635712,0.0722654,1.27343,6.51289,0.0765252,25929.3,2.47729e+07,2.7921e+07,1.35801e+07,3.14813e+06,0.0147426,159,8924.28,59558.9,0.000555082,0.000492496,0.00101259,0.00436798
2372,20,19.5662,0,4.03129,5.17331,3.87998,46545.9,0.442449,1.08614,176530,0.624521,0.633454,0.0531631,1.69058,6.07099,0.0721707,27532.5,4.54989e+07,5.19968e+07,2.57694e+07,6.49783e+06,0.0103823,158,13134.9,84009,0.000302227,0.000264459,0.000533617,0.00211624
986,21,20.9974,0.750791,4.58707,4.67293,3.34894,519.961,0.716936,1.74069,172827,0.986952,0.298892,3.91461,0,,,,,,,,,,,,,,,
1142,21,20.9871,0.700777,4.58021,4.70406,3.38028,548.748,0.705015,1.69096,172585,0.985823,0.312081,3.70684,0,,,,,,,,,,,,,,,
1285,21,20.9763,0.650998,4.57819,4.73443,3.41088,554.651,0.692953,1.64378,172207,0.98497,0.32552,3.68099,0,,,,,,,,,,,,,,,
1426,21,20.965,0.600726,4.57542,4.76411,3.4408,576.607,0.680242,1.59899,172861,0.983911,0.33923,3.53496,0,,,,,,,,,,,,,,,
1554,21,20.9534,0.550749,4.57184,4.79267,3.4696,595.258,0.667748,1.55705,172919,0.982797,0.35298,3.42292,0,,,,,,,,,,,,,,,
1669,21,20.9413,0.50064,4.56737,4.8204,3.49758,617.711,0.655202,1.51739,172833,0.98155,0.366883,3.30066,0,,,,,,,,,,,,,,,
1771,21,20.9291,0.450611,4.56194,4.84731,3.52474,648.607,0.64251,1.47993,172867,0.980112,0.380914,3.14592,0,,,,,,,,,,,,,,,
1860,21,20.9168,0.400822,4.55547,4.87316,3.55085,690.007,0.629757,1.44485,173085,0.978452,0.394929,2.95719,6.2165e-107,1e-104,1.40125e-106,1.10996e+109,75.8906,1304.17,1834.97,1228.28,2.6977e-105,4,499.168,519.199,181.195,10.5438,7.49384,11.1953
1937,21,20.9044,0.350814,4.54779,4.89831,3.57625,742.147,0.616776,1.41154,173511,0.976529,0.409064,2.73579,0.000221627,0.0343089,0.00047882,3.34863e+06,1018.44,2185.91,2297.66,1167.47,0.00797806,44,428.221,700.413,13.502,6.29074,5.98478,11.7784
2003,21,20.8921,0.300416,4.53869,4.92292,3.60112,800.09,0.604142,1.37971,173063,0.974341,0.423406,2.55673,0.000540717,0.080203,0.00110323,1.47969e+06,1789.65,3118.24,2913.43,1328.59,0.0159767,66,422.332,836.767,7.68362,4.40985,4.71986,10.3501
2057,21,20.8803,0.25058,4.5282,4.94645,3.62489,898.597,0.59077,1.34995,174098,0.971576,0.43758,2.27268,0.00103304,0.141039,0.0019127,869861,2913.78,4476.31,3919.55,1562.53,0.0236084,76,425.146,980.582,4.7193,3.07195,3.50831,8.80045
2101,21,20.8688,0.19977,4.51581,4.96966,3.64835,990.048,0.578134,1.32119,173541,0.968551,0.452024,2.06978,0.00176591,0.225584,0.00301172,560644,4545.82,6492,5214.42,1946.18,0.0315285,89,443.606,1164.96,3.02497,2.11814,2.63711,7.06562
2135,21,20.8583,0.150102,4.50183,4.99173,3.67063,1124.66,0.565177,1.29436,173905,0.964847,0.466158,1.81663,0.00293979,0.340744,0.00448181,382564,7040.24,9523.71,7268.57,2483.47,0.0391036,93,468.802,1365.25,1.9532,1.44387,1.89184,5.53701
2163,21,20.8487,0.0997234,4.48594,5.01352,3.69262,1298.98,0.552132,1.26835,174091,0.960366,0.480515,1.57624,0.00487342,0.503734,0.00652605,266544,11093.7,14374.6,10483.5,3280.91,0.0467565,100,503.92,1634.05,1.23954,0.956619,1.31168,4.19121
2186,21,20.8401,0.048887,4.46968,5.03527,3.71455,1501.47,0.538902,1.24283,174065,0.955262,0.495242,1.37247,0.00789981,0.7273,0.00928039,190064,17424.9,21878.1,15190.1,4453.2,0.054517,113,552.336,1960.36,0.789158,0.628528,0.905257,3.08789
2208,21,20.8326,0.00083594,4.49157,5.06915,3.74858,1226.26,0.517601,1.20398,174053,0.956709,0.518861,1.67457,0.007257,0.855859,0.0105171,168976,14911,17993.6,11635.3,3082.6,0.0694979,129,416.304,1686.55,0.922207,0.764217,1.18183,4.46084
