model_number,Minit,M,Xc,logTeff,logL,logLspec,tau_Fe,beta_Fe,kap_Fe,T_Fe,r_Fe_R,Gamma_Fe,Y_Fe,tau_ratio,v_c,mach_max,tau_crit,t_th_zone,t_th_above,t_th_peak,t_th_top,nu_turn,FeCZ_ncells,tau_top,tau_bot,nu_th_zone,nu_th_above,nu_th_peak,nu_th_top
797,5,4.99996,0.750682,4.31194,2.81289,2.1121,3414.83,0.942411,5.91522,147010,0.983796,0.0588737,0.647525,0,,,,,,,,,,,,,,,
817,5,4.99974,0.696937,4.30329,2.84523,2.14446,3744.96,0.940085,5.71537,147547,0.982358,0.061285,0.589961,0,,,,,,,,,,,,,,,
826,5,4.99955,0.650358,4.30097,2.87381,2.17306,3893.13,0.937935,5.5449,148310,0.981438,0.063504,0.565252,0,,,,,,,,,,,,,,,
836,5,4.99932,0.596446,4.29779,2.90582,2.20508,4058.41,0.935446,5.36061,148774,0.980332,0.066092,0.542507,0,,,,,,,,,,,,,,,
845,5,4.99911,0.547395,4.29423,2.9339,2.23319,4252.72,0.933165,5.20436,149401,0.979211,0.0684552,0.516358,0,,,,,,,,,,,,,,,
854,5,4.9989,0.498009,4.28996,2.96119,2.2605,4437.52,0.930883,5.05727,149647,0.978034,0.0708378,0.493966,0,,,,,,,,,,,,,,,
863,5,4.99868,0.448345,4.28494,2.98769,2.28702,4733.63,0.928565,4.91883,150408,0.976633,0.0732365,0.462326,0,,,,,,,,,,,,,,,
872,5,4.99846,0.398443,4.2791,3.01318,2.31253,5005.8,0.92629,4.7896,150470,0.975182,0.0756268,0.438613,0,,,,,,,,,,,,,,,
881,5,4.99824,0.348559,4.27242,3.03754,2.3369,5393.12,0.924017,4.66957,151065,0.973494,0.0779885,0.406581,0,,,,,,,,,,,,,,,
890,5,4.99803,0.29911,4.26493,3.06061,2.35999,5863,0.921793,4.55894,151680,0.971615,0.0802988,0.374022,0,,,,,,,,,,,,,,,
899,5,4.99782,0.250387,4.25665,3.0822,2.3816,6362.85,0.919658,4.45805,152087,0.969617,0.0825262,0.343831,0,,,,,,,,,,,,,,,
909,5,4.9976,0.197204,4.24662,3.1045,2.40392,7047.85,0.917382,4.35643,152616,0.967139,0.084898,0.310195,0,,,,,,,,,,,,,,,
918,5,4.99742,0.149982,4.23696,3.1233,2.42274,7795.98,0.915398,4.27274,153258,0.964661,0.0869552,0.279908,0,,,,,,,,,,,,,,,
928,5,4.99723,0.0972498,4.22595,3.14339,2.44284,8688.86,0.913242,4.1854,153639,0.961744,0.0892126,0.251642,0,,,,,,,,,,,,,,,
937,5,4.99705,0.045016,4.2178,3.16371,2.46317,9515.29,0.910973,4.09905,154462,0.959046,0.0915598,0.229164,0,,,,,,,,,,,,,,,
953,5,4.9969,0.00088883,4.25383,3.21474,2.51422,7104.27,0.905049,3.89107,155748,0.962872,0.0977551,0.305231,0,,,,,,,,,,,,,,,
1224,5,4.99688,2.06296e-25,4.20273,3.25833,2.55781,11343,0.899672,3.72284,156649,0.950046,0.103404,0.190808,0,,,,,,,,,,,,,,,
1257,5,4.99686,0,4.15108,3.2813,2.58079,17953.7,0.896726,3.63756,156938,0.934777,0.106523,0.121462,0,,,,,,,,,,,,,,,
1285,5,4.99685,3.49014e-41,4.10001,3.28443,2.58391,28217.1,0.896291,3.62618,157324,0.917466,0.106957,0.0779161,0,,,,,,,,,,,,,,,
1311,5,4.99684,1.91736e-40,4.04816,3.27776,2.57725,43898.3,0.897149,3.65059,157373,0.897304,0.106037,0.0504531,0,,,,,,,,,,,,,,,
1335,5,4.99683,0,3.99653,3.26446,2.56395,66753.8,0.898887,3.69986,156814,0.874734,0.104228,0.0335323,0,,,,,,,,,,,,,,,
1357,5,4.9968,0,3.9461,3.24686,2.54635,100130,0.901123,3.76624,156310,0.850334,0.101884,0.0226268,0,,,,,,,,,,,,,,,
1379,5,4.99677,9.58029e-38,3.89444,3.22527,2.52476,151379,0.903799,3.84955,155643,0.824215,0.0990869,0.0152551,0,,,,,,,,,,,,,,,
1402,5,4.99676,0,3.84368,3.20148,2.50097,225573,0.906642,3.94363,155080,0.797413,0.0960984,0.0103798,0,,,,,,,,,,,,,,,
1429,5,4.99674,0,3.79326,3.17582,2.47532,337908,0.909576,4.04792,154926,0.767987,0.0929829,0.00706521,0,,,,,,,,,,,,,,,
1458,5,4.99672,0,3.74257,3.14718,2.44667,498505,0.912796,4.16789,153718,0.740281,0.0896294,0.00493834,0,,,,,,,,,,,,,,,
1500,5,4.99671,0,3.69255,3.09398,2.39348,1.98378e+06,0.960029,7.72657,100226,0.854163,0.146976,0.016035,331.97,2.00526,0.0413808,5975.77,2.73934e+08,3.42158e+08,6.8224e+07,6.8224e+07,0.00948815,95,1.98378e+06,3.1535e+06,5.01982e-05,4.0189e-05,0.000201556,0.000201556
1622,5,4.99654,0,3.64253,3.31144,2.61095,3.72545e+08,0.995863,75.5946,100147,0.759793,2.37305,0.0128518,326586,1.0872,0.022628,1140.72,6.87206e+10,7.04008e+10,1.68022e+09,1.68022e+09,0.00246894,434,3.72545e+08,8.85299e+08,2.001e-07,1.95324e-07,8.18405e-06,8.18405e-06
1971,5,4.96937,0,3.69341,3.37882,2.68069,802571,0.882535,3.28951,159166,0.641474,0.121248,0.00357585,0,,,,,,,,,,,,,,,
2006,5,4.96775,0,3.74429,3.39807,2.70009,476128,0.879628,3.22844,159925,0.661733,0.124431,0.00525527,0,,,,,,,,,,,,,,,
2046,5,4.96567,0,3.79495,3.41775,2.71996,326197,0.876582,3.16626,160131,0.699392,0.127748,0.00745842,0,,,,,,,,,,,,,,,
2085,5,4.96252,0,3.84535,3.44198,2.74446,221985,0.872696,3.09083,160269,0.734793,0.131942,0.0107068,0,,,,,,,,,,,,,,,
2158,5,4.95388,0,3.7942,3.46928,2.77251,319950,0.867984,3.00606,160860,0.682626,0.136886,0.00761751,0,,,,,,,,,,,,,,,
2185,5,4.95364,0,3.84499,3.48868,2.79193,220351,0.864681,2.94969,161098,0.720513,0.140462,0.0108434,0,,,,,,,,,,,,,,,
2220,5,4.95245,0,3.7938,3.47328,2.77664,319003,0.867324,2.99392,160601,0.681219,0.137634,0.00767656,0,,,,,,,,,,,,,,,
2244,5,4.95188,0,3.74212,3.46437,2.76778,463075,0.868772,3.01922,160482,0.637863,0.135996,0.00545801,0,,,,,,,,,,,,,,,
2272,5,4.95145,0,3.69163,3.45095,2.7544,755991,0.870884,3.05724,160367,0.610323,0.133532,0.00375652,0,,,,,,,,,,,,,,,
2368,5,4.95036,0,3.64143,3.42182,2.72536,1.15849e+08,0.991598,36.1287,100008,0.739658,1.47586,0.0135013,64362,1.39938,0.0290868,1799.96,3.55762e+10,3.65891e+10,1.01292e+09,1.01292e+09,0.00256728,429,1.15849e+08,2.79315e+08,3.86522e-07,3.75822e-07,1.35756e-05,1.35756e-05
804,5.2,5.19995,0.750618,4.3207,2.86946,2.15164,3190.17,0.939562,5.67196,147465,0.983969,0.0618339,0.692018,0,,,,,,,,,,,,,,,
824,5.2,5.1997,0.698967,4.31228,2.90061,2.18281,3517.96,0.937191,5.48801,148358,0.982553,0.0642806,0.624996,0,,,,,,,,,,,,,,,
834,5.2,5.19947,0.650569,4.30988,2.93035,2.21257,3689.76,0.934833,5.31848,149274,0.981567,0.0667129,0.595858,0,,,,,,,,,,,,,,,
844,5.2,5.19922,0.600071,4.30695,2.96039,2.24264,3836.19,0.932372,5.15296,149792,0.980537,0.0692697,0.57219,0,,,,,,,,,,,,,,,
854,5.2,5.19895,0.548663,4.30328,2.98991,2.27218,3958.02,0.929882,4.99581,149781,0.979469,0.0718843,0.554551,0,,,,,,,,,,,,,,,
864,5.2,5.19868,0.496452,4.29879,3.01881,2.3011,4161.02,0.927333,4.84702,150158,0.978205,0.074546,0.527466,0,,,,,,,,,,,,,,,
873,5.2,5.19843,0.448879,4.294,3.04423,2.32654,4445.69,0.924974,4.72015,151172,0.976845,0.0769739,0.491001,0,,,,,,,,,,,,,,,
882,5.2,5.19818,0.400874,4.28844,3.06885,2.35118,4688.79,0.922663,4.60082,151214,0.975463,0.0794077,0.467213,0,,,,,,,,,,,,,,,
892,5.2,5.1979,0.347298,4.28131,3.09511,2.37746,5118.65,0.920063,4.47717,152164,0.973607,0.0820948,0.426986,0,,,,,,,,,,,,,,,
901,5.2,5.19765,0.299225,4.27404,3.11762,2.39999,5486.9,0.917793,4.37409,152422,0.971872,0.0844757,0.397738,0,,,,,,,,,,,,,,,
911,5.2,5.19738,0.246383,4.26507,3.14111,2.4235,6121.94,0.9153,4.26937,153563,0.969544,0.0870395,0.355803,0,,,,,,,,,,,,,,,
920,5.2,5.19715,0.199353,4.25622,3.16094,2.44336,6610.54,0.913196,4.18317,153490,0.967467,0.0892713,0.330049,0,,,,,,,,,,,,,,,
930,5.2,5.19691,0.147535,4.24565,3.18175,2.46418,7436.96,0.910862,4.09482,154447,0.964689,0.0916788,0.29287,0,,,,,,,,,,,,,,,
939,5.2,5.1967,0.100611,4.23587,3.19978,2.48224,8177.22,0.908817,4.01995,154813,0.962109,0.0938224,0.266207,0,,,,,,,,,,,,,,,
948,5.2,5.19649,0.0497443,4.2274,3.21956,2.50203,8884.94,0.906519,3.93964,155181,0.95951,0.0962353,0.244936,0,,,,,,,,,,,,,,,
962,5.2,5.19629,0.000850943,4.26328,3.27224,2.55473,6633.49,0.900076,3.73451,156441,0.963194,0.102995,0.326182,0,,,,,,,,,,,,,,,
1014,5.2,5.19627,1.52644e-24,4.213,3.31293,2.59542,10620.2,0.894758,3.58442,157648,0.950696,0.108564,0.203543,0,,,,,,,,,,,,,,,
1047,5.2,5.19625,0,4.16196,3.33814,2.62062,17064.6,0.891281,3.49482,158787,0.935271,0.112176,0.127239,0,,,,,,,,,,,,,,,
1075,5.2,5.19624,0,4.11134,3.34251,2.625,26204.1,0.890708,3.4796,158485,0.918497,0.112817,0.0834797,0,,,,,,,,,,,,,,,
1101,5.2,5.19623,0,4.05976,3.33701,2.6195,40180.6,0.891498,3.4988,158039,0.89881,0.112013,0.0549014,0,,,,,,,,,,,,,,,
1125,5.2,5.19622,1.18531e-39,4.00833,3.32487,2.60736,62357.2,0.893123,3.54167,158233,0.875742,0.11026,0.0358166,0,,,,,,,,,,,,,,,
1147,5.2,5.19619,0,3.95792,3.30835,2.59085,93134.8,0.895352,3.60087,157721,0.851164,0.107921,0.0241813,0,,,,,,,,,,,,,,,
1169,5.2,5.19616,2.52012e-38,3.90574,3.2877,2.5702,140666,0.898073,3.6765,157038,0.824224,0.105072,0.0162617,0,,,,,,,,,,,,,,,
1191,5.2,5.19614,0,3.85516,3.26509,2.54759,212040,0.900919,3.7613,156916,0.796531,0.102043,0.010966,0,,,,,,,,,,,,,,,
1217,5.2,5.19612,0,3.8046,3.24057,2.52307,312447,0.90397,3.85581,155934,0.767297,0.098864,0.00763088,0,,,,,,,,,,,,,,,
1245,5.2,5.19611,0,3.75437,3.21369,2.4962,460378,0.90714,3.96197,155530,0.7376,0.0954922,0.00526032,0,,,,,,,,,,,,,,,
1279,5.2,5.19609,0,3.70383,3.17723,2.45973,820957,0.911341,4.1123,154142,0.731745,0.0911327,0.00349384,0,,,,,,,,,,,,,,,
1373,5.2,5.19604,0,3.65368,3.22176,2.50427,2.8934e+08,0.995949,77.2723,100240,0.794797,1.89755,0.0129609,257717,1.08173,0.0225025,1122.7,6.62274e+10,6.74727e+10,1.24535e+09,1.24535e+09,0.00324394,413,2.8934e+08,7.03381e+08,2.07633e-07,2.03801e-07,1.10419e-05,1.10419e-05
1767,5.2,5.16533,0,3.70489,3.43904,2.72412,655075,0.875854,3.15094,159851,0.628677,0.128355,0.00405883,0,,,,,,,,,,,,,,,
1800,5.2,5.16362,0,3.75639,3.45611,2.74133,435337,0.873103,3.09928,160697,0.662668,0.131354,0.0057324,0,,,,,,,,,,,,,,,
1839,5.2,5.16129,0,3.80761,3.47531,2.76073,294450,0.870001,3.04121,160491,0.702386,0.134781,0.00822538,0,,,,,,,,,,,,,,,
1869,5.2,5.15771,0,3.85792,3.49925,2.78498,202279,0.865885,2.96984,161043,0.737094,0.139175,0.0116897,0,,,,,,,,,,,,,,,
1941,5.2,5.14794,0,3.80645,3.52792,2.81446,292883,0.860673,2.88485,161493,0.684086,0.144689,0.00834246,0,,,,,,,,,,,,,,,
1964,5.2,5.14771,0,3.85778,3.54625,2.83281,200138,0.857351,2.8339,161812,0.722935,0.148268,0.0118788,0,,,,,,,,,,,,,,,
1996,5.2,5.1464,0,3.80704,3.53166,2.81834,290611,0.859977,2.87393,161532,0.683489,0.145433,0.00839359,0,,,,,,,,,,,,,,,
2018,5.2,5.14577,0,3.75638,3.52356,2.81029,416705,0.861397,2.89593,161266,0.640188,0.143855,0.00604465,0,,,,,,,,,,,,,,,
2042,5.2,5.14533,0,3.70623,3.51248,2.79924,615092,0.863234,2.92581,161270,0.601428,0.141692,0.00431476,0,,,,,,,,,,,,,,,
2094,5.2,5.14465,0,3.6562,3.45757,2.74439,1.26324e+07,0.974407,11.8413,100167,0.763725,0.50535,0.0143958,3323.1,2.01835,0.041784,3801.38,5.36007e+09,5.67154e+09,3.11472e+08,3.11472e+08,0.00383251,313,1.26324e+07,2.95377e+07,2.56545e-06,2.42456e-06,4.41484e-05,4.41484e-05
811,5.4,5.39994,0.750637,4.32913,2.9236,2.18939,3077.82,0.936661,5.45004,149005,0.98401,0.0648092,0.713669,0,,,,,,,,,,,,,,,
832,5.4,5.39965,0.697845,4.3207,2.95555,2.22136,3345.54,0.93413,5.26952,149261,0.982644,0.0674501,0.65706,0,,,,,,,,,,,,,,,
843,5.4,5.39936,0.648317,4.31827,2.98596,2.2518,3417.76,0.931633,5.10362,149272,0.981774,0.0700698,0.643439,0,,,,,,,,,,,,,,,
854,5.4,5.39905,0.596669,4.31525,3.01665,2.28252,3552.04,0.92899,4.94203,149734,0.980736,0.0728236,0.618456,0,,,,,,,,,,,,,,,
864,5.4,5.39876,0.548586,4.31181,3.04426,2.31014,3727.16,0.926505,4.80151,150476,0.979642,0.0753998,0.587307,0,,,,,,,,,,,,,,,
874,5.4,5.39846,0.499496,4.30763,3.07148,2.33739,3951.46,0.923958,4.66718,151311,0.978397,0.0780365,0.552629,0,,,,,,,,,,,,,,,
884,5.4,5.39815,0.449355,4.30263,3.09836,2.36429,4184.71,0.921368,4.53864,151840,0.977047,0.0807361,0.520985,0,,,,,,,,,,,,,,,
894,5.4,5.39783,0.398236,4.29672,3.1246,2.39057,4479.03,0.918748,4.41691,152377,0.975508,0.0834706,0.487116,0,,,,,,,,,,,,,,,
904,5.4,5.39751,0.346473,4.28984,3.15001,2.416,4817.06,0.916116,4.30246,152970,0.973798,0.086212,0.450838,0,,,,,,,,,,,,,,,
913,5.4,5.39722,0.299702,4.2828,3.172,2.43801,5259.88,0.913747,4.20619,153845,0.971967,0.0886639,0.41339,0,,,,,,,,,,,,,,,
923,5.4,5.39691,0.247908,4.27406,3.19516,2.46119,5685.96,0.911226,4.10736,153928,0.969923,0.091328,0.382096,0,,,,,,,,,,,,,,,
933,5.4,5.39662,0.196611,4.26443,3.21692,2.48297,6284.19,0.908751,4.01689,154538,0.967531,0.0939105,0.345185,0,,,,,,,,,,,,,,,
942,5.4,5.39636,0.150699,4.25509,3.2355,2.50157,6978.56,0.906559,3.94146,155362,0.965073,0.0961791,0.310843,0,,,,,,,,,,,,,,,
952,5.4,5.39609,0.099158,4.24437,3.2555,2.5216,7724.32,0.904175,3.862,155701,0.962274,0.0986868,0.280484,0,,,,,,,,,,,,,,,
961,5.4,5.39584,0.0485885,4.23608,3.27534,2.54146,8465.5,0.901718,3.78498,156435,0.959602,0.101246,0.255842,0,,,,,,,,,,,,,,,
975,5.4,5.3956,0.000809077,4.27216,3.3276,2.59374,6242.47,0.895003,3.59044,157359,0.963421,0.108328,0.344593,0,,,,,,,,,,,,,,,
1030,5.4,5.39558,9.71099e-26,4.22136,3.36692,2.63306,10097.8,0.889569,3.45156,158759,0.950871,0.114006,0.212908,0,,,,,,,,,,,,,,,
1063,5.4,5.39556,0,4.17019,3.39285,2.65899,15934.5,0.885879,3.36335,159074,0.935693,0.117928,0.136027,0,,,,,,,,,,,,,,,
1091,5.4,5.39555,0,4.11946,3.3978,2.66394,24636.1,0.885169,3.34679,159030,0.918796,0.118692,0.0885228,0,,,,,,,,,,,,,,,
1117,5.4,5.39554,0,4.06778,3.39293,2.65908,38143.6,0.885877,3.36304,158951,0.898828,0.11794,0.0575985,0,,,,,,,,,,,,,,,
1141,5.4,5.39553,0,4.01619,3.38148,2.64762,58248.7,0.887545,3.40169,158567,0.876028,0.11619,0.0381157,0,,,,,,,,,,,,,,,
1163,5.4,5.39549,0,3.96572,3.36572,2.63187,88246.9,0.889756,3.45566,158499,0.8507,0.113829,0.0254416,0,,,,,,,,,,,,,,,
1184,5.4,5.39547,0,3.91537,3.34672,2.61287,131359,0.892405,3.52202,157890,0.82405,0.111049,0.0173501,0,,,,,,,,,,,,,,,
1206,5.4,5.39544,0,3.86339,3.32449,2.59064,197883,0.895407,3.60145,157299,0.79561,0.107887,0.0117282,0,,,,,,,,,,,,,,,
1231,5.4,5.39542,0,3.81239,3.30073,2.56688,294946,0.8985,3.68849,156834,0.765268,0.104613,0.00803172,0,,,,,,,,,,,,,,,
1259,5.4,5.3954,0,3.76087,3.27426,2.54041,437215,0.901845,3.78803,156036,0.733839,0.101085,0.00556039,0,,,,,,,,,,,,,,,
1290,5.4,5.39538,0,3.71063,3.24253,2.50868,689754,0.905649,3.91087,155594,0.712263,0.0970144,0.00376408,0,,,,,,,,,,,,,,,
1370,5.4,5.39534,1.05324e-34,3.66059,3.19582,2.46198,1.74389e+08,0.995117,63.4948,100261,0.812581,1.41384,0.0131928,138315,1.16105,0.0241333,1260.81,4.65202e+10,4.74005e+10,8.80285e+08,8.80285e+08,0.00394646,372,1.74389e+08,4.29598e+08,2.95592e-07,2.90102e-07,1.56211e-05,1.56211e-05
1783,5.4,5.36114,0,3.71124,3.49407,2.76299,604786,0.869525,3.03219,160371,0.623534,0.135083,0.00431081,0,,,,,,,,,,,,,,,
1815,5.4,5.35938,3.66531e-32,3.76229,3.50955,2.77862,412367,0.866909,2.98739,161064,0.660306,0.137962,0.00603328,0,,,,,,,,,,,,,,,
1849,5.4,5.35689,0,3.81323,3.52779,2.79706,279604,0.863833,2.93439,160708,0.700569,0.141393,0.0086542,0,,,,,,,,,,,,,,,
1878,5.4,5.35323,0,3.86384,3.55019,2.81976,192538,0.859765,2.87021,161405,0.735843,0.145721,0.0122619,0,,,,,,,,,,,,,,,
1960,5.4,5.34136,0,3.81253,3.58277,2.8533,278474,0.853494,2.77741,162164,0.681254,0.152332,0.00873143,0,,,,,,,,,,,,,,,
1988,5.4,5.34096,0,3.86326,3.60538,2.87594,191586,0.849152,2.71729,162549,0.718328,0.157009,0.0123977,0,,,,,,,,,,,,,,,
2024,5.4,5.33943,0,3.81172,3.58669,2.85737,278754,0.85276,2.76644,161953,0.679384,0.153159,0.00876577,0,,,,,,,,,,,,,,,
2046,5.4,5.33878,0,3.75974,3.57843,2.84917,404481,0.854232,2.78786,162037,0.634058,0.151458,0.0062208,0,,,,,,,,,,,,,,,
2070,5.4,5.33832,0,3.70807,3.56717,2.83794,597173,0.856234,2.81693,161802,0.592714,0.149133,0.00445206,0,,,,,,,,,,,,,,,
2116,5.4,5.33769,0,3.65787,3.51931,2.79014,6.079e+06,0.960786,7.86764,100151,0.762061,0.373066,0.0146907,1164.78,2.25253,0.0465174,5219,2.91823e+09,3.14995e+09,2.3171e+08,2.3171e+08,0.00388034,249,6.079e+06,1.36851e+07,4.71209e-06,4.36547e-06,5.93456e-05,5.93456e-05
816,5.6,5.59993,0.75074,4.33727,2.97547,2.22546,2870.2,0.933799,5.24678,149252,0.984205,0.0677964,0.763182,0,,,,,,,,,,,,,,,
838,5.6,5.59959,0.697658,4.32879,3.00767,2.2577,3130.03,0.931118,5.07214,149691,0.982831,0.0705892,0.698517,0,,,,,,,,,,,,,,,
850,5.6,5.59924,0.647301,4.32634,3.03861,2.28866,3259.96,0.928429,4.91046,150262,0.98186,0.0733888,0.672655,0,,,,,,,,,,,,,,,
861,5.6,5.59891,0.599052,4.32354,3.06731,2.31739,3386.45,0.925824,4.76534,150945,0.980883,0.076091,0.643598,0,,,,,,,,,,,,,,,
872,5.6,5.59855,0.549264,4.32002,3.09595,2.34606,3562.91,0.923124,4.6253,151665,0.979749,0.0788948,0.611259,0,,,,,,,,,,,,,,,
883,5.6,5.59818,0.498275,4.3157,3.12427,2.3744,3744.71,0.920372,4.49138,152030,0.978521,0.081777,0.582539,0,,,,,,,,,,,,,,,
893,5.6,5.59783,0.450779,4.31099,3.14978,2.39994,3947.16,0.917789,4.37433,152585,0.977259,0.0844688,0.550159,0,,,,,,,,,,,,,,,
904,5.6,5.59744,0.39734,4.30484,3.17728,2.42747,4235.69,0.914908,4.252,153128,0.975661,0.0874811,0.513292,0,,,,,,,,,,,,,,,
914,5.6,5.59708,0.347869,4.29829,3.20164,2.45186,4551.18,0.912267,4.14683,153628,0.97402,0.0902457,0.477824,0,,,,,,,,,,,,,,,
924,5.6,5.59672,0.297774,4.29078,3.22527,2.47552,4991.48,0.909586,4.04763,154644,0.972078,0.0930184,0.434575,0,,,,,,,,,,,,,,,
934,5.6,5.59637,0.247454,4.2823,3.24785,2.49813,5448.1,0.906975,3.95533,155140,0.970001,0.0957544,0.397866,0,,,,,,,,,,,,,,,
944,5.6,5.59602,0.197142,4.27288,3.26932,2.51963,6031.23,0.904397,3.86976,155894,0.967624,0.0984371,0.358678,0,,,,,,,,,,,,,,,
954,5.6,5.59569,0.146916,4.26267,3.28977,2.54009,6664.49,0.901894,3.79023,156317,0.965059,0.101067,0.324268,0,,,,,,,,,,,,,,,
964,5.6,5.59538,0.0959416,4.25211,3.30968,2.56003,7410.82,0.899371,3.71453,156951,0.962225,0.103701,0.290589,0,,,,,,,,,,,,,,,
973,5.6,5.59508,0.0454307,4.24419,3.32976,2.58013,8035.38,0.896782,3.64,157313,0.95968,0.106435,0.268796,0,,,,,,,,,,,,,,,
991,5.6,5.59482,0.000976444,4.27842,3.37821,2.6286,6028.75,0.890238,3.46706,158190,0.96333,0.113348,0.356571,0,,,,,,,,,,,,,,,
1328,5.6,5.5948,2.21626e-28,4.22813,3.42055,2.67095,9725.23,0.884094,3.32349,159643,0.950637,0.119782,0.221123,0,,,,,,,,,,,,,,,
1361,5.6,5.59477,0,4.17666,3.44565,2.69605,15217.8,0.880358,3.24158,159687,0.935531,0.123781,0.14195,0,,,,,,,,,,,,,,,
1389,5.6,5.59476,0,4.12585,3.45069,2.70109,23448.4,0.879616,3.22539,159470,0.918628,0.1246,0.0927641,0,,,,,,,,,,,,,,,
1415,5.6,5.59475,0,4.07414,3.44625,2.69665,36905.3,0.88025,3.23966,159872,0.898152,0.123879,0.0595958,0,,,,,,,,,,,,,,,
1439,5.6,5.59474,0,4.02259,3.43541,2.68581,56841.7,0.881877,3.27469,159879,0.874855,0.122132,0.0390634,0,,,,,,,,,,,,,,,
1461,5.6,5.59471,0,3.9721,3.42034,2.67075,83816.8,0.884214,3.32413,158684,0.849989,0.11975,0.0268841,0,,,,,,,,,,,,,,,
1482,5.6,5.59467,0,3.92158,3.40207,2.65247,128413,0.886788,3.3852,159314,0.821557,0.116925,0.0177513,0,,,,,,,,,,,,,,,
1503,5.6,5.59465,0,3.8711,3.38135,2.63175,189737,0.889769,3.45597,158489,0.793539,0.113809,0.0122348,0,,,,,,,,,,,,,,,
1527,5.6,5.59462,0,3.82026,3.35858,2.60899,279637,0.892923,3.53544,157802,0.763307,0.110482,0.00844226,0,,,,,,,,,,,,,,,
1554,5.6,5.5946,0,3.76938,3.33352,2.58393,416950,0.896232,3.62518,157623,0.730607,0.106934,0.00579703,0,,,,,,,,,,,,,,,
1584,5.6,5.59458,0,3.71815,3.30358,2.554,639687,0.900041,3.73522,157227,0.70221,0.102847,0.0039599,0,,,,,,,,,,,,,,,
1649,5.6,5.59455,0,3.66811,3.2106,2.46102,5.56628e+07,0.991512,35.7418,100359,0.824971,0.793823,0.0136459,30940.5,1.41451,0.0293407,1799.03,1.60459e+10,1.65105e+10,4.6463e+08,4.6463e+08,0.00502444,290,5.56628e+07,1.35466e+08,8.5698e-07,8.32864e-07,2.95955e-05,2.95955e-05
2081,5.6,5.55648,0,3.71933,3.54756,2.80094,564193,0.862946,2.92122,161446,0.619674,0.142021,0.0045631,0,,,,,,,,,,,,,,,
2113,5.6,5.55459,0,3.771,3.56197,2.8155,385711,0.860442,2.88124,161636,0.659922,0.144854,0.00644132,0,,,,,,,,,,,,,,,
2144,5.6,5.55193,0,3.82105,3.57926,2.83299,265423,0.857325,2.83298,161664,0.699561,0.148281,0.00908155,0,,,,,,,,,,,,,,,
2172,5.6,5.54805,0,3.87164,3.60058,2.85462,182484,0.853286,2.77418,162098,0.735293,0.152618,0.0129426,0,,,,,,,,,,,,,,,
2271,5.6,5.53735,0,3.92244,3.64967,2.90455,123334,0.843441,2.64312,163085,0.761757,0.163122,0.0187342,0,,,,,,,,,,,,,,,
2307,5.6,5.53307,0,3.87176,3.64752,2.90274,178872,0.84385,2.6476,162715,0.721297,0.16272,0.0132367,0,,,,,,,,,,,,,,,
2326,5.6,5.53176,0,3.82166,3.6432,2.89852,259663,0.844635,2.65812,162944,0.678453,0.161786,0.00937163,0,,,,,,,,,,,,,,,
2348,5.6,5.5309,0,3.76977,3.6358,2.89118,370791,0.846118,2.67636,162426,0.633473,0.160168,0.00676177,0,,,,,,,,,,,,,,,
2371,5.6,5.53034,0,3.71873,3.62568,2.88111,531171,0.848052,2.70113,161988,0.590844,0.157947,0.00491688,0,,,,,,,,,,,,,,,
2405,5.6,5.52979,0,3.66795,3.60084,2.85631,848374,0.887148,3.0378,100266,0.759318,0.167761,0.0161499,21.7761,0.868403,0.0175416,38958.9,5.60198e+07,1.68744e+08,1.12724e+08,1.12724e+08,0.00131571,28,848374,942233,0.000245467,8.14901e-05,0.000121988,0.000121988
823,5.8,5.79993,0.750717,4.34494,3.02534,2.2601,2708.86,0.930914,5.05943,149716,0.984345,0.0708023,0.807498,0,,,,,,,,,,,,,,,
845,5.8,5.79954,0.700907,4.3367,3.05559,2.29037,2961.17,0.92828,4.90165,150213,0.98302,0.073547,0.739362,0,,,,,,,,,,,,,,,
858,5.8,5.79915,0.650831,4.33429,3.08642,2.32124,3055.8,0.92548,4.74624,150776,0.982106,0.0764607,0.712391,0,,,,,,,,,,,,,,,
871,5.8,5.79872,0.598213,4.33128,3.11778,2.35262,3215.18,0.922499,4.59386,151679,0.981003,0.0795523,0.676053,0,,,,,,,,,,,,,,,
883,5.8,5.7983,0.548138,4.32775,3.14659,2.38147,3356.66,0.919675,4.45864,152011,0.97991,0.0825128,0.649413,0,,,,,,,,,,,,,,,
894,5.8,5.7979,0.500644,4.32375,3.173,2.40791,3538.91,0.916962,4.33849,152796,0.978737,0.0853297,0.613053,0,,,,,,,,,,,,,,,
906,5.8,5.79744,0.447023,4.31844,3.20182,2.43677,3804.61,0.913893,4.21159,153632,0.977237,0.0885241,0.571418,0,,,,,,,,,,,,,,,
916,5.8,5.79705,0.400977,4.31317,3.22557,2.46055,4023.59,0.91129,4.11011,154043,0.975893,0.0912533,0.539289,0,,,,,,,,,,,,,,,
927,5.8,5.7966,0.349073,4.30637,3.25125,2.48626,4344.58,0.908366,4.00346,154717,0.974172,0.0943077,0.498445,0,,,,,,,,,,,,,,,
937,5.8,5.7962,0.300961,4.29922,3.27408,2.50911,4730.44,0.905663,3.91133,155581,0.972342,0.0971154,0.456839,0,,,,,,,,,,,,,,,
