model_number,Minit,M,Xc,logTeff,logL,logLspec,tau_Fe,beta_Fe,kap_Fe,T_Fe,r_Fe_R,Gamma_Fe,Y_Fe,tau_ratio,v_c,mach_max,tau_crit,t_th_zone,t_th_above,t_th_peak,t_th_top,nu_turn,FeCZ_ncells,tau_top,tau_bot,nu_th_zone,nu_th_above,nu_th_peak,nu_th_top
722,5,4.99994,0.714691,4.24171,2.72918,2.02839,18509.7,0.922439,10.7419,191559,0.974614,0.088171,0.10655,0,,,,,,,,,,,,,,,
744,5,4.9995,0.664474,4.23209,2.7558,2.05505,20083.1,0.919652,10.4854,191556,0.972611,0.0915144,0.0979264,0,,,,,,,,,,,,,,,
758,5,4.99903,0.610972,4.22615,2.78726,2.08655,21170.5,0.916233,10.191,191524,0.970758,0.0956354,0.0931424,0,,,,,,,,,,,,,,,
769,5,4.99861,0.564262,4.22129,2.81421,2.11354,22011.9,0.913226,9.94575,191314,0.969135,0.099318,0.089804,0,,,,,,,,,,,,,,,
780,5,4.99816,0.514816,4.21583,2.84182,2.14119,22957.8,0.909995,9.70085,191233,0.967321,0.103241,0.0858848,0,,,,,,,,,,,,,,,
791,5,4.99768,0.463273,4.20952,2.86952,2.16893,24408.7,0.90657,9.46174,191398,0.965159,0.107338,0.0810761,0,,,,,,,,,,,,,,,
802,5,4.9972,0.410171,4.20214,2.89665,2.1961,26039.7,0.90312,9.23349,191422,0.962751,0.111511,0.0760859,0,,,,,,,,,,,,,,,
812,5,4.99675,0.361162,4.19441,2.92032,2.21981,27603.7,0.900125,9.03914,190997,0.96037,0.115289,0.0719237,0,,,,,,,,,,,,,,,
822,5,4.99631,0.312069,4.18568,2.94267,2.2422,29764.5,0.897107,8.85949,190957,0.957627,0.118977,0.0668106,0,,,,,,,,,,,,,,,
832,5,4.99589,0.263311,4.17594,2.96336,2.26292,32198.2,0.894275,8.69653,190773,0.954642,0.122496,0.0617314,0,,,,,,,,,,,,,,,
843,5,4.99546,0.210359,4.16412,2.98403,2.28363,35696.9,0.891328,8.53689,190713,0.950914,0.12612,0.0558758,0,,,,,,,,,,,,,,,
853,5,4.99509,0.162876,4.15245,3.00106,2.3007,39536.8,0.888757,8.40749,190904,0.947156,0.129185,0.0503536,0,,,,,,,,,,,,,,,
864,5,4.99471,0.110662,4.13892,3.01841,2.31808,44067.2,0.886303,8.27801,190420,0.94275,0.132389,0.045383,0,,,,,,,,,,,,,,,
874,5,4.99437,0.0605981,4.12719,3.03526,2.33496,48675.6,0.883646,8.15397,190583,0.938434,0.135575,0.0409554,0,,,,,,,,,,,,,,,
882,5,4.99407,0.0118149,4.13243,3.0645,2.36422,45852.9,0.87928,7.94378,189815,0.937899,0.141287,0.0438152,0,,,,,,,,,,,,,,,
932,5,4.994,0.000991836,4.16515,3.11105,2.41078,34216.8,0.871498,7.62074,189837,0.943389,0.150879,0.0585082,0,,,,,,,,,,,,,,,
1265,5,4.99397,7.87103e-19,4.11476,3.13707,2.4368,52324.2,0.867088,7.44588,189461,0.926947,0.156519,0.0384409,0,,,,,,,,,,,,,,,
1295,5,4.99395,0,4.06404,3.14606,2.44579,82329.1,0.865111,7.38638,190318,0.907356,0.158517,0.0246404,0,,,,,,,,,,,,,,,
1321,5,4.99392,0,4.01193,3.13226,2.432,125910,0.867906,7.47786,189549,0.886646,0.155463,0.0162622,0,,,,,,,,,,,,,,,
1344,5,4.99389,0,3.96138,3.10751,2.40725,195414,0.871982,7.64476,190145,0.864182,0.15013,0.0105956,0,,,,,,,,,,,,,,,
1366,5,4.99386,0,3.91066,3.07472,2.37446,297002,0.8775,7.87149,190105,0.841475,0.14334,0.00701143,0,,,,,,,,,,,,,,,
1389,5,4.99384,0,3.85931,3.03563,2.33537,459176,0.883603,8.15079,190511,0.81749,0.135651,0.00458538,0,,,,,,,,,,,,,,,
1416,5,4.99383,0,3.80803,2.99299,2.29274,704181,0.889978,8.46701,190734,0.791813,0.127737,0.00303171,0,,,,,,,,,,,,,,,
1445,5,4.99381,0,3.75777,2.94886,2.24861,1.06227e+06,0.896325,8.80745,190539,0.766453,0.120035,0.00204602,0,,,,,,,,,,,,,,,
1478,5,4.9938,0,3.70693,2.89704,2.19679,1.80035e+06,0.903108,9.22606,191028,0.756554,0.111598,0.00129976,0,,,,,,,,,,,,,,,
1540,5,4.99378,0,3.65674,2.77749,2.07724,1.30781e+08,0.995785,105.152,100304,0.865943,0.965591,0.0113639,107466,1.03826,0.0219648,1216.95,4.76267e+10,4.81664e+10,5.39668e+08,5.39668e+08,0.00760065,357,1.30781e+08,5.35944e+08,2.88724e-07,2.85489e-07,2.54804e-05,2.54804e-05
1649,5,4.99366,0,3.6066,3.11256,2.41232,4.66479e+08,0.99618,116.299,100018,0.771714,2.31087,0.00913979,377577,0.926924,0.0196494,1235.45,1.06955e+11,1.09244e+11,2.28897e+09,2.28897e+09,0.00240742,430,4.66479e+08,1.71849e+09,1.28568e-07,1.25874e-07,6.00749e-06,6.00749e-06
2148,5,4.97716,0,3.65693,3.05144,2.35264,7.83065e+06,0.976156,18.9902,100097,0.837194,0.328868,0.0123903,1968.77,1.79717,0.0381902,3977.43,4.89027e+09,5.06025e+09,1.69976e+08,1.69976e+08,0.0074723,214,7.83065e+06,3.27995e+07,2.81191e-06,2.71745e-06,8.08994e-05,8.08994e-05
2190,5,4.9766,0,3.70765,3.1262,2.42745,1.42803e+06,0.867658,7.57085,190052,0.689625,0.155756,0.00162557,0,,,,,,,,,,,,,,,
2220,5,4.97611,0,3.75851,3.15826,2.45955,936354,0.861997,7.35821,189824,0.7194,0.162994,0.00239911,0,,,,,,,,,,,,,,,
2320,5,4.9697,0,3.70789,3.17615,2.478,1.35777e+06,0.858665,7.2354,189418,0.67482,0.167229,0.00172715,0,,,,,,,,,,,,,,,
2369,5,4.96696,0,3.65698,3.13611,2.43819,3.26008e+06,0.958683,11.3616,100161,0.825982,0.239598,0.0126947,529.332,2.01118,0.0425665,6158.85,2.56182e+09,2.68637e+09,1.24557e+08,1.24557e+08,0.00692647,244,3.26008e+06,1.34324e+07,5.36767e-06,5.11879e-06,0.0001104,0.0001104
729,5.2,5.19993,0.7147,4.25194,2.7894,2.07158,16788.4,0.917901,10.3299,191430,0.975046,0.0936534,0.117332,0,,,,,,,,,,,,,,,
752,5.2,5.1994,0.66428,4.24232,2.81638,2.09861,18351.4,0.91489,10.0807,191493,0.973011,0.0972632,0.107677,0,,,,,,,,,,,,,,,
766,5.2,5.19887,0.614952,4.2369,2.84556,2.12783,19096.7,0.911593,9.81843,191184,0.971386,0.101326,0.103526,0,,,,,,,,,,,,,,,
779,5.2,5.19832,0.563906,4.23167,2.87519,2.15751,19868.3,0.908055,9.55939,191093,0.96966,0.10563,0.099219,0,,,,,,,,,,,,,,,
791,5.2,5.19776,0.513409,4.22617,2.90352,2.18588,20984.1,0.904471,9.3187,191265,0.967739,0.109923,0.0943046,0,,,,,,,,,,,,,,,
802,5.2,5.19722,0.464786,4.22029,2.9298,2.21221,21940.9,0.901125,9.10098,191023,0.965834,0.114064,0.0902013,0,,,,,,,,,,,,,,,
813,5.2,5.19666,0.414292,4.21341,2.95582,2.23828,23324.8,0.897615,8.89071,191062,0.963589,0.118321,0.0849819,0,,,,,,,,,,,,,,,
824,5.2,5.19609,0.362554,4.20541,2.98108,2.26358,24733.4,0.8942,8.69133,190709,0.961148,0.122609,0.0800024,0,,,,,,,,,,,,,,,
834,5.2,5.19557,0.314975,4.19709,3.003,2.28555,26646.9,0.891034,8.52222,190758,0.958522,0.126459,0.0744215,0,,,,,,,,,,,,,,,
845,5.2,5.19502,0.262686,4.18679,3.02547,2.30806,29114.5,0.887771,8.35245,190558,0.955324,0.130535,0.0684655,0,,,,,,,,,,,,,,,
856,5.2,5.1945,0.21074,4.17531,3.04603,2.32866,31915.3,0.884725,8.20008,190293,0.951818,0.134379,0.0624426,0,,,,,,,,,,,,,,,
866,5.2,5.19406,0.163858,4.16393,3.06316,2.34583,35150.5,0.882103,8.07535,190132,0.948215,0.137671,0.0568688,0,,,,,,,,,,,,,,,
877,5.2,5.1936,0.112238,4.15068,3.08069,2.3634,39489.6,0.879195,7.94961,190402,0.943806,0.141124,0.0504843,0,,,,,,,,,,,,,,,
887,5.2,5.19319,0.0628236,4.13907,3.09757,2.38031,43652.7,0.876489,7.83069,190240,0.939559,0.144532,0.0459515,0,,,,,,,,,,,,,,,
895,5.2,5.1928,0.0114207,4.1442,3.12801,2.41079,41526.8,0.87136,7.62072,190180,0.938772,0.150881,0.0483239,0,,,,,,,,,,,,,,,
930,5.2,5.19271,0.000991475,4.17621,3.17271,2.4555,30651.9,0.863793,7.32287,189278,0.944343,0.160704,0.0655177,0,,,,,,,,,,,,,,,
1265,5.2,5.19268,6.07815e-20,4.12512,3.19884,2.48163,47896.3,0.858785,7.15434,189583,0.927638,0.166743,0.0421054,0,,,,,,,,,,,,,,,
1295,5.2,5.19265,0,4.07424,3.20874,2.49153,74074.7,0.856814,7.09134,189748,0.908407,0.169088,0.0273715,0,,,,,,,,,,,,,,,
1320,5.2,5.19263,0,4.02413,3.19667,2.47947,112881,0.859272,7.16814,189415,0.888238,0.166235,0.0181882,0,,,,,,,,,,,,,,,
1343,5.2,5.1926,1.65286e-42,3.97362,3.17342,2.45621,173204,0.863396,7.31817,189878,0.865986,0.160866,0.0118854,0,,,,,,,,,,,,,,,
1365,5.2,5.19257,0,3.92243,3.14189,2.42469,264075,0.869154,7.52664,189639,0.842621,0.153865,0.0078792,0,,,,,,,,,,,,,,,
1387,5.2,5.19254,0,3.87178,3.10491,2.38771,411569,0.875135,7.77884,190548,0.818097,0.146042,0.00513116,0,,,,,,,,,,,,,,,
1413,5.2,5.19252,0,3.82012,3.06356,2.34636,625073,0.881918,8.07094,190379,0.792504,0.137765,0.00341138,0,,,,,,,,,,,,,,,
1442,5.2,5.19251,0,3.76895,3.02032,2.30312,960891,0.888364,8.3881,190930,0.765069,0.12961,0.00225522,0,,,,,,,,,,,,,,,
1473,5.2,5.1925,0,3.71796,2.97393,2.25673,1.49936e+06,0.895006,8.74234,191092,0.742183,0.1214,0.00149271,0,,,,,,,,,,,,,,,
1523,5.2,5.19248,0,3.66782,2.86646,2.14926,2.04382e+07,0.98863,38.7634,100661,0.86993,0.420189,0.012263,8820.36,1.47103,0.0309726,2317.16,8.53334e+09,8.73392e+09,2.00584e+08,2.00584e+08,0.00991116,262,2.04382e+07,8.19531e+07,1.61144e-06,1.57443e-06,6.85548e-05,6.85548e-05
1612,5.2,5.19245,0,3.61761,3.04712,2.32993,4.0311e+08,0.996345,121.642,100388,0.799924,1.99961,0.00925955,337833,0.918203,0.0194281,1193.22,1.034e+11,1.05221e+11,1.82132e+09,1.82132e+09,0.00300227,411,4.0311e+08,1.5104e+09,1.32988e-07,1.30686e-07,7.55001e-06,7.55001e-06
2165,5.2,5.17238,0,3.66774,3.15529,2.43978,3.22957e+06,0.878572,7.91928,185308,0.704967,0.167622,0.00120677,185.918,2.09564,0.0440434,17370.9,8.51661e+08,9.27064e+08,6.66977e+08,7.54025e+07,0.00538008,167,1.21362e+06,3.95634e+06,1.61461e-05,1.48328e-05,2.06169e-05,0.000182368
2198,5.2,5.17194,0,3.71919,3.19899,2.48351,1.24249e+06,0.857713,7.19962,189259,0.685924,0.168528,0.0018618,0,,,,,,,,,,,,,,,
2227,5.2,5.17146,0,3.77082,3.23023,2.5148,825602,0.851703,7.00231,189187,0.719201,0.176152,0.00272935,0,,,,,,,,,,,,,,,
2372,5.2,5.16368,0,3.71965,3.25183,2.53705,1.18595e+06,0.847193,6.86198,189081,0.670526,0.181698,0.00196499,0,,,,,,,,,,,,,,,
2405,5.2,5.16175,0,3.66913,3.22701,2.51239,2.27981e+06,0.852313,7.02098,189148,0.663541,0.175646,0.00125791,0,,,,,,,,,,,,,,,
2511,5.2,5.15851,0,3.61906,3.13971,2.42537,1.42273e+08,0.9933,65.9756,100138,0.788956,1.35082,0.00983171,80757.3,1.14009,0.0243215,1761.73,6.52675e+10,6.64031e+10,1.13561e+09,1.13561e+09,0.00318475,452,1.42273e+08,5.83487e+08,2.10686e-07,2.07083e-07,1.21089e-05,1.21089e-05
736,5.4,5.39992,0.714571,4.26166,2.84704,2.11284,15408.9,0.913263,9.95207,191507,0.975401,0.0992203,0.127989,0,,,,,,,,,,,,,,,
760,5.4,5.39928,0.664095,4.25209,2.87435,2.1402,16669.7,0.910134,9.70966,191158,0.973451,0.103098,0.118637,0,,,,,,,,,,,,,,,
776,5.4,5.39861,0.612144,4.24648,2.90523,2.17113,17494.2,0.906332,9.44308,191257,0.971716,0.107669,0.112801,0,,,,,,,,,,,,,,,
789,5.4,5.398,0.564869,4.24171,2.93278,2.19873,18143.6,0.902854,9.21167,191138,0.970137,0.111923,0.108601,0,,,,,,,,,,,,,,,
802,5.4,5.39732,0.51402,4.23625,2.96146,2.22746,19007.6,0.899067,8.97724,191110,0.968293,0.116534,0.103739,0,,,,,,,,,,,,,,,
814,5.4,5.39666,0.464578,4.23035,2.98832,2.25437,19956.7,0.895419,8.76335,190962,0.966353,0.12103,0.0989937,0,,,,,,,,,,,,,,,
826,5.4,5.39597,0.413028,4.2234,3.01502,2.28113,21067.9,0.891692,8.55596,190708,0.964158,0.125674,0.093838,0,,,,,,,,,,,,,,,
837,5.4,5.39533,0.364396,4.21596,3.03892,2.30509,22398.3,0.888182,8.37452,190655,0.96184,0.129986,0.0881578,0,,,,,,,,,,,,,,,
848,5.4,5.39468,0.314714,4.20739,3.06202,2.32823,24291.6,0.884645,8.20323,190722,0.959101,0.134297,0.0817973,0,,,,,,,,,,,,,,,
859,5.4,5.39405,0.264517,4.19762,3.08383,2.35009,26255.2,0.88134,8.04472,190378,0.956144,0.138501,0.0758376,0,,,,,,,,,,,,,,,
870,5.4,5.39344,0.214223,4.18668,3.10406,2.37037,28635.3,0.878145,7.90034,190176,0.952829,0.142517,0.0693769,0,,,,,,,,,,,,,,,
881,5.4,5.39286,0.163954,4.17462,3.12278,2.38914,31394.9,0.875249,7.76902,189636,0.949161,0.146336,0.063369,0,,,,,,,,,,,,,,,
892,5.4,5.39231,0.113266,4.16173,3.14033,2.40673,35339.6,0.872232,7.64828,189742,0.944839,0.15002,0.0566462,0,,,,,,,,,,,,,,,
902,5.4,5.39182,0.0645588,4.15028,3.15721,2.42365,39310,0.869128,7.53378,190158,0.940592,0.153643,0.050934,0,,,,,,,,,,,,,,,
911,5.4,5.39132,0.0110652,4.15538,3.18861,2.4551,36883.5,0.8638,7.32552,189426,0.939922,0.160614,0.054397,0,,,,,,,,,,,,,,,
950,5.4,5.39122,0.000998249,4.18662,3.23164,2.49814,27942.8,0.855675,7.0498,189456,0.945045,0.170672,0.071695,0,,,,,,,,,,,,,,,
1286,5.4,5.39118,1.78164e-20,4.13621,3.25707,2.52356,43225.1,0.850609,6.89167,189538,0.928862,0.176903,0.0465588,0,,,,,,,,,,,,,,,
1316,5.4,5.39115,1.95262e-44,4.08588,3.2688,2.5353,65471.5,0.848555,6.8198,188887,0.910249,0.179855,0.0309746,0,,,,,,,,,,,,,,,
1342,5.4,5.39113,0,4.03428,3.25769,2.52419,102064,0.850741,6.88783,189017,0.889333,0.177061,0.0201115,0,,,,,,,,,,,,,,,
1365,5.4,5.39109,0,3.98415,3.23575,2.50225,157397,0.854776,7.02392,189661,0.866914,0.171665,0.0131355,0,,,,,,,,,,,,,,,
1387,5.4,5.39106,1.09522e-42,3.93306,3.2056,2.47211,239960,0.860615,7.21521,189501,0.843124,0.164517,0.00870769,0,,,,,,,,,,,,,,,
1409,5.4,5.39104,0,3.88154,3.16936,2.43586,369541,0.867143,7.45204,189719,0.818448,0.156311,0.00572019,0,,,,,,,,,,,,,,,
1434,5.4,5.39101,0,3.8297,3.12918,2.39569,575001,0.873795,7.72345,190524,0.791563,0.147689,0.00372196,0,,,,,,,,,,,,,,,
1462,5.4,5.391,0,3.77913,3.08786,2.35437,860761,0.880665,8.01292,190288,0.764736,0.13932,0.00251686,0,,,,,,,,,,,,,,,
1492,5.4,5.39099,0,3.7285,3.04416,2.31067,1.31874e+06,0.88734,8.33067,190534,0.738457,0.130981,0.00168344,0,,,,,,,,,,,,,,,
1533,5.4,5.39097,0,3.67776,2.96828,2.23479,3.02504e+06,0.967884,14.3226,100180,0.872352,0.189068,0.0136488,606.514,1.93042,0.0405722,4987.59,1.46589e+09,1.5437e+09,7.78062e+07,7.78062e+07,0.0114506,194,3.02504e+06,1.0798e+07,9.38064e-06,8.90783e-06,0.000176734,0.000176734
1612,5.4,5.39094,0,3.62769,2.99824,2.26475,3.08763e+08,0.996251,118.531,100191,0.822788,1.67675,0.00968709,258142,0.939586,0.0198981,1196.1,9.15908e+10,9.29559e+10,1.3651e+09,1.3651e+09,0.00374493,396,3.08763e+08,1.19209e+09,1.50135e-07,1.4793e-07,1.00732e-05,1.00732e-05
2200,5.4,5.36707,0,3.67791,3.23404,2.50248,1.91598e+06,0.854094,7.07564,189040,0.667607,0.173022,0.00135063,0,,,,,,,,,,,,,,,
2230,5.4,5.36665,0,3.72956,3.26708,2.53556,1.11033e+06,0.847483,6.87105,189143,0.683342,0.181315,0.00206943,0,,,,,,,,,,,,,,,
2258,5.4,5.36614,0,3.78051,3.29694,2.56546,741596,0.841589,6.69233,188694,0.718156,0.189185,0.00302772,7.45953,0.477695,0.0073531,99416,2.41809e+07,1.03955e+08,1.22282e+08,7.97741e+07,0.0023594,18,489938,625383,0.000568671,0.000132278,0.000112453,0.000172374
2408,5.4,5.35693,0,3.72983,3.322,2.59126,1.05469e+06,0.836407,6.54563,188412,0.667506,0.196366,0.00221244,14.3951,0.669386,0.0104014,73267,8.63643e+07,2.47288e+08,2.58453e+08,1.60923e+08,0.00224857,33,656927,992784,0.000159221,5.56072e-05,5.32049e-05,8.54505e-05
2436,5.4,5.35555,0,3.67881,3.30076,2.57014,1.69997e+06,0.840297,6.66124,189025,0.639572,0.190347,0.00148443,16.8441,0.474396,0.00739085,100924,1.32304e+08,5.16755e+08,5.77632e+08,3.84452e+08,0.00113819,24,1.14916e+06,1.51893e+06,0.000103935,2.66103e-05,2.38058e-05,3.57678e-05
2511,5.4,5.35311,0,3.62829,3.20736,2.47693,3.38602e+07,0.985663,30.9796,100182,0.795464,0.714241,0.0105019,11758,1.49257,0.031759,2879.75,2.30757e+10,2.36051e+10,5.29456e+08,5.29456e+08,0.00396843,366,3.38602e+07,1.46036e+08,5.95908e-07,5.82542e-07,2.59719e-05,2.59719e-05
743,5.6,5.59991,0.714959,4.27112,2.90226,2.15226,14149.4,0.908555,9.60461,191665,0.975766,0.104856,0.139028,0,,,,,,,,,,,,,,,
769,5.6,5.59915,0.664316,4.26148,2.92968,2.17974,15163.8,0.905327,9.37015,190963,0.973892,0.108978,0.129827,0,,,,,,,,,,,,,,,
786,5.6,5.59838,0.613708,4.25606,2.9599,2.21002,15963.6,0.90143,9.11892,190965,0.972195,0.113714,0.123937,0,,,,,,,,,,,,,,,
801,5.6,5.5976,0.563701,4.25108,2.98917,2.23935,16568.2,0.897575,8.88214,190693,0.970554,0.1185,0.119538,0,,,,,,,,,,,,,,,
815,5.6,5.5968,0.513163,4.24571,3.01776,2.268,17380.3,0.893498,8.65701,190959,0.968728,0.123373,0.11349,0,,,,,,,,,,,,,,,
828,5.6,5.59601,0.463191,4.23981,3.045,2.2953,18307.3,0.889588,8.44825,190812,0.966764,0.128209,0.108292,0,,,,,,,,,,,,,,,
840,5.6,5.59523,0.4147,4.23335,3.07024,2.3206,19146.3,0.885899,8.25929,190475,0.964776,0.13286,0.103274,0,,,,,,,,,,,,,,,
852,5.6,5.59443,0.364227,4.22572,3.09522,2.34564,20369.8,0.882006,8.07648,190473,0.962414,0.137631,0.0967469,0,,,,,,,,,,,,,,,
864,5.6,5.59362,0.312121,4.21678,3.11957,2.37006,21922.5,0.878215,7.90252,190123,0.959683,0.142454,0.0903524,0,,,,,,,,,,,,,,,
875,5.6,5.59289,0.263425,4.20736,3.14087,2.39141,23768.3,0.874776,7.75353,189881,0.956789,0.146811,0.0838202,0,,,,,,,,,,,,,,,
886,5.6,5.59218,0.214372,4.19677,3.16082,2.41142,25940.2,0.871445,7.61637,189695,0.95356,0.151014,0.0768839,0,,,,,,,,,,,,,,,
898,5.6,5.59143,0.160504,4.18392,3.18111,2.43177,28929.9,0.867918,7.47946,189619,0.949535,0.155413,0.0690062,0,,,,,,,,,,,,,,,
908,5.6,5.59084,0.11495,4.1724,3.19714,2.44784,31913.4,0.865048,7.37303,189591,0.945781,0.158979,0.0625971,0,,,,,,,,,,,,,,,
919,5.6,5.5902,0.061812,4.16008,3.21591,2.46666,35665.4,0.861566,7.25045,189655,0.941265,0.16326,0.0563336,0,,,,,,,,,,,,,,,
927,5.6,5.58964,0.01162,4.165,3.24536,2.49616,33951.2,0.855924,7.06216,189739,0.940499,0.170194,0.0589214,0,,,,,,,,,,,,,,,
970,5.6,5.58951,0.000992251,4.1966,3.28827,2.53908,25468.7,0.8475,6.79691,189447,0.945743,0.180816,0.0784985,0,,,,,,,,,,,,,,,
1307,5.6,5.58946,1.15789e-21,4.14532,3.31358,2.56439,39350.7,0.842515,6.64511,188867,0.929609,0.187388,0.0513682,0,,,,,,,,,,,,,,,
1337,5.6,5.58942,1.6183e-46,4.09484,3.32601,2.57682,60297.1,0.839808,6.57173,188951,0.910806,0.190699,0.0335463,0.688967,0.548735,0.0084535,87518.2,157844,682555,852973,524711,0.0291019,15,39014.5,49014.2,0.0871176,0.0201463,0.0161212,0.0262068
1363,5.6,5.5894,0,4.04316,3.31572,2.56653,94189.2,0.841942,6.63239,189087,0.889799,0.187953,0.0217668,0.152045,0.0764906,0.0011768,619481,73253,1.45871e+06,2.02332e+06,1.38546e+06,0.00270892,3,67087.4,68696.9,0.187719,0.00942682,0.00679626,0.00992525
1386,5.6,5.58937,0,3.99302,3.2947,2.54552,143789,0.846279,6.75796,189234,0.867528,0.182468,0.0143786,0,,,,,,,,,,,,,,,
1408,5.6,5.58933,0,3.94175,3.26556,2.51638,219343,0.852279,6.93592,189059,0.843327,0.175118,0.00952893,0,,,,,,,,,,,,,,,
1430,5.6,5.5893,0,3.88968,3.23014,2.48097,340353,0.85895,7.15836,189484,0.817746,0.166583,0.00621058,0,,,,,,,,,,,,,,,
1454,5.6,5.58928,0,3.83783,3.19116,2.44199,517799,0.866162,7.41099,189423,0.791581,0.157657,0.00411701,0,,,,,,,,,,,,,,,
1482,5.6,5.58926,0,3.78645,3.1505,2.40133,790404,0.873149,7.6841,189687,0.763152,0.148858,0.00274249,0,,,,,,,,,,,,,,,
1512,5.6,5.58925,0,3.73549,3.10808,2.3589,1.22779e+06,0.879781,7.97945,190659,0.734191,0.140195,0.00181091,0,,,,,,,,,,,,,,,
1547,5.6,5.58923,0,3.68531,3.05098,2.3018,2.54635e+06,0.889743,8.42743,189174,0.745972,0.129793,0.00114429,67.9903,0.882585,0.018402,37451.7,2.21733e+07,6.63019e+07,5.16017e+08,4.41286e+07,0.00319314,24,767749,872213,0.00062016,0.0002074,2.66483e-05,0.000311611
1619,5.6,5.58921,0,3.63487,2.99263,2.24346,1.95686e+08,0.995514,98.6902,100043,0.835327,1.32886,0.0101024,147410,1.01304,0.0214552,1327.5,7.4542e+10,7.55295e+10,9.87415e+08,9.87415e+08,0.00442054,382,1.95686e+08,7.85019e+08,1.84473e-07,1.82061e-07,1.39262e-05,1.39262e-05
1752,5.6,5.58865,0,3.58487,3.42959,2.68046,2.38533e+08,0.992256,56.9215,100339,0.705167,2.09712,0.00886096,119013,1.15838,0.0245606,2004.26,7.40808e+10,7.65652e+10,2.48441e+09,2.48441e+09,0.00151964,446,2.38533e+08,9.20421e+08,1.85621e-07,1.79598e-07,5.53491e-06,5.53491e-06
2181,5.6,5.56207,0,3.63544,3.20426,2.45721,2.10932e+07,0.982526,25.5731,100188,0.809636,0.563441,0.0108229,6384.3,1.58553,0.0337104,3303.92,1.53169e+10,1.57027e+10,3.85747e+08,3.85747e+08,0.00454711,240,2.10932e+07,9.22641e+07,8.97765e-07,8.75711e-07,3.56477e-05,3.56477e-05
2230,5.6,5.5611,0,3.68578,3.30217,2.55519,1.59234e+06,0.843377,6.74792,189029,0.651302,0.186298,0.00152615,9.9639,0.293812,0.00450806,159811,6.27064e+07,4.28808e+08,5.15253e+08,3.66101e+08,0.000753246,11,1.14142e+06,1.30933e+06,0.000219292,3.20679e-05,2.66878e-05,3.75606e-05
2258,5.6,5.56066,0,3.73626,3.33008,2.58313,1.02184e+06,0.838078,6.59023,188420,0.679444,0.194036,0.00226493,12.6844,0.602582,0.00924858,80558.2,7.20262e+07,2.22056e+08,2.39342e+08,1.5003e+08,0.00211603,32,642694,940026,0.000190916,6.19256e-05,5.74533e-05,9.16548e-05
2285,5.6,5.56011,0,3.78636,3.35841,2.6115,697160,0.832184,6.43725,188584,0.714125,0.202327,0.00323992,11.8869,0.857804,0.0131228,58649.6,5.23683e+07,1.19945e+08,1.17856e+08,6.75763e+07,0.0040234,35,404623,697160,0.000262583,0.000114645,0.000116676,0.000203488
2407,5.6,5.55004,0,3.73595,3.38423,2.63812,983901,0.826922,6.29956,188172,0.662574,0.210512,0.00238914,17.4773,0.921693,0.0142437,56296,1.31129e+08,2.69323e+08,2.46436e+08,1.38194e+08,0.00295381,52,549477,1.06282e+06,0.000104866,5.10576e-05,5.57995e-05,9.95051e-05
2447,5.6,5.54802,0,3.68422,3.36514,2.61918,1.51143e+06,0.830589,6.39509,188479,0.626875,0.204588,0.00164534,22.4032,0.75281,0.0116662,67464.8,2.32598e+08,5.48012e+08,5.30281e+08,3.15414e+08,0.00174969,42,898411,1.53565e+06,5.91191e-05,2.50925e-05,2.59315e-05,4.35966e-05
2492,5.6,5.54658,0,3.63357,3.29145,2.54561,9.88293e+06,0.971377,15.9802,100120,0.794789,0.431545,0.0110702,2134.91,1.85366,0.0393364,4629.21,8.89265e+09,9.18966e+09,2.97011e+08,2.97011e+08,0.00437738,345,9.88293e+06,4.40537e+07,1.54633e-06,1.49635e-06,4.62979e-05,4.62979e-05
751,5.8,5.79989,0.714895,4.28003,2.95531,2.19007,12916.1,0.90394,9.28367,191249,0.976156,0.11057,0.152274,0,,,,,,,,,,,,,,,
779,5.8,5.79898,0.663086,4.27029,2.98365,2.21848,14003.2,0.900323,9.04991,190919,0.974197,0.115073,0.140854,0,,,,,,,,,,,,,,,
797,5.8,5.7981,0.614351,4.26515,3.01286,2.24776,14616.4,0.896415,8.81549,190706,0.972624,0.11991,0.135455,0,,,,,,,,,,,,,,,
814,5.8,5.79715,0.56283,4.26007,3.04311,2.27807,15157,0.892163,8.57932,190608,0.970967,0.125135,0.130013,0,,,,,,,,,,,,,,,
829,5.8,5.79622,0.513205,4.25487,3.07127,2.30631,16051.6,0.887905,8.36547,190951,0.969115,0.130211,0.123393,0,,,,,,,,,,,,,,,
843,5.8,5.79529,0.463615,4.24907,3.09841,2.33351,16657.6,0.883949,8.16468,190367,0.967302,0.135301,0.119051,0,,,,,,,,,,,,,,,
856,5.8,5.79437,0.414952,4.24266,3.12385,2.35903,17665.4,0.879847,7.98076,190555,0.965214,0.140256,0.112208,0,,,,,,,,,,,,,,,
869,5.8,5.79341,0.363946,4.23503,3.14922,2.38446,18779.1,0.875778,7.80174,190297,0.962862,0.14538,0.105746,0,,,,,,,,,,,,,,,
881,5.8,5.79251,0.314914,4.22672,3.17232,2.40763,20243.6,0.871778,7.64203,190496,0.960262,0.150207,0.0980228,0,,,,,,,,,,,,,,,
893,5.8,5.7916,0.264431,4.21707,3.19463,2.43001,21668.2,0.868165,7.49119,189773,0.957454,0.155029,0.0917735,0,,,,,,,,,,,,,,,
