model_number,Minit,M,Xc,logTeff,logL,logLspec,tau_Fe,beta_Fe,kap_Fe,T_Fe,r_Fe_R,Gamma_Fe,Y_Fe,tau_ratio,v_c,mach_max,tau_crit,t_th_zone,t_th_above,t_th_peak,t_th_top,nu_turn,FeCZ_ncells,tau_top,tau_bot,nu_th_zone,nu_th_above,nu_th_peak,nu_th_top
1195,8,7.95793,0.213126,4.28844,3.697,2.79438,10698.7,0.786839,5.41367,187104,0.958817,0.259252,0.188186,0.458807,2.74047,0.0409898,23318.6,42030.6,57818.5,43284.8,15788,0.447223,90,4364.14,13400.1,0.327166,0.23783,0.317686,0.870979
1214,8,7.95402,0.163456,4.27697,3.71792,2.81552,11682.1,0.781217,5.31553,186710,0.955447,0.267247,0.172144,0.548237,3.0781,0.0458592,21308.4,56995,76515.5,54547.5,19520.5,0.43135,91,4679.49,15221.2,0.241267,0.179715,0.252092,0.704437
1231,8,7.95031,0.114148,4.26473,3.73774,2.83553,13093.1,0.775531,5.22598,186744,0.951481,0.275138,0.154953,0.659216,3.38816,0.0503089,19861.6,78431.8,102967,71125,24535,0.405419,95,5074.9,17313.8,0.175324,0.133548,0.193336,0.560464
1247,8,7.94657,0.0616803,4.25242,3.75872,2.85672,14630.5,0.769391,5.13401,186838,0.947113,0.283811,0.139301,0.779004,3.68109,0.0545099,18781.1,109014,140073,92669.1,31059.3,0.374792,96,5524,19999.7,0.12614,0.0981702,0.148388,0.442733
1258,8,7.94327,0.0133156,4.25418,3.78485,2.88303,14381.4,0.761298,5.01696,186825,0.945628,0.294658,0.142072,0.787692,3.91951,0.0573333,18257.6,115438,145782,94955.5,30344.5,0.378964,103,5209.03,20081.4,0.11912,0.0943254,0.144815,0.453163
1269,8,7.94237,0.000978402,4.28499,3.82024,2.91847,10746.1,0.749437,4.85197,186416,0.95066,0.309197,0.188551,0.584827,4.08803,0.0589546,18374.9,75989.7,93953.9,58490.9,17964.2,0.472286,113,3774.83,15489.8,0.180959,0.146359,0.235096,0.765467
1590,8,7.94214,5.56162e-35,4.23403,3.83306,2.9313,17071,0.746647,4.8204,186794,0.93639,0.316398,0.120437,1.00445,4.46904,0.0652408,16995.4,205663,250610,149056,44947,0.321263,107,5859.88,25561.3,0.0668617,0.05487,0.0922536,0.305938
1621,8,7.94204,0,4.18253,3.8566,2.95484,27184.5,0.740992,4.75377,187205,0.916952,0.329406,0.0773861,1.61976,4.62661,0.0676565,16783.1,580206,691181,388096,110975,0.202446,115,8806.17,42378.5,0.0237002,0.0198949,0.0354319,0.123911
1647,8,7.94195,0,4.13244,3.85667,2.95492,42210,0.743206,4.78264,187333,0.896419,0.331468,0.0508921,2.39975,4.3768,0.0643213,17589.3,1.45567e+06,1.71768e+06,915087,262006,0.126602,113,13510.6,69002.7,0.00944647,0.00800556,0.015027,0.0524834
1671,8,7.9419,0,4.08152,3.84559,2.94385,65773.1,0.74832,4.85198,187745,0.872888,0.327806,0.03325,3.45258,3.96063,0.0585455,19050.4,3.27169e+06,3.89902e+06,2.1148e+06,627328,0.0779077,104,21453.5,106912,0.00420302,0.00352678,0.00650225,0.0219199
1693,8,7.94186,0,4.0314,3.82766,2.92592,101479,0.754725,4.94251,188322,0.846724,0.320415,0.0219653,4.8279,3.4983,0.0519508,21019.2,7.0374e+06,8.46982e+06,4.71245e+06,1.43242e+06,0.048296,107,33435.9,163883,0.00195399,0.00162353,0.00291801,0.0095998
1714,8,7.94181,0,3.98083,3.80467,2.90293,153104,0.762139,5.04827,188614,0.8181,0.310398,0.0146652,6.51547,3.0346,0.0452606,23498.6,1.43638e+07,1.76352e+07,1.01173e+07,3.27137e+06,0.0299413,107,52771.5,241257,0.000957334,0.000779747,0.00135916,0.00420343
1734,8,7.94175,6.56034e-40,3.93052,3.77847,2.87674,225461,0.770415,5.16341,188044,0.788142,0.298898,0.0100787,8.52627,2.60288,0.0389937,26443.1,2.84221e+07,3.56208e+07,2.08951e+07,7.19867e+06,0.0187491,99,81477.3,352124,0.000483812,0.000386038,0.000658097,0.00191021
1754,8,7.9417,0,3.88019,3.7499,2.84816,339044,0.777943,5.28717,188723,0.756463,0.286573,0.0067712,11.2509,2.2091,0.033182,30134.9,5.37051e+07,6.98633e+07,4.3917e+07,1.61582e+07,0.0116735,90,128910,503113,0.000256046,0.000196827,0.000313113,0.000851022
1777,8,7.94166,0,3.8283,3.71877,2.81704,503418,0.786223,5.42135,188575,0.723237,0.273524,0.00460937,14.5154,1.84791,0.027805,34681.6,1.00849e+08,1.37267e+08,9.13111e+07,3.6418e+07,0.00719463,83,204146,717022,0.000136353,0.000100177,0.000150595,0.000377588
1804,8,7.94162,0,3.77819,3.68688,2.78515,737917,0.793967,5.55986,188884,0.688846,0.260654,0.00317934,18.4472,1.54412,0.0232852,40001.5,1.79778e+08,2.585e+08,1.83637e+08,7.87223e+07,0.00452917,78,316934,1.0026e+06,7.64889e-05,5.31953e-05,7.48814e-05,0.000174677
1833,8,7.94159,0,3.72811,3.65113,2.7494,1.06642e+06,0.802678,5.7174,188508,0.655839,0.246866,0.00223137,22.9127,1.271,0.0192219,46542.8,3.10034e+08,4.79343e+08,3.60662e+08,1.6931e+08,0.00284816,74,495297,1.36814e+06,4.43532e-05,2.86871e-05,3.81271e-05,8.1218e-05
1863,8,7.94157,0,3.67691,3.60469,2.70296,1.63689e+06,0.813258,5.92758,188288,0.629578,0.229976,0.00151887,29.134,0.99642,0.0151435,56184.9,5.26716e+08,9.15255e+08,7.45587e+08,3.88539e+08,0.00170189,63,852210,1.96346e+06,2.6107e-05,1.50242e-05,1.84432e-05,3.53915e-05
1917,8,7.94152,0,3.62649,3.48269,2.58096,1.30182e+07,0.972553,16.5933,100423,0.80809,0.485284,0.00979608,2817.76,1.78102,0.0374214,4620.04,1.47895e+10,1.5201e+10,4.11489e+08,4.11489e+08,0.00343651,329,1.30182e+07,5.99601e+07,9.2978e-07,9.04611e-07,3.34176e-05,3.34176e-05
2006,8,7.9414,0,3.57635,3.80162,2.8999,5.2006e+07,0.977465,19.9934,100247,0.68647,1.22218,0.00864816,12495.4,1.62322,0.0341734,4162.01,5.37835e+10,5.54162e+10,1.63279e+09,1.63279e+09,0.00121869,472,5.2006e+07,2.45623e+08,2.55673e-07,2.4814e-07,8.42175e-06,8.42175e-06
2524,8,7.82038,0,3.62768,3.86689,2.97184,2.23254e+06,0.744918,4.86355,189351,0.499975,0.350563,0.00150539,48.3702,1.65684,0.0241269,46155.3,2.23589e+09,2.92593e+09,1.76954e+09,6.90038e+08,0.0014012,121,937882,3.53955e+06,6.1501e-06,4.69969e-06,7.77095e-06,1.99279e-05
2551,8,7.81998,0,3.67907,3.89339,2.99836,1.27911e+06,0.737216,4.76344,189066,0.520115,0.364858,0.00224771,31.3089,1.92831,0.0281883,40854.6,1.06384e+09,1.36354e+09,7.83954e+08,2.99701e+08,0.0022834,120,444025,2.18771e+06,1.29258e-05,1.00848e-05,1.75405e-05,4.58823e-05
2576,8,7.8197,0,3.73004,3.90501,3.01,916880,0.733463,4.72069,189484,0.5659,0.371406,0.00300617,24.702,2.15277,0.0315259,37117.7,6.0751e+08,7.49925e+08,4.14485e+08,1.42415e+08,0.00334204,123,290528,1.58889e+06,2.2635e-05,1.83365e-05,3.31761e-05,9.65559e-05
2601,8,7.81937,0,3.78054,3.91273,3.01774,647334,0.731045,4.68932,189189,0.614509,0.375576,0.00408788,19.2355,2.39594,0.0350923,33653.1,3.40373e+08,4.08896e+08,2.13092e+08,6.85225e+07,0.00493612,134,197916,1.16297e+06,4.03997e-05,3.36296e-05,6.45307e-05,0.000200678
2626,8,7.81882,0,3.83208,3.91835,3.02339,455990,0.728808,4.66292,189212,0.662529,0.378351,0.00565007,15.0045,2.67525,0.0392059,30390.2,1.78201e+08,2.10367e+08,1.07077e+08,3.21659e+07,0.00750812,138,134334,822773,7.71655e-05,6.53666e-05,0.000128421,0.000427502
2649,8,7.81711,0,3.88375,3.93223,3.03736,309912,0.724178,4.60413,188582,0.705728,0.385799,0.00813564,11.3684,3.03327,0.0443703,27260.8,9.27241e+07,1.07329e+08,5.18252e+07,1.46046e+07,0.0116641,146,88013.5,576616,0.0001483,0.00012812,0.000265334,0.000941555
2668,8,7.8146,0,3.93379,3.9526,3.05787,213400,0.716566,4.51948,188683,0.74304,0.397019,0.0116083,8.70993,3.4681,0.0505839,24500.8,4.89313e+07,5.57273e+07,2.58453e+07,6.79599e+06,0.0179987,153,57928.2,405072,0.000281026,0.000246755,0.00053205,0.0020234
2725,8,7.79526,0,3.88214,3.96579,3.07214,308913,0.713293,4.48306,188584,0.692386,0.406969,0.0083277,11.594,3.22596,0.0478245,26644.1,1.03476e+08,1.185e+08,5.51833e+07,1.50245e+07,0.0115445,160,84074,593698,0.000132891,0.000116042,0.000249187,0.00091524
2744,8,7.79095,1.62783e-33,3.82997,3.95462,3.06121,453110,0.717263,4.5306,189150,0.646603,0.401067,0.00582662,15.2633,2.85528,0.0423241,29686.2,1.99528e+08,2.32348e+08,1.13924e+08,3.28203e+07,0.00744506,157,126600,845407,6.89176e-05,5.91826e-05,0.000120704,0.000418978
2766,8,7.78818,0,3.77825,3.94219,3.04893,643237,0.721814,4.57992,188929,0.600012,0.394131,0.00422448,19.5205,2.5309,0.0374962,32952,3.66064e+08,4.36235e+08,2.23699e+08,7.01701e+07,0.00492692,144,189641,1.18161e+06,3.75644e-05,3.1522e-05,6.14709e-05,0.000195966
2788,8,7.78591,0,3.72695,3.92654,3.03341,904731,0.726728,4.63793,189133,0.554179,0.385112,0.00307235,24.8105,2.24664,0.0333121,36465.6,6.45698e+08,7.94155e+08,4.28525e+08,1.48456e+08,0.00332376,133,286235,1.62167e+06,2.12963e-05,1.73153e-05,3.20891e-05,9.26265e-05
2825,8,7.78493,0,3.77763,3.975,3.08193,623442,0.711774,4.4667,188580,0.587512,0.414729,0.00441764,19.03,2.63753,0.0383203,32761,3.92555e+08,4.63177e+08,2.27416e+08,7.06224e+07,0.00487491,154,179957,1.1858e+06,3.50295e-05,2.96884e-05,6.04661e-05,0.000194712
2850,8,7.78447,0,3.82948,3.97129,3.07824,447664,0.712067,4.47225,188909,0.640159,0.411737,0.00595179,15.0261,2.89739,0.0421822,29792.4,2.05742e+08,2.38906e+08,1.15726e+08,3.31647e+07,0.00733347,170,123777,851154,6.68362e-05,5.75581e-05,0.000118824,0.000414627
2886,8,7.78115,0,3.77922,3.9449,3.05204,633907,0.721052,4.569,188630,0.600113,0.39601,0.00429123,19.326,2.54953,0.037769,32800.8,3.62479e+08,4.32295e+08,2.19946e+08,6.98163e+07,0.00497294,153,189079,1.17355e+06,3.7936e-05,3.18093e-05,6.25197e-05,0.00019696
2909,8,7.77986,0,3.72846,3.92905,3.03625,894983,0.726005,4.62798,188932,0.554385,0.386809,0.00312802,24.6634,2.26361,0.0335392,36287.8,6.35681e+08,7.81108e+08,4.21144e+08,1.45428e+08,0.00337166,138,282179,1.59274e+06,2.16319e-05,1.76045e-05,3.26515e-05,9.45554e-05
2933,8,7.77892,0,3.67646,3.90983,3.01709,1.27974e+06,0.731698,4.69647,189103,0.509104,0.375592,0.00228837,31.885,2.00405,0.0297476,40136.2,1.1227e+09,1.42668e+09,8.10797e+08,3.03974e+08,0.00229711,132,431769,2.21711e+06,1.22481e-05,9.63848e-06,1.69598e-05,4.52374e-05
2960,8,7.77814,0,3.62567,3.8744,2.9817,2.26624e+06,0.742313,4.82979,189332,0.494618,0.35596,0.00150999,49.9192,1.70167,0.0254068,45398.2,2.33011e+09,3.03243e+09,1.82079e+09,7.02315e+08,0.00140486,135,954393,3.6306e+06,5.90142e-06,4.53464e-06,7.5522e-06,1.95795e-05
3071,8,7.77324,0,3.57566,3.85514,2.96272,3.10399e+07,0.96897,14.8183,100405,0.672471,1.04558,0.00895684,6026.6,1.80615,0.0382588,5150.49,4.46144e+10,4.59617e+10,1.34724e+09,1.34724e+09,0.0012311,479,3.10399e+07,1.59823e+08,3.08218e-07,2.99184e-07,1.02068e-05,1.02068e-05
832,9,8.99927,0.714638,4.38554,3.59498,2.63895,4638.81,0.826154,6.21645,188348,0.979912,0.208134,0.427706,0.0403032,0.452812,0.0069582,115098,2963.37,5771.98,5771.98,2808.61,0.258146,42,2455.66,4549.74,4.64032,2.38237,2.38237,4.89602
931,9,8.99266,0.664533,4.37629,3.62363,2.66792,5032.77,0.819248,6.05715,188288,0.97819,0.216791,0.39473,0.0643372,0.69272,0.0106101,78224.9,4296.34,7547.28,7209.93,3250.94,0.337718,57,2488.41,5125.58,3.20063,1.82198,1.90723,4.22985
1014,9,8.98587,0.614377,4.37152,3.65406,2.69868,5175.28,0.812012,5.89227,187631,0.976838,0.226369,0.384822,0.0874652,0.952475,0.0144983,59169.5,5809.37,9331.21,8213.55,3521.84,0.412929,63,2445,5701.62,2.36704,1.47365,1.67418,3.90449
1087,9,8.979,0.564878,4.36716,3.68343,2.72839,5349.88,0.804421,5.73729,187467,0.975423,0.236017,0.372204,0.111517,1.22219,0.0185239,47973.9,7603.93,11449.4,9376.16,3845.44,0.472685,75,2429.86,6155.83,1.80841,1.20103,1.46659,3.57592
1153,9,8.97188,0.514841,4.36242,3.71224,2.75754,5583.31,0.796455,5.58902,187599,0.973847,0.24588,0.356312,0.138351,1.51207,0.0228019,40356.1,9336.56,13518.6,10853.7,4182.04,0.519578,84,2400.18,6592.44,1.47281,1.01719,1.26693,3.28811
1211,9,8.96465,0.464876,4.35707,3.74013,2.78578,5787.21,0.788897,5.44914,187137,0.972203,0.255832,0.344138,0.166421,1.81993,0.027304,34774.4,12022.4,16624.3,12502.4,4601.89,0.555783,87,2388.38,7177.22,1.14378,0.827161,1.09987,2.98812
1262,9,8.95729,0.414574,4.3509,3.76718,2.81318,6068.65,0.781364,5.31693,186638,0.970336,0.265882,0.330325,0.199188,2.15136,0.0321203,30467,15210.8,20442,14675.7,5231.19,0.580954,82,2435.36,7795.99,0.904029,0.672684,0.93699,2.62866
1307,9,8.94989,0.364181,4.34379,3.7932,2.83957,6437.64,0.773595,5.1929,186493,0.968214,0.275947,0.311834,0.237556,2.50464,0.0372113,27099.5,18888.2,24890,17559.1,6001.75,0.593264,88,2490.58,8447.09,0.72802,0.552471,0.783126,2.29116
1346,9,8.94258,0.3142,4.33571,3.81801,2.86473,6830.56,0.766164,5.07775,186140,0.965909,0.285921,0.293336,0.28013,2.87498,0.0425279,24383.5,24311.1,31347.9,21115.4,7036.73,0.59476,94,2584,9202.28,0.565625,0.438658,0.651231,1.95417
1380,9,8.93541,0.2645,4.32654,3.84156,2.88862,7469.22,0.758477,4.97162,186323,0.96312,0.295781,0.269953,0.335857,3.2558,0.0479536,22239.3,32251.7,40693.2,26473.9,8441.51,0.582786,99,2721.21,10329.5,0.426365,0.337919,0.519417,1.62897
1410,9,8.92837,0.214679,4.31615,3.86404,2.91145,8167.09,0.751113,4.87327,186368,0.960042,0.305576,0.246607,0.398828,3.64369,0.053392,20477.7,42600.7,52986.2,33406.7,10385.6,0.560284,102,2910.83,11558.8,0.322788,0.25952,0.411624,1.32405
1436,9,8.92155,0.164938,4.30453,3.88547,2.93321,8985.91,0.744414,4.78294,186001,0.956576,0.31532,0.225179,0.471968,4.02446,0.0587691,19039.2,56467.3,69298.7,42734.7,12831.4,0.528992,107,3104.27,12942.8,0.243521,0.198431,0.321776,1.07167
1459,9,8.91489,0.114384,4.29172,3.90631,2.95438,10039.2,0.737683,4.6984,185849,0.952535,0.325221,0.202558,0.560267,4.38878,0.0638538,17918.5,78352.3,94601.2,56069.2,16248.9,0.488372,117,3359.51,14904.8,0.175502,0.145357,0.24525,0.846273
1479,9,8.9085,0.0634257,4.27922,3.92715,2.97553,11281.5,0.730717,4.61687,185905,0.948094,0.335526,0.181982,0.659184,4.71705,0.068378,17114.3,106859,127580,73906,20721,0.445388,128,3666.37,17035.9,0.128684,0.107783,0.186061,0.663625
1494,9,8.90242,0.0129619,4.27995,3.95396,3.00264,11116.5,0.721158,4.50772,185758,0.946318,0.348693,0.184561,0.663784,4.99156,0.0714929,16747.2,117566,138375,77022.5,20809.4,0.441965,128,3501.35,17280.7,0.116964,0.0993745,0.178532,0.660805
1507,9,8.90087,0.000905749,4.3105,3.98749,3.03624,8351.13,0.707438,4.36146,185615,0.951228,0.364519,0.242837,0.486442,5.10888,0.0718743,17167.8,78063.4,90333.4,48004.5,12270,0.538933,133,2522.49,13192.9,0.176152,0.152225,0.286452,1.1207
1851,9,8.90049,0,4.25925,3.99292,3.04169,13320,0.70806,4.36746,185584,0.937606,0.369631,0.156021,0.83605,5.49343,0.0783903,15932,202120,232779,121066,30658.5,0.367785,131,3954.48,21539.5,0.0680336,0.0590732,0.113583,0.448521
1881,9,8.90036,0,4.20837,4.01808,3.06686,21402.4,0.701327,4.3087,186465,0.918157,0.386412,0.0996847,1.36114,5.69451,0.0814906,15723.9,578582,654810,319036,76227.5,0.23149,129,5962.82,36991.3,0.0237667,0.021,0.0431017,0.180394
1907,9,8.90024,0,4.15796,4.02066,3.06944,33671.8,0.703793,4.33662,186831,0.897174,0.391236,0.0650476,2.05556,5.42101,0.0780377,16380.8,1.45498e+06,1.63739e+06,766873,182407,0.144438,129,9181.36,60534.8,0.00945095,0.00839811,0.0179313,0.0753864
1931,9,8.90016,2.1055e-47,4.107,4.01226,3.06105,53193,0.709468,4.40129,187619,0.873042,0.389472,0.0421532,3.01978,4.94463,0.0717339,17614.9,3.4342e+06,3.86887e+06,1.7998e+06,434667,0.0890446,132,14433.9,97039.6,0.00400413,0.00355426,0.00764028,0.0316357
1954,9,8.90011,0,4.05475,3.99643,3.04522,82188.3,0.717689,4.48704,187469,0.845812,0.382851,0.0278578,4.26023,4.38704,0.0640999,19292,7.68509e+06,8.71719e+06,4.06365e+06,1.03211e+06,0.0546224,129,22908.4,151590,0.00178931,0.00157746,0.0033839,0.0133232
1975,9,8.90006,0,4.00444,3.97649,3.02527,125910,0.725515,4.58041,188254,0.815858,0.373273,0.0184861,5.8921,3.85077,0.0565963,21369.4,1.64168e+07,1.87568e+07,8.84346e+06,2.34004e+06,0.0341691,131,35845.9,229760,0.000837618,0.00073312,0.00155493,0.00587639
1995,9,8.89999,0,3.95423,3.95349,3.00228,187561,0.733979,4.6795,188347,0.783821,0.361688,0.0125851,7.88002,3.3506,0.0494832,23802.1,3.2489e+07,3.76551e+07,1.84368e+07,5.16612e+06,0.0216251,127,55430.9,336012,0.000423251,0.000365183,0.000745844,0.00266176
2015,9,8.89992,0,3.90279,3.92773,2.97652,279810,0.742582,4.78548,188447,0.749511,0.348575,0.00854944,10.4604,2.88498,0.0427702,26749.6,6.23141e+07,7.38918e+07,3.8508e+07,1.15777e+07,0.0136021,118,86955.5,485342,0.000220672,0.000186096,0.000357094,0.00118771
2036,9,8.89986,0,3.8511,3.89989,2.94869,417452,0.751035,4.89713,188753,0.714476,0.334563,0.00580186,13.7919,2.4659,0.0366491,30268,1.19412e+08,1.45337e+08,8.01872e+07,2.59245e+07,0.00855301,110,136733,694138,0.000115155,9.46145e-05,0.000171486,0.000530423
2061,9,8.89982,0,3.80013,3.87058,2.91938,618291,0.759096,5.0132,189473,0.677395,0.320144,0.00396759,18.0084,2.10351,0.0313098,34333.5,2.21821e+08,2.79475e+08,1.63365e+08,5.76541e+07,0.00546323,105,216741,984416,6.19914e-05,4.92029e-05,8.41734e-05,0.000238509
2089,9,8.89977,0,3.7495,3.83776,2.88656,885216,0.768482,5.14347,188907,0.641842,0.304557,0.00281013,22.7798,1.7861,0.0266573,38859.7,3.90692e+08,5.12916e+08,3.1738e+08,1.22224e+08,0.00354492,102,332466,1.36553e+06,3.51965e-05,2.68094e-05,4.33265e-05,0.000112506
2118,9,8.89974,0,3.69927,3.79795,2.84675,1.28906e+06,0.778767,5.30278,188957,0.608809,0.286484,0.00196417,29.0589,1.49512,0.0223929,44360.3,6.66146e+08,9.29807e+08,6.18152e+08,2.63662e+08,0.0022997,92,531446,1.87165e+06,2.06426e-05,1.47891e-05,2.22453e-05,5.21539e-05
2149,9,8.8997,0,3.64832,3.73249,2.78129,2.2463e+06,0.795235,5.57951,188606,0.604074,0.258922,0.00125662,42.3967,1.15861,0.0174927,52983,1.25509e+09,1.8889e+09,1.36382e+09,6.33807e+08,0.0013379,91,1.12264e+06,2.97969e+06,1.09562e-05,7.27989e-06,1.00827e-05,2.16958e-05
2223,9,8.89962,0,3.59816,3.70563,2.75444,3.07607e+07,0.976372,19.1133,100221,0.757535,0.834574,0.00867824,7138.71,1.64387,0.0346015,4309,4.86604e+10,4.9632e+10,9.71568e+08,9.71568e+08,0.00182643,424,3.07607e+07,1.56371e+08,2.82591e-07,2.77059e-07,1.41534e-05,1.41534e-05
2819,9,8.69965,0,3.64864,4.07419,3.13287,1.40147e+06,0.695917,4.30431,188580,0.450227,0.44938,0.00229353,34.7368,2.25954,0.0323087,40345.4,1.86904e+09,2.32244e+09,1.23573e+09,4.53397e+08,0.00186038,144,444722,2.66103e+06,7.35723e-06,5.92092e-06,1.11278e-05,3.03288e-05
2843,9,8.69932,0,3.69944,4.08716,3.14585,1.01295e+06,0.691446,4.26319,188987,0.494797,0.458592,0.00300259,27.3891,2.50116,0.0358864,36983.7,1.11481e+09,1.33578e+09,6.75221e+08,2.2097e+08,0.00263966,141,286273,1.9754e+06,1.23348e-05,1.02944e-05,2.03652e-05,6.223e-05
2868,9,8.699,0,3.75066,4.09561,3.15432,725646,0.688697,4.23248,188325,0.544821,0.464261,0.00403249,21.4922,2.76414,0.0397191,33763.2,6.46873e+08,7.54172e+08,3.58397e+08,1.07299e+08,0.00379558,150,194001,1.45724e+06,2.12576e-05,1.82332e-05,3.8368e-05,0.000128156
2892,9,8.69865,0,3.8021,4.10076,3.15949,526789,0.685866,4.20951,188934,0.595008,0.467272,0.00535148,17.102,3.05736,0.0439736,30802.7,3.63799e+08,4.15537e+08,1.8951e+08,5.17375e+07,0.00555693,162,133499,1.0674e+06,3.77983e-05,3.30921e-05,7.25609e-05,0.000265784
2914,9,8.69819,0,3.85382,4.10252,3.16128,369633,0.684611,4.19425,188379,0.646459,0.467498,0.00739728,13.2289,3.38391,0.0486533,27941.4,1.97e+08,2.21105e+08,9.50749e+07,2.41056e+07,0.00837431,166,90482.1,765954,6.98021e-05,6.21921e-05,0.000144633,0.000570448
2934,9,8.69705,0,3.90395,4.10335,3.16216,261311,0.682702,4.17867,188729,0.69312,0.466707,0.0101259,10.2989,3.74905,0.0539701,25372.7,1.02169e+08,1.13557e+08,4.78499e+07,1.13878e+07,0.0127287,161,62200.7,543307,0.000134591,0.000121094,0.000287378,0.00120752
2954,9,8.69301,0,3.95549,4.11966,3.17867,176663,0.675372,4.10808,188139,0.735698,0.476607,0.0146533,7.71805,4.25175,0.0609478,22889.6,5.24531e+07,5.76505e+07,2.33067e+07,5.19746e+06,0.0196832,174,40645,370833,0.000262158,0.000238523,0.000590002,0.00264571
3010,9,8.66908,0,3.90291,4.12883,3.18903,256271,0.673676,4.09261,188088,0.682971,0.486279,0.010489,10.2989,3.93151,0.0573537,24883.4,1.10487e+08,1.22036e+08,4.94282e+07,1.15488e+07,0.012673,187,59464,548713,0.000124458,0.00011268,0.000278201,0.00119069
3027,9,8.66401,0,3.85197,4.11903,3.17949,370914,0.678224,4.13627,188525,0.637073,0.480783,0.00746246,13.4716,3.50364,0.0511842,27533.1,2.06192e+08,2.3115e+08,9.92496e+07,2.49575e+07,0.00833148,184,89387.9,775525,6.66902e-05,5.94896e-05,0.00013855,0.000550976
3047,9,8.66009,0,3.80032,4.10793,3.16858,524145,0.683105,4.18063,188445,0.589601,0.473888,0.00542434,17.2202,3.12121,0.0455695,30437.8,3.77591e+08,4.30326e+08,1.9296e+08,5.27356e+07,0.00555738,174,132352,1.07874e+06,3.64177e-05,3.19548e-05,7.12635e-05,0.000260753
3068,9,8.65757,0,3.75002,4.09425,3.15504,732579,0.68828,4.23032,188598,0.542667,0.464795,0.00401431,21.8873,2.79205,0.0407974,33470.6,6.55543e+08,7.63295e+08,3.62725e+08,1.07753e+08,0.00382715,167,193977,1.46772e+06,2.09765e-05,1.80153e-05,3.79102e-05,0.000127616
3090,9,8.65601,0,3.69935,4.07757,3.13843,1.02392e+06,0.693877,4.28711,189024,0.496774,0.453365,0.00297378,27.849,2.49609,0.0364877,36766.8,1.09976e+09,1.32205e+09,6.75446e+08,2.22285e+08,0.00266524,154,291807,1.96121e+06,1.25036e-05,1.04013e-05,2.03584e-05,6.1862e-05
3112,9,8.65499,0,3.64837,4.05553,3.11644,1.45822e+06,0.700758,4.35783,189358,0.454689,0.438094,0.00220199,36.1286,2.22266,0.0325656,40361.9,1.85107e+09,2.31316e+09,1.26111e+09,4.62088e+08,0.00186407,158,465157,2.6857e+06,7.42866e-06,5.94468e-06,1.09039e-05,2.97584e-05
3155,9,8.65364,0,3.59785,3.96339,3.02437,6.8761e+06,0.814083,6.00915,188300,0.49738,0.487415,0.00118199,302.169,2.44933,0.0507004,22755.8,9.49895e+09,9.95362e+09,3.22705e+09,4.54665e+08,0.00147984,352,2.39985e+06,1.51082e+07,1.44763e-06,1.38151e-06,4.26117e-06,3.02442e-05
849,10,9.99943,0.714556,4.40906,3.74113,2.73934,3683.86,0.801193,5.68068,187863,0.980614,0.239656,0.536576,0.0588963,0.95288,0.0142338,62548.3,3699.68,5480.31,4537.97,1780.63,0.519792,58,1611.15,4220.74,3.71681,2.50916,3.03021,7.72253
983,10,9.98975,0.664773,4.39988,3.76971,2.76833,3937.1,0.793861,5.53451,187031,0.97901,0.24961,0.504674,0.0769469,1.2078,0.0181811,51166.4,5054.19,7177.99,5584.12,2123.8,0.565495,87,1674.32,4792.51,2.72071,1.91571,2.46252,6.47471
1108,10,9.97902,0.614898,4.39517,3.79979,2.79888,4067.27,0.785489,5.3843,186610,0.977664,0.260534,0.489534,0.0931324,1.47254,0.0220497,43671.9,6526.25,8874.46,6414.71,2348.21,0.61192,92,1672.89,5139,2.10703,1.5495,2.14366,5.85594
1221,10,9.96791,0.56468,4.39078,3.82942,2.82899,4199.09,0.776923,5.24018,186187,0.97626,0.271761,0.476294,0.110107,1.75362,0.0260959,38136.5,7855.65,10455.4,7347.78,2599.8,0.649136,93,1677.44,5465.97,1.75046,1.3152,1.87145,5.28925
1321,10,9.95662,0.514964,4.38607,3.85789,2.85796,4339.28,0.768051,5.10505,186125,0.974775,0.283016,0.458174,0.128074,2.05237,0.0304101,33881.1,9799.08,12637.6,8432.4,2838.53,0.675061,98,1659.76,5864.48,1.40329,1.0881,1.63073,4.84441
1410,10,9.94503,0.464869,4.3807,3.88575,2.88633,4566.43,0.759049,4.97627,186067,0.973041,0.294496,0.438224,0.150431,2.37963,0.0350632,30355.8,11834.5,15064.6,9936.54,3230.05,0.692312,106,1697.16,6266.85,1.16194,0.912804,1.38388,4.25721
1489,10,9.93319,0.414341,4.37446,3.91284,2.91393,4805.26,0.750072,4.85404,185906,0.971149,0.306117,0.41699,0.175588,2.73788,0.0401155,27366.6,14963.9,18589.7,11771.5,3625.86,0.700712,108,1705.12,6790.53,0.918946,0.739709,1.16816,3.79247
1558,10,9.92138,0.364221,4.36732,3.9387,2.9403,5060.65,0.741591,4.74035,185393,0.969097,0.317661,0.397004,0.203948,3.12207,0.0455021,24813.4,18821.3,22994.8,14018.6,4173.52,0.701019,112,1744.07,7353.04,0.730607,0.598003,0.980912,3.29482
1617,10,9.90963,0.314335,4.35915,3.96347,2.96559,5410.34,0.732988,4.63421,185151,0.966731,0.329168,0.372202,0.238831,3.5336,0.0511781,22653.4,23898.2,28817.6,17095.6,4919.48,0.690467,114,1811.86,8012.88,0.575399,0.477173,0.804357,2.79521
