# subgrid mass class termination_code min_timestep_limit model_number Xc star_age
SMC/w0.6 M5.4 fail_ms min_timestep_limit 0.1 968 0.014698958875441988 81035421.45651436
SMC/w0.6 M5.6 fail_ms min_timestep_limit 0.1 983 0.009704708376477248 76837184.0811865
SMC/w0.6 M5.8 fail_ms min_timestep_limit 0.1 994 0.007766364548040905 70464712.15616332
SMC/w0.6 M6.0 fail_ms min_timestep_limit 0.1 1014 0.008387550077504323 66786034.86727003
SMC/w0.6 M6.5 fail_ms min_timestep_limit 0.1 1055 0.008509863602809446 56767375.99497895
SMC/w0.6 M7.0 fail_ms min_timestep_limit 0.1 1098 0.00628572433915015 48687084.07839878
SMC/w0.6 M7.5 fail_ms min_timestep_limit 0.1 1138 0.004393622068942555 42463900.36165552
SMC/w0.6 M8.0 fail_ms min_timestep_limit 0.1 1125 0.003810857637503223 38495993.99578141
SMC/w0.6 M9.0 fail_ms min_timestep_limit 0.1 1114 0.004731444090555641 31320725.428009007
SMC/w0.6 M10 fail_ms min_timestep_limit 0.1 1136 0.002267963119887643 25917931.862088308
SMC/w0.6 M11 fail_ms min_timestep_limit 0.1 1060 0.23922200212446987 19449097.128594853
SMC/w0.6 M12 fail_ms min_timestep_limit 0.1 1094 0.288049720593446 16418919.20435176
SMC/w0.6 M13 fail_ms min_timestep_limit 0.1 1226 0.10767522541412083 17065931.78933395
SMC/w0.6 M14 fail_ms min_timestep_limit 0.1 1372 0.009860475130654741 16403636.748795535
SMC/w0.6 M15 fail_ms min_timestep_limit 0.1 1573 0.009155382207533947 15410355.340614429
SMC/w0.6 M16 fail_ms min_timestep_limit 0.1 1713 0.009968793270985704 14085061.51968846
SMC/w0.6 M17 fail_ms min_timestep_limit 0.1 1909 0.009729528957929685 13148468.187575338
SMC/w0.6 M18 fail_ms min_timestep_limit 0.1 2168 0.009753745821698145 12265806.972510673
SMC/w0.6 M19 fail_ms min_timestep_limit 0.1 2514 0.0145850882637296 11608901.480154905
SMC/w0.6 M20 fail_ms min_timestep_limit 0.1 2869 0.009529549004709228 11053704.788607813
SMC/w0.6 M21 fail_ms min_timestep_limit 0.1 3576 0.0071342487112888335 10672204.02503308
SMC/w0.6 M22 fail_pms min_timestep_limit 0.1 5042 1.2109319262210118e-06 10521664.228528155
SMC/w0.6 M23 fail_pms min_timestep_limit 0.1 5285 0.00015627373445349763 9955218.497373989
SMC/w0.6 M24 fail_pms min_timestep_limit 0.1 7167 2.289728730932877e-05 9764386.881041914
SMC/w0.6 M25 fail_pms min_timestep_limit 0.1 8042 0.00018517459566287466 9487540.924474532
SMC/w0.6 M30 fail_pms min_timestep_limit 0.1 17589 5.540072874927683e-10 8197234.290109987
SMC/w0.6 M40 running running None 104617 0.0 6813121.811451989
SMC/w0.6 M50 running running None 109014 4.780267598720169e-33 5593203.598226935
SMC/w0.6 M60 running running None 119383 0.0 4796618.530843217
SMC/w0.6 M80 running running None 138759 0.0 3955882.2482759412
SMC/w0.6 M100 running running None 121489 3.54139566976986e-29 3492815.1378647075
SMC/w0.6 M120 fail_pms min_timestep_limit 0.1 98653 1.952352762243809e-17 3174990.0622479315
MW_mltpp/w0.0 M5.0 done done None 2540 0.0 111975235.62429658
MW_mltpp/w0.0 M5.2 done done None 2281 0.0 101790751.29720947
MW_mltpp/w0.0 M5.4 done done None 2393 0.0 93165069.43949588
MW_mltpp/w0.0 M5.6 done done None 2590 0.0 85459206.34145385
MW_mltpp/w0.0 M5.8 done done None 2540 0.0 78797409.82850166
MW_mltpp/w0.0 M6.0 done done None 2668 0.0 72982527.94530042
MW_mltpp/w0.0 M6.5 done done None 2739 0.0 61157160.11229129
MW_mltpp/w0.0 M7.0 done done None 2810 0.0 52061881.351375885
MW_mltpp/w0.0 M7.5 done done None 2955 0.0 45225014.947058834
MW_mltpp/w0.0 M8.0 done done None 2979 0.0 39561281.19255686
MW_mltpp/w0.0 M9.0 done done None 3311 2.408335573313542e-37 31503877.110573664
MW_mltpp/w0.0 M10 done done None 3288 0.0 25992737.489900135
MW_mltpp/w0.0 M11 done done None 3017 0.0 21998794.213931903
MW_mltpp/w0.0 M12 done done None 2863 0.0 19063903.308614217
MW_mltpp/w0.0 M13 done done None 2774 0.0 16963565.84785128
MW_mltpp/w0.0 M14 done done None 2904 0.0 15141604.302840725
MW_mltpp/w0.0 M15 done done None 3114 0.0 13727520.668737177
MW_mltpp/w0.0 M16 done done None 3158 0.0 12600717.485461395
MW_mltpp/w0.0 M17 done done None 3417 0.0 11642002.005429953
MW_mltpp/w0.0 M18 done done None 3735 0.0 10845464.353390973
MW_mltpp/w0.0 M19 done done None 5925 0.0 10166947.033156082
MW_mltpp/w0.0 M20 done done None 7185 0.0 9588977.085198706
MW_mltpp/w0.0 M21 fail_pms min_timestep_limit 1e-08 6453 0.0 8800093.32120732
MW_mltpp/w0.0 M22 fail_pms min_timestep_limit 1e-08 5896 4.715950186514217e-40 8359213.864147319
MW_mltpp/w0.0 M23 fail_pms min_timestep_limit 1e-08 31077 0.0 8088935.591678451
MW_mltpp/w0.0 M24 running running None 83160 0.0 7676647.5096212905
MW_mltpp/w0.0 M25 running running None 79822 0.0 7232769.034863692
MW_mltpp/w0.0 M30 fail_pms min_timestep_limit 1e-08 8592 1.654959031278397e-17 5891507.566118769
MW_mltpp/w0.0 M40 running running None 157908 0.1330345466828927 4244763.255735337
MW_mltpp/w0.0 M50 running running None 185812 0.24414325374452506 3211474.627150907
MW_mltpp/w0.0 M60 running running None 182159 0.355593792444558 2378902.509672984
MW_mltpp/w0.0 M80 crawl running None 280221 0.7179999968432522 3671.043413237674
MW_mltpp/w0.0 M100 crawl running None 245143 0.7179999999412494 192.79348371894864
MW_mltpp/w0.0 M120 crawl running None 251426 0.7179999999917079 160.35018225116178
