id,sector,bic_white,cw_white,bic_slf,nu_slf,a0_slf,g_slf,cw_slf,dbic_slf_vs_white
Cyg_OB2-5,41,30896,878.59,18229,0.029326,1e+05,1.2845,17.509,12667
Cyg_OB2-5,55,32052,982.96,20145,0.03523,1e+05,1.333,36.939,11907
Cyg_X-1,14,22035,103.24,12032,0.10229,4123.4,1.2721,4.2625,10003
Cyg_X-1,54,20999,91.144,10564,0.071945,5761,1.3164,3.3997,10435
Cyg_X-1,55,21378,83.826,8580.9,0.36236,1255.5,1.6697,1.9908,12797
Cyg_X-1,74,21294,89.332,10611,0.16941,2385.5,1.3568,2.8298,10683
HDE_227245,41,6020.6,2.5017,2543.7,3.1921,9.8549,1.5322,0.53414,3476.9
HDE_227245,54,6691.5,2.9925,2472.3,3.8561,10.983,1.8472,0.49862,4219.2
HDE_227245,55,5324.7,2.0676,1969.7,2.7239,8.7392,1.3243,0.39611,3354.9
HDE_227245,74,5803.2,2.3616,2071.1,3.4537,9.0098,1.6095,0.45436,3732.1
HDE_229196,41,20817,81.737,9337.2,0.02,28997,1.3377,2.0334,11480
HDE_229196,75,21506,78.22,9962.2,0.072367,5293.7,1.2989,1.3306,11543
HDE_229196,81,20606,77.066,9612.1,0.041994,9389.5,1.281,1.5797,10994
HDE_229196,82,19811,73.52,9151.1,0.047833,7433.6,1.2662,1.1098,10660
HDE_242926,19,951.56,0.76901,-292.93,0.14144,11.689,0.88491,0.4718,1244.5
HDE_242926,43,1068.5,0.79718,-673.08,0.46058,7.4964,1.2052,0.43315,1741.5
HDE_242926,44,1545.6,0.90247,-526.57,0.0675,26.898,0.93945,0.43757,2072.1
HDE_242926,45,1328.8,0.84919,-567.06,0.20212,12.628,1.0283,0.4379,1895.8
HDE_303308,36,9975.3,7.8147,7928,0.54548,64.961,1.0323,3.4424,2047.3
HDE_303308,37,15127,25.504,12552,0.02,1452.8,0.83157,10.419,2574.8
HDE_303308,63,16727,31.413,12735,0.33305,376.53,1.0584,8.0303,3992.2
HDE_303308,64,13818,15.101,10679,1.1749,92.265,1.2031,4.6218,3139
HDE_303311,36,3150.8,1.3571,1750.5,0.86884,8.0467,0.84522,0.57648,1400.4
HDE_303311,37,3403.4,1.4048,1672.5,0.27725,13.854,0.74018,0.51092,1730.9
HDE_303311,63,3653.6,1.4346,1666.4,0.83798,9.365,0.93191,0.5537,1987.3
HDE_303311,64,3216.9,1.2804,1407.3,0.73873,8.5685,0.88548,0.52646,1809.6
HDE_305438,10,291.98,0.65074,-374.63,1.1133,2.9011,1.4059,0.49754,666.61
HDE_305438,11,221.61,0.63852,-455.75,0.31669,5.0079,0.88655,0.47321,677.36
HDE_305438,63,-308.78,0.56296,-717.32,0.02,10.547,0.58551,0.43202,408.54
HDE_305438,64,-425.51,0.54844,-790.98,0.02,11.08,0.64349,0.45134,365.47
HDE_305524,36,6983.7,3.6222,3104.9,3.594,13.526,1.6425,0.51935,3878.7
HDE_305524,37,6978.5,3.4005,3334,3.302,13.171,1.4738,0.49516,3644.5
HDE_305524,63,7753,3.7758,3274.4,2.0563,18.261,1.3558,0.4813,4478.5
HDE_305524,64,7218,3.2496,3256.3,3.2145,12.768,1.5196,0.51904,3961.7
HDE_338_931,41,13548,14.742,5669,2.4581,66.433,1.9163,0.68077,7879.2
HDE_338_931,54,13658,15.793,6348.1,2.4253,73.731,1.8357,0.77034,7309.9
HDE_338_931,81,14969,20.465,6631.9,1.8386,106.8,1.7918,0.89048,8336.7
HDE_344777,40,5061.2,1.8629,1948.5,2.3583,8.1827,1.1497,0.32886,3112.6
HDE_344777,41,5017.3,1.975,1942.8,1.4117,10.936,1.0222,0.30845,3074.5
HDE_344777,54,4999.6,1.998,2201.5,2.3165,8.8619,1.1982,0.46524,2798.1
HDE_344777,81,4724.5,1.8395,1870.6,1.4436,9.9252,0.99276,0.30225,2853.9
HDE_344783,40,-671.46,0.52171,-1489,0.091564,7.1619,0.72279,0.36151,817.53
HDE_344783,41,-635.55,0.52132,-1383.5,0.51166,3.2653,0.84178,0.35761,747.98
HDE_344783,54,901.41,0.75094,-785.17,0.17918,10.569,0.91393,0.40844,1686.6
HD_101190,37,13452,16.854,7958.5,3.9333,60.67,1.8705,0.98577,5493.1
HD_101190,38,14499,18.148,8362.1,3.5487,68.264,1.8122,0.79909,6136.4
HD_101190,64,14152,16.323,8189,3.7576,59.838,1.7939,0.56125,5963
HD_101190,99,15063,18.345,9133.4,4.3728,62.464,1.9574,1.1118,5929.4
HD_101223,37,6994.2,3.4138,3057.4,1.2404,20.714,1.1031,0.33271,3936.8
HD_101223,38,7008.8,3.1333,3208.8,1.1951,19.271,1.0642,0.36516,3800
HD_101223,64,6664,2.8564,3165.4,2.2118,13.053,1.1703,0.32779,3498.6
HD_101223,99,7300.5,3.1633,3481.1,1.8754,15.778,1.1521,0.33229,3819.4
HD_102415,100,5266.4,2.1767,2560.4,8.8417,5.1291,2.3155,0.46278,2706
HD_102415,64,5194.6,2.029,2519.6,7.5256,5.22,1.8148,0.37944,2675
HD_102415,99,6505.6,2.6422,3405.8,8.4431,6.4064,2.238,0.50127,3099.8
HD_108,17,12178,15.82,6045.8,0.77969,126.29,1.4495,1.6721,6132.1
HD_108,18,12597,16.84,5685.7,0.77615,137.49,1.5016,1.3907,6911.5
HD_108,84,12524,12.732,5112.6,1.4127,77.235,1.7209,0.97206,7411.7
HD_108,85,11803,11.019,5777.4,1.6299,62.787,1.6105,1.1432,6025.1
HD_110360,11,3898.5,1.7019,1387.2,0.02,72.014,0.69958,0.42894,2511.4
HD_110360,37,3084.5,1.331,950.24,0.50963,11.312,0.8824,0.44512,2134.3
HD_110360,38,3449.2,1.3597,803.44,0.02,51.131,0.66685,0.32609,2645.8
HD_110360,64,3457.7,1.3542,627.96,0.02,62.94,0.7298,0.40357,2829.7
HD_112244,11,27815,725.37,18897,0.56505,8165.4,1.6992,42.663,8917.7
HD_112244,37,27714,717.15,15673,1.1231,4982.9,2.3512,16.118,12041
HD_112244,38,29549,619.02,16410,0.91473,4859.6,2.1551,13.393,13139
HD_112244,64,29128,533.1,18812,0.76813,4906.6,1.6905,19.524,10317
HD_117490,100,6953.5,3.1361,3258.3,6.5956,8.6491,2.1548,0.50715,3695.3
HD_117490,101,6988.2,3.5677,3305,5.999,10.378,2.055,0.5064,3683.3
HD_117490,65,7277.3,3.1051,3333.8,6.2169,8.8911,1.9748,0.42508,3943.5
HD_117490,99,8377.5,4.0369,3810.8,5.197,12.659,1.908,0.43414,4566.6
HD_123056,11,11814,11.747,5726.4,1.8012,63.865,1.5504,0.75987,6087.3
HD_135591,12,21720,78.911,15749,3.4098,301.98,1.7024,3.6708,5970.9
HD_135591,38,21033,84.013,14859,2.9434,349.44,1.6556,1.7371,6174.1
HD_135591,39,21585,76.567,15312,3.2376,300.61,1.6705,0.0056211,6273.5
HD_135591,65,21995,84.688,15376,3.0206,342.08,1.6753,0.0089421,6619.1
HD_14434,18,11149,11.97,6281.7,5.3782,36.707,2.2669,0.97596,4867.6
HD_14633,18,11161,11.384,6573.9,1.846,59.244,1.2992,0.0003636,4587.1
HD_149038,103,28147,750.36,18763,0.67948,7273.8,1.6437,29.924,9383.9
HD_149038,39,32849,956.91,22036,0.79637,8014.6,1.8599,46.574,10813
HD_149038,66,27917,707.81,18218,1.2264,4807.4,1.9879,26.789,9698.1
HD_149038,93,27099,548.37,16418,1.4526,3432.1,2.1066,12.935,10681
HD_150574,12,13638,19.496,7693.7,2.5655,87.588,1.9501,1.9669,5944.2
HD_151804,12,27890,734.03,19139,0.45694,9442.9,1.8647,56.596,8751.3
HD_151804,39,31484,704.55,20455,0.41553,10414,1.8972,40.947,11029
HD_151804,66,28686,835.13,17249,0.17326,28960,1.5551,21.132,11437
HD_151804,93,27032,539.28,15885,0.33042,10185,1.7035,16.976,11147
HD_152003,12,22927,207.46,14471,0.71065,1972,1.6866,12.969,8455.6
HD_152147,103,21981,157.64,12374,0.76321,1303.4,1.7214,6.573,9607
HD_152147,12,22728,197.25,13064,0.74985,1724.1,1.9096,9.8257,9664.6
HD_152147,39,23576,119.66,13170,0.93923,945.96,1.7915,5.3194,10407
HD_152247,12,17377,50.511,10222,2.0089,255.17,1.8519,3.1133,7155.6
HD_152247,39,19408,46.997,11218,1.9863,241.81,1.8227,2.6168,8189.9
HD_152247,66,16874,42.554,9204.7,2.4727,197.29,1.9214,1.3659,7669.3
HD_152247,93,16920,42.504,8739.8,2.2967,200.89,1.9277,1.1856,8180.5
HD_152249,103,22617,185.13,14150,1.108,1355,1.7744,9.6179,8466.3
HD_152249,12,20649,116.18,13882,1.1925,790.5,1.9001,13.115,6767
HD_152249,39,25721,193.52,15773,1.0849,1381.3,2.0559,12.313,9947.9
HD_152424,103,25332,368.07,15067,0.21637,9168.9,1.4441,10.376,10266
HD_152424,12,26284,487.73,16948,0.38251,7552.5,1.6487,26.758,9336
HD_152424,39,28196,337.1,16663,0.80826,2931.8,2.2773,16.814,11533
HD_154368,12,26152,410.18,17876,0.85119,3719.3,1.7664,28.38,8275.7
HD_154368,66,26656,500.7,17156,0.59931,5627.6,1.6986,22.758,9500.1
HD_154368,93,25784,394.14,15402,0.59893,4564.4,1.671,10.396,10382
HD_154643,12,15157,26.475,9729.1,2.4145,120.59,1.5039,0.99847,5428
HD_155913,104,11766,10.983,7609,5.5273,33.402,1.8337,0.71536,4157.1
HD_155913,12,11629,11.691,7614.1,5.877,34.479,1.936,0.95157,4015
HD_155913,39,12829,10.862,8321.7,5.8145,32.269,1.8898,0.78238,4507.5
HD_156154,12,18488,60.728,10804,2.0018,309.17,2.203,4.677,7683.5
HD_15629,18,11206,12.077,6689.5,4.2137,42.206,1.9446,1.2527,4516.6
HD_156738,12,10741,8.8055,5594.9,3.4153,34.34,1.8306,0.85901,5145.6
HD_156738,39,11181,7.4798,5408.8,4.4624,25.328,2.0719,0.67318,5772.5
HD_156738,66,9974.6,7.4785,5192.9,5.0804,23.666,2.1135,0.72347,4781.8
HD_156738,93,10135,7.7662,4953.2,4.4167,26.559,2.0198,0.62449,5181.4
HD_188209,14,27956,410.78,18277,0.82805,3523.3,1.8636,24.668,9679.6
HD_188209,15,27012,400.02,17981,1.2889,2647.5,2.2822,28.309,9030.5
HD_188209,41,27620,406.02,15281,1.1643,2768.5,2.3316,11.24,12339
HD_188209,54,26960,378.35,14150,1.0146,2982.3,2.1854,7.6749,12810
HD_189957,41,12466,11.423,6177,2.23,54.191,1.5477,0.44383,6288.7
HD_189957,54,12788,12.83,6295.9,2.1094,63.353,1.5928,0.63522,6491.8
HD_189957,55,13119,12.48,6495.9,1.8481,65.553,1.5106,0.60841,6623.6
HD_189957,74,12314,10.873,6096.1,2.3322,50.731,1.5654,0.47043,6218
HD_190864,41,14397,18.004,8249.1,3.9626,64.866,1.967,0.99951,6147.6
HD_190864,54,14454,19.099,8257.1,3.2215,75.89,1.7676,0.75134,6197
HD_190864,55,14907,18.845,8047.8,3.5394,71.219,1.9266,0.74927,6858.7
HD_190864,74,14186,16.867,7963.6,3.5142,64.55,1.8037,0.54941,6222.7
HD_191423,41,14141,16.952,8204.4,5.5956,51.549,2.2946,0.87742,5936.8
HD_191423,54,14214,18.036,8092.5,4.4842,61.03,2.0586,0.80456,6121.7
HD_191423,55,14534,17.291,8089.8,4.53,57.946,2.0949,0.78016,6443.7
HD_191423,81,14131,16.804,8008.4,5.4861,51.184,2.2749,0.75652,6122.2
HD_191612,14,13292,13.438,7028.2,1.9022,68.972,1.5375,1.0036,6263.5
HD_191612,15,10498,10.526,5979.9,3.0378,42.656,1.713,1.1726,4517.7
HD_191612,41,12039,10.33,6520.2,2.6717,44.42,1.6679,1.0534,5518.9
HD_191612,54,12376,11.63,6206.3,2.0668,57.394,1.6167,0.94857,6170.2
HD_191781,41,16938,32.768,6231.2,0.2584,619.57,1.4264,1.0514,10707
HD_191781,54,16526,31.327,7212.2,0.191,719.61,1.2621,1.0108,9314.1
HD_191781,56,16763,26.144,5060.2,0.48582,310.4,1.5828,0.70615,11703
HD_191781,75,16816,27.096,6453.2,0.46929,325.04,1.474,0.97195,10362
HD_191978,14,8363.8,4.2584,4689.2,0.72031,33.798,1.0034,0.73667,3674.6
HD_191978,15,7633.3,4.8292,4199,0.75449,38.429,1.0458,0.75072,3434.3
HD_191978,41,8640.8,4.6384,3976,0.32907,59.337,1.0048,0.65716,4664.7
HD_191978,54,8139.3,4.2284,3908.5,0.33781,49.545,0.93346,0.48866,4230.8
HD_192001,14,7839.5,3.7683,4350.3,0.82877,27.507,1.0182,0.73862,3489.2
HD_192001,41,7945.6,3.9375,3589.2,0.25022,55.464,0.9095,0.39259,4356.4
HD_192001,54,7409.4,3.5521,3611.8,0.73811,28.223,1.0319,0.58692,3797.6
HD_192001,55,7509.4,3.4222,3631.6,0.6164,28.57,0.96151,0.46591,3877.9
HD_192281,14,17040,32.211,11010,4.9626,103.34,2.1988,2.0188,6030
HD_192281,15,14908,35.093,9546.6,3.9973,125.56,1.9778,1.8751,5361.2
HD_192281,41,15991,26.211,9490,5.3557,80.79,2.3024,0.89875,6500.7
HD_192281,54,16113,28.385,9802,4.6058,94.366,2.1269,1.2159,6311.4
HD_192639,41,23612,157.91,10738,1.0232,1156.1,2.0766,2.9431,12874
HD_192639,54,21826,111.03,11148,1.1411,785.67,1.9127,3.2978,10677
HD_192639,55,23285,130.13,12823,0.87345,1103.1,1.7553,4.8029,10462
HD_192639,75,23443,121.2,12070,1.015,939.4,1.8662,3.5104,11373
HD_193443,41,17148,34.431,9245.2,1.4324,200.07,1.5609,1.3204,7903.1
HD_193443,55,17911,37.678,9886.6,1.2908,233.35,1.5419,1.7524,8024.1
HD_193443,75,17027,28.422,9073,2.1382,137.4,1.7277,1.0633,7953.8
HD_193443,81,16463,29.081,9340.2,1.8463,150.35,1.6068,1.502,7122.3
HD_193514,41,20315,72.609,11171,1.948,386.6,2.104,3.3728,9144.4
HD_193514,55,21132,79.207,11396,1.5911,466.72,2.0327,3.5713,9736.1
HD_193514,81,20259,71.019,10778,1.9257,383.95,2.0259,2.4267,9480.6
HD_193514,82,19689,71.369,9754.6,1.8361,390.61,2.0715,1.958,9934.1
HD_193595,14,7901.6,3.8232,4591,3.8264,13.681,1.3682,0.45886,3310.6
HD_193595,15,6904.9,3.9611,4203.2,3.6249,14.427,1.3078,0.50138,2701.7
HD_193595,41,7479.2,3.5277,4085.7,3.3656,13.354,1.2964,0.30745,3393.5
HD_193595,55,7893.5,3.7391,4189.8,3.1327,14.672,1.3046,0.30161,3703.7
HD_193682,41,13534,14.694,7217.7,4.1064,51.886,1.9913,0.63668,6316.8
HD_193682,55,13715,14.316,7349.2,4.505,48.116,2.0819,0.68786,6365.6
HD_193682,75,14221,15.075,7507,4.1693,52.657,2.0443,0.69282,6714.3
HD_193682,81,13935,16.051,7550.8,3.7754,58.848,1.9585,0.84052,6384.7
HD_195592,41,26860,339.43,13026,0.051601,35949,1.4869,6.0614,13834
HD_195592,55,28555,438.77,15975,0.02,62581,1.2515,11.635,12580
HD_195592,56,27961,323.45,15869,0.02,55039,1.2127,6.7773,12093
HD_195592,76,26647,287.44,14877,0.39454,3643.3,1.5063,6.0166,11770
HD_201345,55,9574.9,5.5104,5341.5,1.4131,32.054,1.1081,0.0083764,4233.4
HD_201345,82,9049.7,5.4227,4764.2,1.8845,27.909,1.2602,0.45704,4285.6
HD_202124,55,22122,99.517,10176,0.47958,1150.1,1.6334,2.5954,11946
HD_202124,56,22147,87.623,10648,0.47668,1062.8,1.559,2.4083,11499
HD_202124,75,21306,74.768,9271.2,0.56777,816.86,1.6753,1.8808,12035
HD_202124,76,22305,105.29,9566.1,0.40206,1484.5,1.6564,2.1608,12739
HD_203064,15,26338,340.19,18720,2.7832,1476.4,2.0854,18.675,7617.6
HD_203064,16,22745,279.28,15815,3.4671,1079.2,2.268,12.584,6930.6
HD_203064,55,26261,258.5,19356,2.5992,1169.6,1.796,15.283,6904.6
HD_203064,56,27696,304.75,18422,2.689,1382.6,2.094,8.2093,9274.2
HD_206183,84,2279.7,1.0541,1794.9,0.52717,6.1874,1.543,0.888,484.77
HD_207198,16,22590,232.57,14809,1.665,1307.6,1.8757,11.566,7780.5
HD_207198,17,22025,210.56,14976,2.1865,1028.3,2.0865,14.666,7049
HD_207198,24,23969,175.49,16034,2.506,803.62,2.1268,10.836,7935.6
HD_207198,56,25295,177.71,15384,2.2511,868.93,1.9919,3.2535,9911.6
HD_207538,84,9441.5,6.0159,4738.6,0.27287,91.688,1.0767,1.0933,4702.9
HD_209339,56,13560,12.732,7707.6,1.0359,91.475,1.2827,1.2694,5852
HD_209339,58,12435,10.066,7642.9,1.1486,66.257,1.1619,0.98916,4791.6
HD_209339,76,12257,10.309,7303.8,1.4374,62.179,1.2934,1.1774,4953.3
HD_209339,78,8822.3,12.894,5612.6,0.9624,93.612,1.1631,1.5151,3209.7
HD_209975,16,25627,517.63,17759,1.1999,3571.1,1.8255,31.33,7867.6
HD_209975,17,24241,371.63,17065,1.1951,2537.6,1.7492,27.787,7175.3
HD_209975,24,27780,432.18,18452,1.6384,2473,2.0709,21.557,9327.7
HD_209975,76,28141,406.06,17177,1.9013,2151.3,2.1451,9.2069,10964
HD_210809,84,19443,68.496,9065,0.73212,622.2,1.6846,2.0911,10378
HD_210839,16,27050,753.1,17679,2.3338,3565,2.5003,24.905,9370.9
HD_210839,17,26409,655.11,17891,2.2635,3181.7,2.3543,28.575,8518.3
HD_210839,24,28583,522.61,19504,2.5009,2431.5,2.498,27.472,9079.3
HD_210839,56,30740,603.79,20021,2.0238,3205.8,2.1711,16.766,10720
HD_214680,16,15109,35.619,14169,0.02,814.88,0.5667,18.059,939.85
HD_216532,17,6340.3,3.3104,4538.4,6.2229,8.8084,2.0306,1.2544,1801.9
HD_216532,24,6771.1,3.0037,4570.5,5.8495,8.3665,1.8999,1.0456,2200.6
HD_216532,84,6896.8,3.2399,4150.7,3.9569,11.32,1.467,0.75945,2746.1
HD_216532,85,5706.5,2.4622,3821.5,6.2881,6.6262,1.693,0.83279,1885
HD_217086,17,13275,21.225,9491.6,4.9495,68.392,1.7565,1.7168,3783.2
HD_217086,18,13388,20.747,8953.3,4.9454,66.883,1.9031,1.3686,4434.4
HD_217086,24,14575,19.023,9890.5,4.5326,63.858,1.7331,1.0764,4684.6
HD_217086,84,14739,21.819,9546.9,4.3188,74.745,1.7723,0.0024578,5192.3
HD_218195,57,11710,7.7563,5718.7,3.0135,31.662,1.6253,0.46687,5991.1
HD_218195,84,10383,7.5631,5091.6,2.4214,34.576,1.4624,0.25011,5291.1
HD_218195,85,10456,7.9142,5217.5,2.7014,33.96,1.5661,0.55003,5238.7
HD_218915,16,18232,89.655,9614.9,0.86018,765.74,1.7509,3.6912,8617.2
HD_218915,17,17823,73.295,9639.2,1.8029,397.36,2.4385,4.4682,8184
HD_218915,84,20551,89.667,11069,0.69739,870.99,1.5786,3.1578,9481.6
HD_224990,2,14420,16.34,7464.4,1.0133,125.92,2.2662,2.553,6955.6
HD_224990,29,15335,34.106,8507.4,0.5033,445.38,1.9776,4.4425,6827.7
HD_224990,69,13233,19.485,8478.6,0.55482,217.08,1.4108,3.8606,4754.6
HD_224990,96,15096,29.993,7260.8,0.77822,273.01,2.3312,3.0072,7835
HD_225146,17,16021,47.3,8013.5,0.65506,445.35,1.7408,3.2562,8007.9
HD_225146,18,17525,61.853,8237.1,0.42321,752.47,1.6192,3.0312,9288.3
HD_225146,57,19998,47.155,7735.6,0.34712,680.5,1.4699,1.002,12263
HD_225146,58,17987,35.309,7557.7,0.55642,394.32,1.5719,1.419,10429
HD_225160,84,18227,50.96,8430.8,0.80214,459.22,1.6768,1.7556,9796.6
HD_225160,85,18760,60.939,9700.3,1.1575,429.72,1.902,3.2108,9059.5
HD_228841,14,10279,6.6556,5931.6,4.4982,22.376,1.6258,0.3342,4347.1
HD_228841,15,9203.2,7.402,5370.6,4.3485,25.32,1.6736,0.58015,3832.6
HD_228841,41,9519.4,5.7052,5150.8,4.7902,18.727,1.7194,0.37891,4368.6
HD_228841,55,9387.8,5.2775,5068.8,5.7361,15.753,1.8682,0.4197,4319
HD_229232,41,9906.1,6.2494,5214.1,4.9689,20.107,1.8619,0.48226,4692
HD_229232,55,9707.4,5.6813,4988,5.5268,17.225,1.9897,0.51275,4719.4
