gaia,sector,Tmag,nu_in,R,a0_in,Af,nu_floor,bic_white,cw_white,bic_slf,nu_slf,a0_slf,g_slf,cw_slf,bic_floor,logk_floor,cw_floor,bic_slf+floor,nu_slf+floor,a0_slf+floor,g_slf+floor,logk_slf+floor,cw_slf+floor,dbic_above_floor,dbic_slf_vs_white
4686413540237697408,28,14.4,1.5,0.1,0.20503,2.0503,0.28674,-2204.3,0.3503,-2681.3,1.1537,1.3582,1.8004,0.29016,-2681,0.32464,0.29113,-2676.2,1.8147,0.85285,2.5352,-0.072024,0.29064,-4.8585,477.01
4686413540237697408,28,14.4,1.5,0.25,0.51258,2.0503,0.28674,-2065.3,0.3626,-2648.1,1.0401,1.5806,1.6532,0.29029,-2648.4,0.36612,0.29173,-2642.6,2.3363,0.66842,3.1186,0.10298,0.29106,-5.7632,582.82
4686413540237697408,28,14.4,3,0.1,0.20503,2.0503,0.28674,-2183.9,0.35208,-2673.5,1.1824,1.3623,1.8164,0.2903,-2672.4,0.33844,0.29117,-2667.5,1.6172,0.98497,2.2145,-0.11934,0.29061,-4.957,489.64
4686413540237697408,28,14.4,3,0.25,0.51258,2.0503,0.28674,-1883.9,0.3793,-2552.2,1.9047,1.2832,2.225,0.29192,-2530.2,0.52022,0.29229,-2548.7,2.5203,0.93414,3.0828,-0.041564,0.29265,18.542,668.32
4686413810818254464,27,14.2,0.3,0.1,0.077815,0.77815,0.81815,-6487.5,0.11414,-7009,0.02,6.1154,1.0187,0.095624,-7003.6,-0.2499,0.096078,-7002.1,0.24585,0.87735,7.2634,-0.43001,0.096395,-1.5391,521.51
4686413810818254464,27,14.2,0.3,0.25,0.19454,0.77815,0.81815,-6451.8,0.11519,-6999.1,0.02,6.3104,1.0109,0.095598,-6995.3,-0.23537,0.09617,-6992.6,0.24294,0.8768,10,-0.39617,0.096464,-2.7025,547.31
4686413810818254464,27,14.2,0.7,0.1,0.077815,0.77815,0.81815,-6518.2,0.11324,-7002.1,0.02,5.7877,0.98834,0.095491,-7001.7,-0.25228,0.096146,-6995.5,0.26403,0.76803,7.8426,-0.40091,0.096415,-6.1546,483.85
4686413810818254464,27,14.2,0.7,0.25,0.19454,0.77815,0.81815,-6558,0.11208,-6992.7,0.15284,1.2822,1.1369,0.095487,-7000.6,-0.24345,0.096102,-6986.9,0.27942,0.61276,8.7378,-0.33048,0.096277,-13.667,434.68
4686413810818254464,27,14.2,1.5,0.1,0.077815,0.77815,0.81815,-6566.9,0.11183,-7002.5,0.02,5.2726,0.95894,0.095333,-7005.2,-0.26397,0.096149,-6996.1,0.27026,0.68985,8.2659,-0.39119,0.096378,-9.1043,435.61
4686413810818254464,27,14.2,1.5,0.25,0.19454,0.77815,0.81815,-6440.2,0.11553,-6971,0.02,4.6854,0.89324,0.095195,-6968.2,-0.21809,0.096723,-6962.1,0.02,4.4733,0.91778,-0.56992,0.095631,-6.0254,530.87
4686413810818254464,27,14.2,3,0.1,0.077815,0.77815,0.81815,-6423.7,0.11602,-6959,0.02,4.7634,0.89599,0.095482,-6954.7,-0.21926,0.097082,-6949.7,0.02,4.5428,0.91126,-0.61121,0.095815,-5.0511,535.29
4686413810818254464,27,14.2,3,0.25,0.19454,0.77815,0.81815,-6146.8,0.12459,-6810.7,0.076765,1.9369,0.78569,0.092641,-6780.1,-0.030234,0.099837,-6802.1,0.02,3.4495,0.70023,-0.4789,0.091959,22.029,663.89
4686413810818254464,28,14.2,0.3,0.1,0.15953,1.5953,0.29868,-7431.2,0.095693,-7730.8,0.066769,1.7292,1.0989,0.085798,-7742.7,-0.42879,0.08588,-7722.9,0.16261,0.60285,3.0496,-0.46272,0.085967,-19.779,299.55
4686413810818254464,28,14.2,0.3,0.25,0.39884,1.5953,0.29868,-7119.1,0.1034,-7727.2,0.02,8.3492,1.1902,0.085933,-7732.7,-0.37065,0.085703,-7719.4,0.1374,1.4862,2.6698,-0.48078,0.085959,-13.318,608.11
4686413810818254464,28,14.2,0.7,0.1,0.15953,1.5953,0.29868,-7254.3,0.09999,-7704,0.046641,2.6397,1.0446,0.085639,-7715.9,-0.34561,0.085888,-7696.7,0.14619,0.75588,10,-0.37083,0.085969,-19.197,449.73
4686413810818254464,28,14.2,0.7,0.25,0.39884,1.5953,0.29868,-7053.6,0.1051,-7650.4,0.52438,0.65451,1.7295,0.086074,-7663.1,-0.21015,0.085882,-7644.1,1.3359,0.13316,10,-0.27299,0.085991,-19.079,596.72
4686413810818254464,28,14.2,1.5,0.1,0.15953,1.5953,0.29868,-7297.8,0.098915,-7652.5,0.27574,0.69819,1.0613,0.085387,-7659.4,-0.25297,0.086374,-7651,2.213,0.11953,10,-0.44329,0.08613,-8.4023,354.72
4686413810818254464,28,14.2,1.5,0.25,0.39884,1.5953,0.29868,-6572.2,0.11844,-7489.2,1.0336,0.59824,1.736,0.085977,-7489.1,0.068209,0.08619,-7481.6,1.3882,0.43067,1.9772,-0.35424,0.086057,-7.5226,917.03
4686413810818254464,28,14.2,3,0.1,0.15953,1.5953,0.29868,-7206.9,0.10117,-7568.8,0.82857,0.42628,1.2925,0.086016,-7565,-0.13806,0.087333,-7561.8,2.087,0.19792,2.1174,-0.46937,0.086598,-3.2565,361.84
4686413810818254464,28,14.2,3,0.25,0.39884,1.5953,0.29868,-6213.4,0.12947,-7186.9,3.2121,0.39055,2.1789,0.08607,-7102.5,0.42318,0.086944,-7177.6,3.3726,0.37155,2.2603,-0.62347,0.086131,75.11,973.51
4686413810818254464,68,14.2,0.3,0.1,0.31464,3.1464,0.39049,-3772.8,0.25671,-6311.4,0.1555,4.7946,1.086,0.12303,-6322.2,-0.12648,0.12323,-6305.9,0.43265,1.5512,6.6922,-0.15028,0.12376,-16.249,2538.6
4686413810818254464,68,14.2,0.3,0.25,0.78659,3.1464,0.39049,-3869.3,0.25113,-6357.8,0.17029,4.5058,1.1284,0.12341,-6367.1,-0.15064,0.12294,-6353.7,0.5212,1.4053,10,-0.18611,0.12366,-13.384,2488.5
4686413810818254464,68,14.2,0.7,0.1,0.31464,3.1464,0.39049,-3911.1,0.24875,-6323,0.19481,3.9957,1.112,0.12324,-6334.6,-0.13476,0.12324,-6317.2,0.48811,1.2606,8.235,-0.15621,0.1237,-17.414,2411.9
4686413810818254464,68,14.2,0.7,0.25,0.78659,3.1464,0.39049,-3372.7,0.28117,-6280.1,0.20423,4.6744,1.174,0.12379,-6288.2,-0.096462,0.12279,-6273.1,0.322,2.5104,2.1294,-0.13236,0.12357,-15.118,2907.4
4686413810818254464,68,14.2,1.5,0.1,0.31464,3.1464,0.39049,-3629,0.26524,-6266.5,0.23316,3.8824,1.1366,0.12307,-6278.7,-0.093157,0.12293,-6261.2,0.51342,1.3036,10,-0.11269,0.12339,-17.468,2637.5
4686413810818254464,68,14.2,1.5,0.25,0.78659,3.1464,0.39049,-3298.1,0.28598,-6167.8,0.61599,2.4754,1.3971,0.12416,-6178.5,-0.016596,0.12174,-6162.9,2.1686,0.42463,8.3095,-0.059799,0.12278,-15.631,2869.7
4686413810818254464,68,14.2,3,0.1,0.31464,3.1464,0.39049,-3850.2,0.25222,-6206.4,0.21042,3.6242,1.0191,0.12097,-6218.3,-0.065368,0.12339,-6203.4,4.2829,0.18096,10,-0.12589,0.12426,-14.831,2356.1
