gaia,sector,Tmag,nu_in,R,a0_in,Af,nu_floor,bic_white,cw_white,bic_slf,nu_slf,a0_slf,g_slf,cw_slf,bic_floor,logk_floor,cw_floor,bic_slf+floor,nu_slf+floor,a0_slf+floor,g_slf+floor,logk_slf+floor,cw_slf+floor,dbic_above_floor,dbic_slf_vs_white
4685959373284393728,67,13.9,1.5,1,1.8962,1.8962,0.22745,-1764.3,0.40671,-3905.5,1.0367,2.5133,1.5188,0.2114,-3888,0.79116,0.21259,-3899.8,1.594,1.6904,1.7553,0.23887,0.21236,11.805,2141.2
4685959373284393728,67,13.9,1.5,2,3.7924,1.8962,0.22745,238.11,0.639,-3433.9,1.8275,3.2461,2.17,0.21938,-3388.9,1.0649,0.21236,-3428.8,2.1027,2.7643,2.3426,0.31798,0.21971,39.874,3672
4685959373284393728,67,13.9,1.5,4,7.5849,1.8962,0.22745,3464.6,1.3233,-2294.3,1.1998,8.8045,1.7663,0.25051,-2264.7,1.329,0.2402,-2287.4,1.2094,8.7248,1.77,0.029436,0.25053,22.627,5758.9
4685959373284393728,67,13.9,1.5,8,15.17,1.8962,0.22745,6216.7,2.4623,-868.55,1.4318,15.06,1.8225,0.29187,-814.39,1.6308,0.2631,-861.53,1.4333,15.041,1.8231,-0.0040302,0.29187,47.14,7085.3
4685959373284393728,67,13.9,1.5,16,30.339,1.8962,0.22745,9041.2,4.6571,977.61,1.5108,28.084,1.9313,0.41029,1070,1.8841,0.33862,984.61,1.5117,28.065,1.9316,0.0055659,0.41029,85.344,8063.6
4685959373284393728,67,13.9,3,0.5,0.94811,1.8962,0.22745,-2538.4,0.34153,-3856,1.948,1.3893,1.5088,0.21015,-3784.8,0.8265,0.21547,-3854.7,3.7165,0.81957,2.2814,0.17499,0.21326,69.967,1317.7
4685959373284393728,67,13.9,3,1,1.8962,1.8962,0.22745,-689.61,0.51831,-3242.1,2.5534,2.139,1.7244,0.21336,-3144.6,1.152,0.21427,-3237,3.0706,1.8153,1.8733,0.20522,0.21458,92.45,2552.5
4685959373284393728,67,13.9,3,2,3.7924,1.8962,0.22745,1876.6,0.92483,-2382,3.1945,3.6445,2.0565,0.21907,-2257.4,1.4522,0.20392,-2375.9,3.3421,3.4746,2.0988,0.22702,0.21953,118.54,4258.7
4685959373284393728,67,13.9,3,4,7.5849,1.8962,0.22745,4926.8,1.8405,-430.61,3.5361,6.9486,2.1545,0.2877,-270.53,1.7574,0.24697,-423.68,3.5503,6.9176,2.1582,0.035569,0.28776,153.14,5357.4
4685959373284393728,67,13.9,3,8,15.17,1.8962,0.22745,8098.7,3.765,1451.1,3.0188,15.761,2.021,0.34969,1618.9,2.0312,0.24579,1458.1,3.0191,15.759,2.0211,-0.017439,0.34968,160.76,6647.7
4685959373284393728,67,13.9,3,16,30.339,1.8962,0.22745,11140,7.4788,4007.8,2.8306,32.276,1.9687,0.55262,4181.7,2.3056,0.34689,4014.8,2.8307,32.275,1.9687,-0.0040899,0.55262,166.91,7132.7
4685959373284393728,68,13.9,0.3,0.5,0.80056,1.6011,0.39049,-1859.1,0.39673,-3670.3,0.059696,14.452,1.0607,0.23717,-3674.6,0.28378,0.23629,-3664.7,0.40102,3.0106,3.2355,0.21206,0.23824,-9.8465,1811.3
4685959373284393728,68,13.9,0.3,1,1.6011,1.6011,0.39049,-1668.2,0.41434,-3664.9,0.073998,14.092,1.1355,0.23891,-3663.9,0.29046,0.2365,-3662,0.46193,3.0676,4.5901,0.19311,0.23903,-1.8459,1996.7
4685959373284393728,68,13.9,0.3,2,3.2023,1.6011,0.39049,-1194.5,0.46148,-3667.7,0.067711,18.004,1.1609,0.23723,-3660.1,0.32911,0.23401,-3662.7,0.44096,3.9773,3.0541,0.20407,0.23741,2.6234,2473.2
4685959373284393728,68,13.9,0.3,4,6.4045,1.6011,0.39049,-532.69,0.53646,-3480.5,0.079379,18.349,1.1254,0.23942,-3478.1,0.42749,0.23714,-3474.2,0.43029,4.5826,3.0341,0.35298,0.23987,-3.8196,2947.8
4685959373284393728,68,13.9,0.3,8,12.809,1.6011,0.39049,1854.3,0.92332,-2958.3,0.02,104.92,1.0447,0.24205,-2949,0.66892,0.2427,-2951.1,0.02,104.38,1.0475,-0.078434,0.24229,2.127,4812.6
4685959373284393728,68,13.9,0.3,16,25.618,1.6011,0.39049,4008.4,1.5072,-2845.8,0.17834,34.362,1.4135,0.25112,-2772.7,0.78348,0.23401,-2840.2,0.3524,19.746,1.8633,0.5651,0.24802,67.461,6854.2
4685959373284393728,68,13.9,0.7,0.5,0.80056,1.6011,0.39049,-1885.7,0.39434,-3657.4,0.12116,8.579,1.129,0.23814,-3663.2,0.29001,0.23656,-3652.9,0.54643,2.3108,4.8472,0.21633,0.23857,-10.343,1771.7
