gaia,sector,Tmag,cls,Af,nu_floor,bic_white,cw_white,bic_slf,nu_slf,a0_slf,g_slf,cw_slf,bic_floor,logk_floor,cw_floor,bic_slf+floor,nu_slf+floor,a0_slf+floor,g_slf+floor,logk_slf+floor,cw_slf+floor,dbic_above_floor,dbic_slf_vs_white
4687501953697501568,68,14,binary/rot,2.5096,0.34547,-4913.6,0.19803,-7259.9,0.22834,2.8161,1.0251,0.094022,-7271.2,-0.0089616,0.096269,-7250.2,0.79349,0.037306,1.2185,-0.009207,0.09627,-21.001,2346.3
4687503946562429184,28,13.1,none,2.5069,0.28674,-6532.3,0.11962,-7167,0.29868,1.0622,1.452,0.097253,-7179.8,-0.38251,0.097036,-7159.3,0.26774,0.44899,3.0411,-0.39563,0.09709,-20.528,634.7
4687503946562429184,67,13.1,none,3.5012,0.24598,-4622.6,0.2134,-7627.4,0.067407,10.827,1.432,0.10118,-7614.9,-0.24437,0.10007,-7620.4,0.24441,3.1335,2.7165,-0.3975,0.10089,5.5125,3004.8
4687503946562429184,68,13.1,none,4.6221,0.30046,-6722.5,0.13123,-7388.4,0.7791,0.64427,2.8775,0.1077,-7387.3,-0.63086,0.10571,-7379.3,0.75531,0.54873,4.2506,-0.82571,0.10674,-7.9388,665.91
4687504182822540416,67,13.4,pulsator,5.5259,0.22745,5753.8,2.2181,-1974.5,0.02,203.66,1.0137,0.21833,-1936.2,0.90834,0.25588,-1967.4,0.02,199.28,1.0108,-0.048488,0.21822,31.2,7728.3
4687504182822540416,68,13.4,pulsator,6.1889,0.34547,4941.7,1.8637,-2689.1,0.02,198.94,1.0798,0.22127,-2664.5,0.33081,0.22041,-2691.9,0.23044,29.248,7.7984,0.2934,0.22484,27.422,7630.9
4687505389671548672,28,12.9,none,3.9071,0.28674,-4521.6,0.19706,-5700.5,0.78496,1.2224,2.0769,0.13643,-5708.6,-0.19355,0.13533,-5692.7,1.0943,0.72846,2.8301,-0.40483,0.13615,-15.868,1178.9
4687505389671548672,68,12.9,none,7.9418,0.39049,1646.8,0.88075,-3199.3,0.20675,15.354,1.1159,0.2064,-3211.1,0.064696,0.20808,-3192.5,0.87376,2.5666,10,0.054059,0.2091,-18.645,4846.1
4687505801988031232,28,13.6,SLF,1.8123,0.29271,-2371.7,0.33604,-6863.9,0.02,152.33,1.6468,0.10242,-6807.4,0.14818,0.10054,-6882.9,0.31248,4.3557,10,-0.15808,0.10213,75.475,4492.2
4687505801988031232,67,13.6,SLF,2.8002,0.22745,-1657.1,0.41666,-7119.5,0.02,54.399,1.1678,0.10326,-7119.7,0.27163,0.10388,-7115.5,0.27474,5.1788,10,0.22364,0.10465,-4.2503,5462.4
4687505801988031232,68,13.6,SLF,3.4225,0.34547,-1960.3,0.3877,-6521.4,0.02,28.513,0.94305,0.10513,-6515.8,0.026128,0.10826,-6519,0.31374,4.3968,10,-0.016183,0.10972,3.2521,4561.1
4687507245097014144,27,11.2,none,6.4665,0.92175,9541.9,7.0457,4079.7,0.55728,70.525,1.8228,1.4108,4080.5,0.89394,1.4352,4086.5,0.54676,70.76,1.81,0.04157,1.4106,-6.0215,5462.2
4687507245097014144,28,11.2,none,12.296,0.29271,2247.1,1.0578,-1802.3,0.02,151.31,1.404,0.36539,-1754.9,-0.23513,0.35971,-1802.3,0.11199,42.705,4.4008,-0.46645,0.36408,47.457,4049.5
4687507245097014144,67,11.2,none,29.682,0.22745,13165,11.84,9293.6,0.02,1168.5,1.0371,4.1782,9291.6,0.80496,4.2877,9300.6,0.02,1142.2,1.0347,-0.0048804,4.1791,-9.0429,3871.1
4687507584364583040,28,11.4,SLF,9.4255,0.29271,5368.7,2.2959,-2306.4,0.090424,82.331,1.4788,0.28714,-2263.7,0.21124,0.28295,-2299.8,0.02416,436.14,1.5158,0.01338,0.28618,36.065,7675
4687507584364583040,67,11.4,SLF,16.218,0.22745,4571.7,1.6988,-2733.1,0.02,187.66,1.111,0.24318,-2736.3,0.16697,0.25127,-2725.4,0.02,172.28,1.108,-0.27403,0.24405,-10.91,7304.8
4687507584364583040,68,11.4,SLF,17.318,0.34547,5275.8,2.0108,-643.89,0.089205,55.042,1.0146,0.32431,-651.73,0.096672,0.34234,-638.94,0.046044,99998,10,0.090136,0.34378,-12.793,5919.7
4687508413319210368,27,13.4,none,0.9873,0.71455,-7270.2,0.093323,-7566,2.1441,0.2078,10,0.081716,-7537.6,-0.19929,0.082586,-7563.1,2.3272,0.153,10,-0.55186,0.081636,25.525,295.74
4687508413319210368,28,13.4,none,1.7538,0.28674,-7032.6,0.10565,-7584.6,0.96795,0.4625,2.123,0.086748,-7591,-0.16006,0.086367,-7577.1,1.3165,0.2934,3.0582,-0.43711,0.086789,-13.843,551.94
4687508413319210368,67,13.4,none,2.7977,0.22745,-1323,0.44929,-7334.6,0.02,107.89,1.3849,0.10232,-7315.2,0.20697,0.10092,-7334.2,0.31746,5.8242,4.0899,0.090925,0.10211,19.028,6011.7
4687508413319210368,68,13.4,none,3.0114,0.30046,-7382.8,0.11292,-8178.8,1.6676,0.41429,2.3377,0.086224,-8173.5,-0.34102,0.084945,-8167.4,1.8127,0.35966,2.5702,-0.7805,0.086089,-6.1199,796.03
4687509749039520768,27,13.4,SLF,0.81271,0.81815,-4781.6,0.177,-6653,0.1781,2.9887,1.1686,0.097331,-6640.2,0.19431,0.10045,-6645.2,0.11984,3.5838,1.0915,-0.29036,0.097132,5.0109,1871.4
4687509749039520768,28,13.4,SLF,1.6241,0.29271,-5451.9,0.15642,-7403,0.21921,2.1744,1.0881,0.082955,-7405,0.20463,0.085102,-7397.6,2.7719,0.23732,2.1585,0.02117,0.084599,-7.3807,1951.1
4687509749039520768,67,13.4,SLF,2.8076,0.22745,-5050.8,0.19375,-7146.5,0.15111,3.403,1.1492,0.10872,-7157.5,0.037664,0.10962,-7146,3.5406,0.13994,10,-0.060332,0.10941,-11.554,2095.7
4687509749039520768,68,13.4,SLF,2.7283,0.34547,-5628.7,0.1683,-7857.1,0.43357,1.6638,1.2709,0.087433,-7870.2,-0.1758,0.086739,-7849.7,0.59083,0.77676,1.4784,-0.24518,0.087179,-20.516,2228.4
4687512948804514176,28,13.8,SLF,1.4749,0.29271,-739.81,0.5039,-6333.7,0.02,82.677,1.2858,0.10965,-6316,0.44696,0.10877,-6324.9,0.15678,11.755,2.1222,0.32487,0.11032,8.8373,5593.9
4687512948804514176,67,13.8,SLF,2.7983,0.22745,-3114.1,0.29993,-6831.6,0.26037,4.8518,1.4716,0.11423,-6843,0.22251,0.11331,-6827.5,0.62387,1.4572,9.4064,0.18718,0.11374,-15.586,3717.5
4687512948804514176,68,13.8,SLF,2.5132,0.34547,-1472.2,0.43323,-6795.1,0.21727,7.7704,1.3899,0.10746,-6765.1,0.11913,0.10337,-6787.7,0.24798,6.8807,1.5018,-0.20611,0.10711,22.646,5322.9
4687513910877142528,27,14.1,none,0.5448,0.71455,-6743.3,0.10687,-7523.8,2.4219,0.32132,4.5778,0.079484,-7455.5,0.46733,0.079898,-7514.9,2.464,0.31077,4.7494,-0.51527,0.079491,59.382,780.49
4687513910877142528,28,14.1,none,1.2636,0.28674,-6355.6,0.12498,-6812.8,0.83178,0.48775,10,0.10774,-6809.2,-0.025517,0.10614,-6806.6,0.8318,0.43046,10,-0.38463,0.10722,-2.6705,457.2
4687513910877142528,67,14.1,none,2.241,0.20892,-1398.4,0.43823,-5282.4,1.087,3.0005,1.821,0.14317,-5270.3,0.72918,0.13903,-5275.3,1.1285,2.8679,1.8475,-0.0797,0.14317,4.9637,3884
4687513910877142528,68,14.1,none,2.0006,0.30046,-1468.8,0.43356,-6826.3,1.0577,3.0937,1.6946,0.091738,-6788.5,0.48059,0.084505,-6818.8,1.0794,3.0064,1.7181,-0.18759,0.091538,30.249,5357.5
4688962517474878720,27,13.5,none,0.70036,0.92175,-5114.8,0.16246,-5458.1,0.28252,1.1343,0.98743,0.13859,-5459.5,-0.035624,0.14229,-5450.3,0.11589,1.4751,0.8157,-0.34426,0.13791,-9.1298,343.32
4688962517474878720,28,13.5,none,1.2965,0.28674,-5505.7,0.15434,-7040.5,1.3623,0.70406,7.984,0.097894,-6983.4,0.33603,0.094485,-7037.2,1.2356,0.72476,10,-0.04752,0.09672,53.847,1534.8
4688962517474878720,67,13.5,none,3.1265,0.20892,-1985.9,0.38687,-3618.4,1.1617,1.8872,10,0.25126,-3588.5,0.41229,0.24094,-3628.9,1.1325,1.7417,10,0.10347,0.24572,40.407,1632.6
4688962517474878720,68,13.5,none,2.1656,0.30046,-4795.3,0.20343,-6190.8,1.3813,0.98845,1.8637,0.1308,-6189,0.12495,0.12798,-6183.2,1.6059,0.81435,2.1159,-0.29875,0.13083,-5.8093,1395.5
4688966292708802304,27,12.1,SLF,2.7463,0.81815,-1509.4,0.41066,-5237.8,0.02,36.004,1.0408,0.13433,-5183.7,0.00067069,0.14194,-5227.8,0.02,33.99,1.0333,-0.66517,0.13444,44.141,3728.4
4688966292708802304,28,12.1,SLF,5.1838,0.29271,-2084.2,0.3609,-5629.2,0.02,62.453,1.2815,0.13645,-5622.9,-0.20275,0.13562,-5627,0.28216,4.3728,10,-0.30114,0.13661,4.1574,3545
4688966292708802304,67,12.1,SLF,8.9545,0.22745,-3272.6,0.28939,-6122,0.02,36.519,1.2096,0.14131,-6121.1,-0.45076,0.14081,-6120.9,0.24201,3.7393,10,-0.56441,0.14197,-0.11506,2849.5
4688966292708802304,68,12.1,SLF,9.2864,0.34547,-1575.7,0.42315,-5319.9,0.14276,9.0553,1.116,0.14709,-5328.3,-0.34583,0.14671,-5317,0.20188,5.5078,10,-0.36404,0.14737,-11.309,3744.2
4688967289176997504,28,12.3,none,3.4019,0.29271,-792.48,0.49735,-5755.9,0.02,71.246,1.2672,0.12951,-5735.4,0.074089,0.12845,-5755.2,0.26537,6.9236,10,-0.051151,0.1301,19.778,4963.4
4688967289176997504,68,12.3,none,10.816,0.39049,9246.1,4.9615,4260.2,0.21408,85.918,1.0897,1.0409,4250.3,0.72185,1.0691,4267.2,0.21033,85.38,1.0873,-0.0070932,1.041,-16.903,4985.9
4688967362197739392,27,10.8,pulsator,6.255,0.81815,5517.2,2.5024,-2013.3,0.02,119.85,1.0288,0.27656,-1800.4,0.38835,0.31034,-2002.1,0.02,120.31,1.0295,-0.78944,0.27656,201.63,7530.5
4688967362197739392,28,10.8,pulsator,16.078,0.29271,5709.7,2.4987,-839.93,0.02,92.463,0.88574,0.33704,-756.95,0.15993,0.40799,-870.46,33.893,0.64518,1.2852,0.041823,0.0042878,113.51,6549.6
4688967362197739392,68,10.8,pulsator,23.376,0.34547,8581.8,4.2657,4294.4,0.35871,53.294,1.1494,1.122,4281.5,0.39068,1.1314,4301.4,0.3583,48.196,1.144,0.0014114,1.1216,-19.9,4287.4
4688967568356557440,27,10.7,none,11.688,0.81815,-2929.1,0.28504,-4058,0.025253,17.513,1.0256,0.19832,-4047.2,-0.90851,0.20166,-4043,0.02,17.52,1.0198,-1.1766,0.19931,-4.1559,1128.9
4688967568356557440,28,10.7,none,24.62,0.28674,-2956.1,0.29066,-3612.9,1.5681,1.0912,1.741,0.22329,-3591.3,-0.67338,0.22466,-3612.2,3.0885,0.54395,4.3029,-1.1397,0.22511,20.851,656.84
4688967568356557440,67,10.7,none,39.697,0.24598,-2331,0.35789,-4413.4,0.11907,7.5782,1.0604,0.1965,-4413,-0.78782,0.20122,-4404.2,5.0966,0.24333,3.4504,-0.89012,0.19894,-8.7675,2082.4
4688967568356557440,68,10.7,none,40.676,0.30046,-2258.2,0.3623,-4107.1,0.60131,2.9035,1.2544,0.20246,-4114.2,-0.90757,0.20207,-4094.6,1.1191,0.76506,10,-0.92513,0.20278,-19.522,1848.9
4688978838366817280,27,12.7,SLF,2.3635,0.81815,-1414,0.42087,-4720.8,0.76,3.4468,1.9264,0.15473,-4726.3,0.21423,0.15657,-4714.3,0.82248,1.2964,1.4373,0.11322,0.15372,-12.014,3306.8
4688978838366817280,28,12.7,SLF,4.2903,0.29271,-875.01,0.48726,-5569.2,0.33585,6.4403,1.4395,0.12417,-5582.5,0.20443,0.12363,-5563.1,1.6823,0.61602,3.359,0.17463,0.12412,-19.366,4694.2
4688978838366817280,67,12.7,SLF,7.5825,0.22745,-1637.4,0.41852,-5864.8,0.56743,4.185,1.4889,0.12947,-5872.4,0.12619,0.12835,-5859.5,1.8212,0.968,4.7476,0.054307,0.13022,-12.9,4227.4
4688978838366817280,68,12.7,SLF,7.5372,0.34547,-1434,0.43701,-4738.6,0.67043,3.721,1.6016,0.17473,-4733.2,-0.21791,0.16994,-4729.3,0.7179,3.2768,1.6957,-0.55328,0.17404,-3.8947,3304.6
4688980414561766016,27,13,SLF,1.4152,0.81815,-5026.9,0.16618,-6026.7,0.52228,1.2501,1.7226,0.12019,-6037.4,-0.18943,0.12061,-6020.4,0.1733,1.3429,10,-0.22023,0.12074,-17.082,999.74
4688980414561766016,28,13,SLF,2.5772,0.29271,-3818.2,0.23466,-5769.5,0.34994,2.6319,1.3825,0.12988,-5782.9,0.092465,0.13006,-5763.1,1.6945,0.32999,2.7825,0.034156,0.13032,-19.748,1951.4
4688980414561766016,67,13,SLF,4.4186,0.22745,-4507.6,0.21901,-6430.5,0.30731,2.627,1.3532,0.12866,-6443.7,-0.090806,0.12883,-6425.2,2.6084,0.15812,10,-0.13911,0.12897,-18.494,1922.9
4688980414561766016,68,13,SLF,4.617,0.34547,-940.47,0.48893,-5159.1,0.3152,6.3799,1.1338,0.13453,-5172.7,0.13025,0.13577,-5155.3,1.7687,0.81449,10,0.11003,0.13696,-17.319,4218.6
4688986534938381184,27,12.9,SLF,2.076,0.81815,707.13,1.4583,449.51,0.19564,17.007,1.0199,0.927,447.45,0.58493,0.97657,450.76,6.7292,1.0383,10,0.52843,0.92089,-3.3087,257.62
4688986534938381184,67,12.9,SLF,5.7201,0.22745,3481.2,1.3302,78.853,0.27,19.909,1.4055,0.54133,66.693,0.58098,0.53966,85.864,0.27214,19.156,1.4097,-0.0015179,0.54131,-19.171,3402.3
4688986534938381184,68,12.9,SLF,6.3565,0.34547,3029.3,1.2499,-2217.1,0.058693,51.616,1.0259,0.24293,-2223.9,0.30525,0.25002,-2210.1,0.027556,89.216,1.0043,-0.050146,0.2433,-13.804,5246.4
4689002851458876800,28,11.4,none,8.5293,0.29868,-305.29,0.56129,-1012.4,0.23761,5.5856,1.1262,0.43816,-1022.4,-0.14974,0.44256,-1008.6,1.8051,0.75754,10,-0.28049,0.44351,-13.784,707.06
4689002851458876800,67,11.4,none,14.068,0.20892,-82.747,0.59437,-1973.6,0.38932,6.0995,1.2853,0.34344,-1976.2,0.0037402,0.34773,-1965.9,0.6384,3.248,1.3138,-0.28713,0.34353,-10.305,1890.9
4689002851458876800,68,11.4,none,12.164,0.30046,4351.3,1.6295,850.7,0.48978,17.004,1.5972,0.63654,861.53,0.14441,0.61694,857.82,0.60388,13.515,1.8719,-0.12403,0.63333,3.7027,3500.6
4689003027613801216,28,12.9,SLF,3.4489,0.29271,93.76,0.61975,-5430.4,0.045151,50.403,1.3176,0.13375,-5425.8,0.23547,0.13285,-5424.6,0.33001,7.3909,2.9512,0.15733,0.13426,-1.187,5524.2
4689003027613801216,67,12.9,SLF,6.4442,0.22745,-65.224,0.59673,-4504.3,0.35411,7.3548,1.2604,0.16983,-4507.3,0.3497,0.17284,-4500.5,2.1129,1.1683,1.7792,0.15021,0.17294,-6.8369,4439.1
4689003027613801216,68,12.9,SLF,6.4371,0.34547,-1186.9,0.46228,-5842.7,0.22641,8.0655,1.2905,0.13029,-5836,-0.1883,0.12697,-5835.7,0.52422,3.5012,5.0539,-0.23159,0.12829,-0.31818,4655.8
4689018661298288000,28,13.3,SLF,3.6098,0.29271,-2552.6,0.32128,-3228.8,0.02,14.088,0.88457,0.25376,-3237.5,-0.10293,0.25799,-3221.4,40,0.29904,0.3,-0.13985,0.19618,-16.05,676.16
4689018661298288000,67,13.3,SLF,4.9075,0.22745,-4322.6,0.22835,-6008.4,0.02,12.072,0.83806,0.13403,-5998.2,-0.05651,0.14134,-6000.4,2.3227,0.37414,1.1841,-0.24938,0.13588,2.1897,1685.8
4689018661298288000,68,13.3,SLF,4.8906,0.34547,-2426.3,0.34871,-5332.2,0.63393,2.9305,1.4,0.14994,-5342.3,-0.086067,0.14762,-5324.2,0.74735,2.1761,1.4827,-0.32602,0.14947,-18.089,2905.9
4689033539046230400,27,11.4,pulsator,4.1099,0.81815,1712.7,0.94057,-5050.4,0.02,84.581,1.2697,0.14699,-4883.4,0.018415,0.14836,-5037.2,0.02,85.774,1.2757,-0.98382,0.14711,153.79,6763
4689033539046230400,28,11.4,pulsator,7.8865,0.29271,921.59,0.76115,-4520.4,0.02,79.307,1.1655,0.16994,-4503.8,-0.091209,0.17096,-4509.8,0.14532,19.82,2.8801,-0.17174,0.17278,6.0066,5441.9
4689033539046230400,67,11.4,pulsator,13.602,0.22745,2510.2,1.067,-3830.3,0.02,96.194,0.9972,0.17116,-3814.2,0.20158,0.18879,-3822.3,0.02,84.145,0.98018,-0.32127,0.17127,8.1093,6340.6
4689033539046230400,68,11.4,pulsator,14.094,0.34547,4624,1.7337,-549.9,0.25893,24.896,1.0907,0.33748,-561.83,0.19854,0.34774,-547.11,17.223,0.24715,10,0.17122,0.34347,-14.715,5173.9
4689037181200454656,27,13.8,binary/rot,0.81481,0.81815,-3740.5,0.23135,-6913.3,0.066389,18.023,1.7957,0.097016,-6835.5,0.12875,0.096131,-6926.9,0.25846,3.4043,10,-0.3494,0.097006,91.378,3172.8
4689037181200454656,28,13.8,binary/rot,1.5238,0.29271,-5710.3,0.1467,-7667.6,0.25133,2.2289,2.1869,0.086158,-7651.4,-0.092302,0.084999,-7663.5,0.37862,1.4092,5.3488,-0.34564,0.085713,12.141,1957.3
4689037181200454656,67,13.8,binary/rot,2.7667,0.22745,3631.5,1.3741,-5156.2,0.059799,93.141,1.4237,0.15083,-5130.8,0.68981,0.14719,-5149.2,0.062012,89.537,1.4346,-0.0071894,0.15087,18.357,8787.7
4689037181200454656,68,13.8,binary/rot,2.6525,0.34547,-4777.8,0.20424,-6346,0.058374,6.0269,0.93857,0.12608,-6357.6,-0.14047,0.12779,-6341.7,0.25569,1.661,10,-0.16592,0.12824,-15.837,1568.2
4689054670286883968,27,13,none,1.6858,0.71455,-5676.1,0.14062,-5958.4,0.92425,0.48523,3.2058,0.12583,-5969.6,-0.43519,0.12561,-5952.1,0.8178,0.35015,10,-0.57175,0.1259,-17.504,282.31
4689054670286883968,28,13,none,3.005,0.29868,-1257.2,0.44315,-4942.3,0.17092,9.0143,1.1541,0.14153,-4947.6,0.40696,0.14691,-4938.8,0.083445,1.2286,0.51656,0.34919,0.1296,-8.7672,3685.1
4689054670286883968,67,13,none,5.6187,0.20892,-6823.5,0.12988,-7792.3,0.40614,1.0697,1.6509,0.098712,-7803.3,-0.53967,0.098254,-7783.3,0.84539,0.32258,2.8627,-0.61198,0.098456,-19.99,968.82
4689054670286883968,68,13,none,5.2021,0.30046,-6016.9,0.15408,-7435.4,0.40551,1.3837,1.0774,0.095819,-7442.7,-0.39674,0.097627,-7426.8,0.85662,0.46106,0.98563,-0.51914,0.095314,-15.856,1418.5
4689054945164735616,27,12.8,SLF,1.8911,0.81815,582,0.70323,-1411.5,0.40992,7.4025,2.2133,0.3959,-1398.4,0.27647,0.3941,-1404.5,0.40674,7.0369,2.463,-0.091968,0.39588,6.0853,1993.5
4689054945164735616,28,12.8,SLF,3.4966,0.29271,8026.1,4.4409,3533.9,0.099867,137.44,1.1671,1.1669,3532.8,1.2655,1.1906,3540.8,0.099588,137.5,1.1667,-0.0023262,1.1669,-8.0067,4492.2
4689054945164735616,67,12.8,SLF,5.9612,0.22745,-372.33,0.55678,-3074.9,0.18876,9.4173,1.1485,0.26032,-3082.2,0.2643,0.26457,-3082.3,3.4345,0.53002,10,0.11866,0.2657,0.098237,2702.5
4689054945164735616,68,12.8,SLF,7.5074,0.34547,2929.7,1.1792,-1098.2,0.11581,28.955,1.0293,0.35156,-1108.9,0.25656,0.36075,-1091.2,0.14334,1.1806,0.30277,0.23125,0.29638,-17.66,4027.9
4689057346006300544,27,11.9,none,2.3515,0.92175,-2499.5,0.31834,-5860.8,0.379,4.124,1.8584,0.12087,-5851.3,-0.12835,0.1208,-5852.7,0.54149,2.5335,4.8321,-0.27378,0.12153,1.3825,3361.3
4689057346006300544,28,11.9,none,4.7404,0.29868,-984.76,0.47417,-5199.1,0.068288,20.269,1.1108,0.13177,-5204.3,0.19088,0.13734,-5198.9,0.14568,0.55645,0.3,0.14066,0.091708,-5.4101,4214.3
4689057346006300544,67,11.9,none,7.6644,0.24598,3636.5,1.3757,-4474.4,0.17525,32.474,1.5493,0.17822,-4434.3,0.22225,0.17118,-4467.6,0.21353,26.819,1.6952,-0.069734,0.17731,33.296,8110.9
4689057346006300544,68,11.9,none,9.0152,0.39049,-1518.8,0.42866,-5451.1,0.24409,7.0469,1.2423,0.14269,-5450.1,-0.37289,0.13935,-5445.7,0.52636,3.333,2.5816,-0.42772,0.14129,-4.4116,3932.3
4689058892200836096,27,13,none,1.9527,0.81815,-3256.7,0.262,-3816.2,0.02,7.7657,0.81839,0.21376,-3794.1,-0.27827,0.2191,-3804.3,0.02,7.6026,0.8184,-0.866,0.21392,10.143,559.5
4689058892200836096,28,13,none,4.1828,0.29868,-1425.7,0.425,-4044.7,0.14414,8.5796,1.1446,0.19249,-4054.9,0.15973,0.19583,-4038.2,7.5931,0.27688,0.3,0.13103,0.15582,-16.726,2619
4689058892200836096,67,13,none,6.5375,0.22745,-4628.9,0.21309,-5258,0.02,6.1446,0.75061,0.16928,-5255.5,-0.47595,0.17699,-5256.2,12.053,0.15898,1.27,-0.55107,0.16319,0.71459,629.02
4689058892200836096,68,13,none,6.174,0.30046,4757.3,1.7871,-752.46,0.56239,17.392,1.2381,0.29927,-761.47,0.66632,0.29257,-749.34,1.78,3.8999,10,0.64826,0.29731,-12.128,5509.7
4689058999614762368,27,13.5,none,0.67592,0.71455,-4684.5,0.18148,-5573,0.92175,0.95016,2.8069,0.1357,-5584.6,0.25668,0.13537,-5573.9,0.8221,0.78256,10,0.074748,0.13614,-10.682,888.51
4689058999614762368,28,13.5,none,2.033,0.28674,-2116.3,0.35803,-4068,0.53387,3.1113,1.4053,0.1937,-4076.2,0.45612,0.19431,-4063.7,1.828,0.86212,2.4397,0.25558,0.19547,-12.497,1951.6
4689061920192649984,27,13.1,none,1.5371,0.71455,-5769.9,0.13727,-6229.2,1.1204,0.52477,2.4004,0.11516,-6235.2,-0.27018,0.11573,-6220.9,2.1249,0.1848,3.6551,-0.39045,0.11511,-14.335,459.28
4689061920192649984,28,13.1,none,2.4461,0.29868,-4030,0.22264,-6451.7,0.19577,3.4843,1.063,0.1011,-6445.8,0.22997,0.10522,-6445,1.9453,0.45223,1.3924,0.021815,0.10243,-0.78508,2421.7
4689061920192649984,67,13.1,none,5.159,0.20892,-2582.6,0.33814,-5681.9,0.38274,3.9854,1.3884,0.14466,-5694.3,0.12029,0.14409,-5676,1.3906,0.71982,4.127,0.07258,0.14499,-18.331,3099.4
4689061920192649984,68,13.1,none,4.1827,0.30046,4336.8,1.6241,-1629.7,0.39049,19.946,1.1893,0.23361,-1640.7,0.76731,0.23039,-1626.1,1.6722,3.3786,10,0.752,0.2342,-14.618,5966.5
4689062298150064640,27,13.8,binary/rot,1.2413,0.81815,-3399.2,0.25258,-6114.2,1.2182,1.4548,5.6,0.11437,-6118.3,0.24402,0.11153,-6126.9,1.1522,1.277,10,0.0014624,0.11284,8.6625,2715
4689062298150064640,28,13.8,binary/rot,2.1903,0.29271,-3052.1,0.28382,-5375.6,0.95764,1.8871,1.7744,0.13766,-5377,0.39031,0.13672,-5372.2,2.064,0.74581,2.807,0.14315,0.13808,-4.8118,2323.5
4689062298150064640,67,13.8,binary/rot,4.2413,0.22745,-2277.3,0.36225,-5508.6,0.15721,7.0534,1.1188,0.14623,-5514,0.24285,0.14955,-5510.8,3.6012,0.31523,10,0.10996,0.15073,-3.1324,3231.3
4689062298150064640,68,13.8,binary/rot,3.6748,0.34547,-3296.8,0.28606,-6574.5,1.0767,1.9432,2.4489,0.11836,-6510.4,-0.052726,0.11166,-6615.3,1.1792,1.5281,10,-0.29704,0.11589,104.9,3277.7
4689074598938187776,27,14.3,none,0.48492,0.81815,-6176.1,0.12365,-6274.6,0.02,1.3406,0.55043,0.1112,-6262,-0.17563,0.11807,-6267.8,5.1767,0.10263,10,-0.28283,0.11441,5.8033,98.511
4689074598938187776,28,14.3,none,0.87714,0.28674,-6754.8,0.11319,-7604.9,1.1755,0.46178,8.7489,0.086853,-7570.5,0.25847,0.085156,-7597.1,1.1693,0.44602,9.8211,-0.35032,0.086672,26.613,850.03
4690500047016009728,28,12.6,none,4.7279,0.28674,-4555.6,0.1954,-5094.9,0.33275,1.5188,1.4321,0.16278,-5107.8,-0.45074,0.1626,-5092.3,1.0733,0.36844,10,-0.56784,0.163,-15.533,539.35
4690500047016009728,67,12.6,none,7.6411,0.22745,-2101.4,0.37692,-3171.9,0.02,19.239,0.88639,0.27105,-3177.9,-0.18375,0.2775,-3167.8,3.5084,0.28078,10,-0.2754,0.27563,-10.104,1070.5
4690500047016009728,68,12.6,none,6.708,0.39049,1148.2,0.78631,-2843.4,0.23088,13.029,1.1569,0.24572,-2854.4,0.07743,0.24459,-2840,0.89686,2.889,10,0.052354,0.24658,-14.472,3991.6
4690500184455105536,28,12.5,none,5.5391,0.29868,-184.4,0.5784,-2964,0.16166,10.974,1.1811,0.25177,-2975,0.16476,0.25533,-2957.1,0.02,36.897,0.98665,-0.0015946,0.25084,-17.93,2779.6
4690500184455105536,67,12.5,none,8.7422,0.22745,2081.7,0.96861,-3892.1,0.02,201.16,1.3074,0.21718,-3887,0.092165,0.2156,-3890.2,0.31953,11.683,4.7458,0.026057,0.21731,3.1671,5973.7
4690500184455105536,68,12.5,none,9.3462,0.39049,294.75,0.64756,-3549.2,0.14688,13.862,1.1191,0.21776,-3556.3,-0.19845,0.21714,-3542.8,0.2383,6.6052,10,-0.21414,0.21801,-13.51,3843.9
4690502280398443776,28,13.9,none,3.0443,0.29868,-2036.2,0.36523,-2915.9,0.15899,5.1539,1.1511,0.27433,-2928.4,0.079545,0.27615,-2910.2,3.7397,0.1827,10,0.040417,0.275,-18.163,879.75
4690502280398446720,28,10.8,pulsator,12.293,0.29271,3389.3,1.4045,-1274.7,0.053534,74.864,1.2065,0.37418,-1281.9,0.093644,0.3766,-1268.8,0.20373,19.817,6.9003,0.070292,0.37775,-13.128,4664
4690502280398446720,67,10.8,pulsator,19.264,0.22745,3383.1,1.2992,-1710,0.02,136.41,1.0761,0.33884,-1713.1,-0.003877,0.34785,-1696.3,0.15925,21.392,10,-0.016888,0.34865,-16.79,5093.1
4690502280398446720,68,10.8,pulsator,20.554,0.34547,5482.3,2.1075,2246.9,0.19037,32.418,1.0466,0.80823,2234.4,0.057267,0.81908,2249.5,4.2703,1.7769,2.5924,-0.025196,0.8226,-15.162,3235.4
4690503306873686912,28,12.8,SLF,3.049,0.29271,-5605.5,0.15057,-6284.3,0.02,6.2543,0.8427,0.11725,-6291.1,-0.32708,0.12043,-6279.3,40,0.14088,0.39769,-0.37428,0.088577,-11.755,678.76
4690503306873686912,67,12.8,SLF,5.0553,0.22745,-3939.2,0.24898,-5018.3,0.02,18.191,1.0256,0.18312,-5029.8,-0.25601,0.18444,-5010.2,0.1934,1.898,10,-0.2769,0.18466,-19.555,1079.1
