id,gaia,sector,noise_added,metric,prewhitened,n_pw,alpha0,nuchar,gamma,Cw,e_alpha0,e_nuchar,e_gamma,e_Cw,dBIC_vs_white,T_span,n_pts,dt_min,pass_nu,pass_bic
CPD_-47_2963,-1,9,0,log,False,0,166,1.9475,2.3357,1.336,6.9148,0.066574,0.035562,0.024,15037,24.496,16407,2,True,True
CPD_-47_2963,-1,9,0,log,True,0,166,1.9475,2.3357,1.336,6.9148,0.066574,0.035562,0.024,15037,24.496,16407,2,True,True
CPD_-47_2963,-1,9,0,lin,False,0,213.7,1.6779,1.9558,0.59891,2.2135,0.025682,0.034803,0.27038,14548,24.496,16407,2,True,True
CPD_-47_2963,-1,9,0,lin,True,0,213.7,1.6779,1.9558,0.59891,2.2135,0.025682,0.034803,0.27038,14548,24.496,16407,2,True,True
CYG_OB2-11,-1,41,0,log,False,0,105.11,1.8653,2.6378,0.51848,4.073,0.051339,0.032841,0.0071054,18135,26.588,18318,2,True,True
CYG_OB2-11,-1,41,0,log,True,2,102.79,1.9261,2.7084,0.52739,3.8884,0.050961,0.033776,0.0068614,18194,26.588,18318,2,True,True
CYG_OB2-11,-1,41,0,lin,False,0,114.13,2.053,2.7694,0.57176,0.87214,0.019642,0.048665,0.12482,16820,26.588,18318,2,True,True
CYG_OB2-11,-1,41,0,lin,True,2,114.15,2.0534,2.7691,0.55385,0.87192,0.01964,0.048636,0.12481,16828,26.588,18318,2,True,True
CYG_OB2-11,-1,55,0,log,False,0,73.785,2.2731,2.745,0.52162,2.5263,0.056129,0.035652,0.0068157,18382,27.163,18878,2,True,True
CYG_OB2-11,-1,55,0,log,True,2,72.531,2.3353,2.8207,0.52697,2.4272,0.055413,0.036584,0.0065461,18485,27.163,18878,2,True,True
CYG_OB2-11,-1,55,0,lin,False,0,76.748,2.6793,4.3456,1.1783,0.54332,0.019114,0.10124,0.10103,15527,27.163,18878,2,True,True
CYG_OB2-11,-1,55,0,lin,True,2,76.775,2.6798,4.3412,1.1565,0.54331,0.019119,0.10102,0.10102,15537,27.163,18878,2,True,True
CYG_OB2-11,-1,56,0,log,False,0,99.595,1.6942,2.2805,0.56152,4.1422,0.056699,0.030148,0.010065,17874,27.88,19612,2,True,True
CYG_OB2-11,-1,56,0,log,True,2,97.952,1.7379,2.3217,0.56758,4.0029,0.056511,0.03063,0.0097553,17917,27.88,19612,2,True,True
CYG_OB2-11,-1,56,0,lin,False,0,105.38,2.0225,2.7077,0.90008,0.89691,0.021789,0.051997,0.12662,15555,27.88,19612,2,True,True
CYG_OB2-11,-1,56,0,lin,True,2,105.4,2.0227,2.7066,0.88126,0.89682,0.02179,0.051946,0.12661,15563,27.88,19612,2,True,True
CYG_OB2-11,-1,75,0,log,False,0,87.905,2.0612,2.6553,0.50029,3.1669,0.053581,0.033029,0.0069093,18918,27.697,19472,2,True,True
CYG_OB2-11,-1,75,0,log,True,2,86.096,2.123,2.7229,0.50598,3.0503,0.053453,0.034055,0.0066936,18892,27.697,19472,2,True,True
CYG_OB2-11,-1,75,0,lin,False,0,99.76,2.1632,2.618,0.43285,0.77828,0.021658,0.045209,0.11501,17204,27.697,19472,2,True,True
CYG_OB2-11,-1,75,0,lin,True,1,99.773,2.1634,2.6175,0.42121,0.77819,0.021656,0.045183,0.115,17209,27.697,19472,2,True,True
CYG_OB2-9,-1,41,0,log,False,0,45.374,2.3569,2.6153,0.58664,1.6135,0.066191,0.041524,0.0076999,15553,26.588,18318,2,True,True
CYG_OB2-9,-1,41,0,log,True,0,45.374,2.3569,2.6153,0.58664,1.6135,0.066191,0.041524,0.0076999,15553,26.588,18318,2,True,True
CYG_OB2-9,-1,41,0,lin,False,0,69.108,1.5861,1.6493,1e-07,0.84431,0.030914,0.03046,0.1031,14716,26.588,18318,2,True,True
CYG_OB2-9,-1,41,0,lin,True,1,69.105,1.5862,1.6494,1e-07,0.84421,0.030912,0.030461,0.10309,14717,26.588,18318,2,True,True
CYG_OB2-9,-1,55,0,log,False,0,41.086,2.403,2.6022,0.35651,1.4156,0.063772,0.036351,0.0053663,17536,27.163,18881,2,True,True
CYG_OB2-9,-1,55,0,log,True,0,41.086,2.403,2.6022,0.35651,1.4156,0.063772,0.036351,0.0053663,17536,27.163,18881,2,True,True
CYG_OB2-9,-1,55,0,lin,False,0,52.752,2.1677,2.3872,0.33895,0.49531,0.027227,0.046316,0.073165,14705,27.163,18881,2,True,True
CYG_OB2-9,-1,55,0,lin,True,0,52.752,2.1677,2.3872,0.33895,0.49531,0.027227,0.046316,0.073165,14705,27.163,18881,2,True,True
CYG_OB2-9,-1,75,0,log,False,0,50.629,2.151,2.4756,0.39618,1.8582,0.062173,0.034321,0.0063189,17595,27.697,19474,2,True,True
CYG_OB2-9,-1,75,0,log,True,0,50.629,2.151,2.4756,0.39618,1.8582,0.062173,0.034321,0.0063189,17595,27.697,19474,2,True,True
CYG_OB2-9,-1,75,0,lin,False,0,63.226,1.9023,2.0769,0.18156,0.53962,0.023232,0.032492,0.072587,17933,27.697,19474,2,True,True
CYG_OB2-9,-1,75,0,lin,True,0,63.226,1.9023,2.0769,0.18156,0.53962,0.023232,0.032492,0.072587,17933,27.697,19474,2,True,True
Cyg_OB2-24,-1,41,0,log,False,0,1.9354,3.6141,2.0078,0.20861,0.078378,0.17122,0.075855,0.0042109,6966.4,26.589,18322,2,True,True
Cyg_OB2-24,-1,41,0,log,True,0,1.9354,3.6141,2.0078,0.20861,0.078378,0.17122,0.075855,0.0042109,6966.4,26.589,18322,2,True,True
Cyg_OB2-24,-1,41,0,lin,False,0,2.0956,3.9449,2.5861,0.28512,0.023841,0.055184,0.068607,0.0056228,10954,26.589,18322,2,True,True
Cyg_OB2-24,-1,41,0,lin,True,0,2.0956,3.9449,2.5861,0.28512,0.023841,0.055184,0.068607,0.0056228,10954,26.589,18322,2,True,True
Cyg_OB2-24,-1,55,0,log,False,0,1.7572,4.3294,2.099,0.21936,0.063303,0.17837,0.079126,0.0043963,7317.3,27.163,18882,2,True,True
Cyg_OB2-24,-1,55,0,log,True,1,1.7871,4.0917,1.9821,0.21484,0.067741,0.18384,0.076209,0.0047063,7215.4,27.163,18882,2,True,True
Cyg_OB2-24,-1,55,0,lin,False,0,2.2919,3.8671,1.9367,0.24818,0.036415,0.08219,0.06058,0.0093989,8942,27.163,18882,2,True,True
